Net generation from natural gas for United States Lower 48 (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390105&sdid=EBA.US48-ALL.NG.NG.H
16:52:15 GMT+0200 (czas środkowoeuropejski letni)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.US48-ALL.NG.NG.H megawatthours
02/28/2021 19H,115006
02/28/2021 18H,114302
02/28/2021 17H,113121
02/28/2021 16H,114972
02/28/2021 15H,117579
02/28/2021 14H,114235
02/28/2021 13H,108459
02/28/2021 12H,103919
02/28/2021 11H,102093
02/28/2021 10H,100426
02/28/2021 09H,101251
02/28/2021 08H,102707
02/28/2021 07H,105985
02/28/2021 06H,109548
02/28/2021 05H,121428
02/28/2021 04H,121357
02/28/2021 03H,127461
02/28/2021 02H,132235
02/28/2021 01H,133692
02/28/2021 00H,130565
02/27/2021 23H,126094
02/27/2021 22H,121903
02/27/2021 21H,120368
02/27/2021 20H,119919
02/27/2021 19H,119937
02/27/2021 18H,121988
02/27/2021 17H,126261
02/27/2021 16H,129375
02/27/2021 15H,133768
02/27/2021 14H,132235
02/27/2021 13H,127076
02/27/2021 12H,121225
02/27/2021 11H,114662
02/27/2021 10H,109903
02/27/2021 09H,109632
02/27/2021 08H,110090
02/27/2021 07H,114006
02/27/2021 06H,118209
02/27/2021 05H,124619
02/27/2021 04H,135833
02/27/2021 03H,142096
02/27/2021 02H,151139
02/27/2021 01H,153291
02/27/2021 00H,149888
02/26/2021 23H,144218
02/26/2021 22H,139165
02/26/2021 21H,136182
02/26/2021 20H,134705
02/26/2021 19H,134167
02/26/2021 18H,132665
02/26/2021 17H,134980
02/26/2021 16H,140499
02/26/2021 15H,148439
02/26/2021 14H,152554
02/26/2021 13H,149440
02/26/2021 12H,142026
02/26/2021 11H,129765
02/26/2021 10H,122149
02/26/2021 09H,117856
02/26/2021 08H,118437
02/26/2021 07H,121229
02/26/2021 06H,124989
02/26/2021 05H,129014
02/26/2021 04H,140987
02/26/2021 03H,151061
02/26/2021 02H,155180
02/26/2021 01H,153552
02/26/2021 00H,146359
02/25/2021 23H,138724
02/25/2021 22H,131803
02/25/2021 21H,127303
02/25/2021 20H,125334
02/25/2021 19H,124819
02/25/2021 18H,127004
02/25/2021 17H,130278
02/25/2021 16H,134517
02/25/2021 15H,141119
02/25/2021 14H,142534
02/25/2021 13H,140848
02/25/2021 12H,132143
02/25/2021 11H,120895
02/25/2021 10H,111140
02/25/2021 09H,108318
02/25/2021 08H,108520
02/25/2021 07H,110137
02/25/2021 06H,114157
02/25/2021 05H,118008
02/25/2021 04H,127122
02/25/2021 03H,137089
02/25/2021 02H,144448
02/25/2021 01H,144451
02/25/2021 00H,137903
02/24/2021 23H,130377
02/24/2021 22H,120835
02/24/2021 21H,114819
02/24/2021 20H,112482
02/24/2021 19H,111264
02/24/2021 18H,110549
02/24/2021 17H,113431
02/24/2021 16H,119299
02/24/2021 15H,127716
02/24/2021 14H,133558
02/24/2021 13H,133808
02/24/2021 12H,128492
02/24/2021 11H,116919
02/24/2021 10H,109037
02/24/2021 09H,106610
02/24/2021 08H,105680
02/24/2021 07H,106823
02/24/2021 06H,110452
02/24/2021 05H,110649
02/24/2021 04H,119321
02/24/2021 03H,128344
02/24/2021 02H,133456
02/24/2021 01H,132886
02/24/2021 00H,129462
02/23/2021 23H,122837
02/23/2021 22H,116056
02/23/2021 21H,112702
02/23/2021 20H,112896
02/23/2021 19H,114986
02/23/2021 18H,120926
02/23/2021 17H,124461
02/23/2021 16H,132026
02/23/2021 15H,136537
02/23/2021 14H,143459
02/23/2021 13H,143672
02/23/2021 12H,135420
02/23/2021 11H,121224
02/23/2021 10H,109469
02/23/2021 09H,105274
02/23/2021 08H,103327
02/23/2021 07H,104599
02/23/2021 06H,108626
02/23/2021 05H,112041
02/23/2021 04H,117798
02/23/2021 03H,128547
02/23/2021 02H,135919
02/23/2021 01H,137545
02/23/2021 00H,129845
02/22/2021 23H,122507
02/22/2021 22H,119229
02/22/2021 21H,117140
02/22/2021 20H,118854
02/22/2021 19H,120947
02/22/2021 18H,123220
02/22/2021 17H,124695
02/22/2021 16H,130794
02/22/2021 15H,137527
02/22/2021 14H,141493
02/22/2021 13H,137536
02/22/2021 12H,125106
02/22/2021 11H,114448
02/22/2021 10H,106397
02/22/2021 09H,104743
02/22/2021 08H,103571
02/22/2021 07H,104286
02/22/2021 06H,107467
02/22/2021 05H,113785
02/22/2021 04H,116417
02/22/2021 03H,122783
02/22/2021 02H,126123
02/22/2021 01H,123415
02/22/2021 00H,116307
02/21/2021 23H,108609
02/21/2021 22H,100380
02/21/2021 21H,96468
02/21/2021 20H,94363
02/21/2021 19H,95522
02/21/2021 18H,98322
02/21/2021 17H,101438
02/21/2021 16H,108366
02/21/2021 15H,116293
02/21/2021 14H,123419
02/21/2021 13H,123851
02/21/2021 12H,122983
02/21/2021 11H,119146
02/21/2021 10H,116967
02/21/2021 09H,116875
02/21/2021 08H,116310
02/21/2021 07H,117154
02/21/2021 06H,119584
02/21/2021 05H,122118
02/21/2021 04H,126291
02/21/2021 03H,131191
02/21/2021 02H,133330
02/21/2021 01H,131907
02/21/2021 00H,129722
02/20/2021 23H,124741
02/20/2021 22H,118395
02/20/2021 21H,115148
02/20/2021 20H,116294
02/20/2021 19H,120189
02/20/2021 18H,126439
02/20/2021 17H,135789
02/20/2021 16H,144410
02/20/2021 15H,156821
02/20/2021 14H,166474
02/20/2021 13H,163401
02/20/2021 12H,156319
02/20/2021 11H,147838
02/20/2021 10H,142206
02/20/2021 09H,138903
02/20/2021 08H,137286
02/20/2021 07H,139136
02/20/2021 06H,143947
02/20/2021 05H,148072
02/20/2021 04H,156600
02/20/2021 03H,165057
02/20/2021 02H,170498
02/20/2021 01H,168627
02/20/2021 00H,164090
02/19/2021 23H,158728
02/19/2021 22H,154563
02/19/2021 21H,155081
02/19/2021 20H,159417
02/19/2021 19H,165920
02/19/2021 18H,172872
02/19/2021 17H,183533
02/19/2021 16H,193011
02/19/2021 15H,202523
02/19/2021 14H,204335
02/19/2021 13H,194686
02/19/2021 12H,180997
02/19/2021 11H,166983
02/19/2021 10H,157568
02/19/2021 09H,154500
02/19/2021 08H,153267
02/19/2021 07H,156553
02/19/2021 06H,163199
02/19/2021 05H,173674
02/19/2021 04H,181682
02/19/2021 03H,194306
02/19/2021 02H,202215
02/19/2021 01H,200812
02/19/2021 00H,190730
02/18/2021 23H,182412
02/18/2021 22H,178826
02/18/2021 21H,176579
02/18/2021 20H,178300
02/18/2021 19H,183151
02/18/2021 18H,186445
02/18/2021 17H,191162
02/18/2021 16H,193552
02/18/2021 15H,196461
02/18/2021 14H,192626
02/18/2021 13H,184907
02/18/2021 12H,172339
02/18/2021 11H,162281
02/18/2021 10H,155537
02/18/2021 09H,153090
02/18/2021 08H,154782
02/18/2021 07H,156761
02/18/2021 06H,162570
02/18/2021 05H,173366
02/18/2021 04H,177178
02/18/2021 03H,190929
02/18/2021 02H,198023
02/18/2021 01H,198071
02/18/2021 00H,189656
02/17/2021 23H,179799
02/17/2021 22H,172143
02/17/2021 21H,167540
02/17/2021 20H,163148
02/17/2021 19H,164266
02/17/2021 18H,172360
02/17/2021 17H,178759
02/17/2021 16H,187236
02/17/2021 15H,199185
02/17/2021 14H,201722
02/17/2021 13H,198874
02/17/2021 12H,191578
02/17/2021 11H,178928
02/17/2021 10H,171932
02/17/2021 09H,168317
02/17/2021 08H,168133
02/17/2021 07H,168056
02/17/2021 06H,173576
02/17/2021 05H,172892
02/17/2021 04H,189184
02/17/2021 03H,196086
02/17/2021 02H,201586
02/17/2021 01H,200673
02/17/2021 00H,193463
02/16/2021 23H,180891
02/16/2021 22H,171343
02/16/2021 21H,166481
02/16/2021 20H,165146
02/16/2021 19H,168282
02/16/2021 18H,173226
02/16/2021 17H,177383
02/16/2021 16H,182362
02/16/2021 15H,188550
02/16/2021 14H,188859
02/16/2021 13H,186459
02/16/2021 12H,178972
02/16/2021 11H,170089
02/16/2021 10H,164109
02/16/2021 09H,158927
02/16/2021 08H,158651
02/16/2021 07H,159795
02/16/2021 06H,167506
02/16/2021 05H,171425
02/16/2021 04H,183338
02/16/2021 03H,193152
02/16/2021 02H,200507
02/16/2021 01H,206174
02/16/2021 00H,202975
02/15/2021 23H,197567
02/15/2021 22H,195446
02/15/2021 21H,190352
02/15/2021 20H,190902
02/15/2021 19H,195067
02/15/2021 18H,197729
02/15/2021 17H,201974
02/15/2021 16H,202273
02/15/2021 15H,200682
02/15/2021 14H,197300
02/15/2021 13H,190021
02/15/2021 12H,178833
02/15/2021 11H,169098
02/15/2021 10H,161853
02/15/2021 09H,158077
02/15/2021 08H,166112
02/15/2021 07H,168914
02/15/2021 06H,175251
02/15/2021 05H,180034
02/15/2021 04H,189156
02/15/2021 03H,198697
02/15/2021 02H,205287
02/15/2021 01H,206712
02/15/2021 00H,197516
02/14/2021 23H,188616
02/14/2021 22H,179607
02/14/2021 21H,175702
02/14/2021 20H,173889
02/14/2021 19H,174415
02/14/2021 18H,175307
02/14/2021 17H,179900
02/14/2021 16H,179481
02/14/2021 15H,178543
02/14/2021 14H,171008
02/14/2021 13H,164137
02/14/2021 12H,155774
02/14/2021 11H,148876
02/14/2021 10H,145542
02/14/2021 09H,145012
02/14/2021 08H,146825
02/14/2021 07H,151749
02/14/2021 06H,157377
02/14/2021 05H,168939
02/14/2021 04H,172162
02/14/2021 03H,182334
02/14/2021 02H,192474
02/14/2021 01H,193948
02/14/2021 00H,186694
02/13/2021 23H,180368
02/13/2021 22H,176523
02/13/2021 21H,176074
02/13/2021 20H,179994
02/13/2021 19H,183689
02/13/2021 18H,189163
02/13/2021 17H,195478
02/13/2021 16H,196163
02/13/2021 15H,193861
02/13/2021 14H,185056
02/13/2021 13H,175386
02/13/2021 12H,166644
02/13/2021 11H,159562
02/13/2021 10H,156116
02/13/2021 09H,158027
02/13/2021 08H,160940
02/13/2021 07H,167016
02/13/2021 06H,174077
02/13/2021 05H,181508
02/13/2021 04H,194885
02/13/2021 03H,202873
02/13/2021 02H,209948
02/13/2021 01H,209639
02/13/2021 00H,201861
02/12/2021 23H,197021
02/12/2021 22H,191434
02/12/2021 21H,189204
02/12/2021 20H,191886
02/12/2021 19H,194365
02/12/2021 18H,195781
02/12/2021 17H,198736
02/12/2021 16H,199414
02/12/2021 15H,199524
02/12/2021 14H,194482
02/12/2021 13H,185497
02/12/2021 12H,172851
02/12/2021 11H,160786
02/12/2021 10H,151228
02/12/2021 09H,147830
02/12/2021 08H,150385
02/12/2021 07H,153248
02/12/2021 06H,159279
02/12/2021 05H,168170
02/12/2021 04H,178650
02/12/2021 03H,189977
02/12/2021 02H,199591
02/12/2021 01H,204163
02/12/2021 00H,200994
02/11/2021 23H,199030
02/11/2021 22H,192933
02/11/2021 21H,190272
02/11/2021 20H,189757
02/11/2021 19H,190104
02/11/2021 18H,191518
02/11/2021 17H,194960
02/11/2021 16H,198612
02/11/2021 15H,201073
02/11/2021 14H,196693
02/11/2021 13H,185183
02/11/2021 12H,173053
02/11/2021 11H,160805
02/11/2021 10H,153725
02/11/2021 09H,150724
02/11/2021 08H,149362
02/11/2021 07H,154030
02/11/2021 06H,158720
02/11/2021 05H,163257
02/11/2021 04H,175479
02/11/2021 03H,186035
02/11/2021 02H,197708
02/11/2021 01H,198675
02/11/2021 00H,191481
02/10/2021 23H,185366
02/10/2021 22H,177856
02/10/2021 21H,175326
02/10/2021 20H,177829
02/10/2021 19H,178502
02/10/2021 18H,179184
02/10/2021 17H,184482
02/10/2021 16H,190735
02/10/2021 15H,194566
02/10/2021 14H,190620
02/10/2021 13H,183572
02/10/2021 12H,171395
02/10/2021 11H,158801
02/10/2021 10H,150454
02/10/2021 09H,146247
02/10/2021 08H,146238
02/10/2021 07H,146435
02/10/2021 06H,153355
02/10/2021 05H,158784
02/10/2021 04H,170052
02/10/2021 03H,180136
02/10/2021 02H,188793
02/10/2021 01H,190933
02/10/2021 00H,184018
02/9/2021 23H,177901
02/9/2021 22H,172188
02/9/2021 21H,171124
02/9/2021 20H,173652
02/9/2021 19H,177029
02/9/2021 18H,183136
02/9/2021 17H,186384
02/9/2021 16H,187347
02/9/2021 15H,189647
02/9/2021 14H,186008
02/9/2021 13H,176851
02/9/2021 12H,160748
02/9/2021 11H,146160
02/9/2021 10H,140062
02/9/2021 09H,137671
02/9/2021 08H,137927
02/9/2021 07H,140786
02/9/2021 06H,143189
02/9/2021 05H,151757
02/9/2021 04H,161915
02/9/2021 03H,175298
02/9/2021 02H,183447
02/9/2021 01H,187044
02/9/2021 00H,178873
02/8/2021 23H,169802
02/8/2021 22H,159422
02/8/2021 21H,157505
02/8/2021 20H,158780
02/8/2021 19H,161492
02/8/2021 18H,166947
02/8/2021 17H,172826
02/8/2021 16H,180210
02/8/2021 15H,187486
02/8/2021 14H,190468
02/8/2021 13H,187558
02/8/2021 12H,169658
02/8/2021 11H,153266
02/8/2021 10H,139919
02/8/2021 09H,135162
02/8/2021 08H,133552
02/8/2021 07H,133384
02/8/2021 06H,137154
02/8/2021 05H,137371
02/8/2021 04H,149414
02/8/2021 03H,152601
02/8/2021 02H,157019
02/8/2021 01H,157365
02/8/2021 00H,154278
02/7/2021 23H,149352
02/7/2021 22H,138809
02/7/2021 21H,134514
02/7/2021 20H,134417
02/7/2021 19H,137430
02/7/2021 18H,141655
02/7/2021 17H,144766
02/7/2021 16H,147231
02/7/2021 15H,148157
02/7/2021 14H,141497
02/7/2021 13H,132003
02/7/2021 12H,123564
02/7/2021 11H,116880
02/7/2021 10H,113794
02/7/2021 09H,112607
02/7/2021 08H,112223
02/7/2021 07H,114804
02/7/2021 06H,120719
02/7/2021 05H,129472
02/7/2021 04H,136961
02/7/2021 03H,142895
02/7/2021 02H,148825
02/7/2021 01H,150045
02/7/2021 00H,138991
02/6/2021 23H,130232
02/6/2021 22H,121453
02/6/2021 21H,114342
02/6/2021 20H,113101
02/6/2021 19H,113178
02/6/2021 18H,114562
02/6/2021 17H,118121
02/6/2021 16H,126062
02/6/2021 15H,134927
02/6/2021 14H,136023
02/6/2021 13H,132708
02/6/2021 12H,126973
02/6/2021 11H,123212
02/6/2021 10H,119886
02/6/2021 09H,118810
02/6/2021 08H,118519
02/6/2021 07H,122198
02/6/2021 06H,122337
02/6/2021 05H,125784
02/6/2021 04H,133476
02/6/2021 03H,142481
02/6/2021 02H,150697
02/6/2021 01H,154508
02/6/2021 00H,149009
02/5/2021 23H,141715
02/5/2021 22H,134736
02/5/2021 21H,131288
02/5/2021 20H,130698
02/5/2021 19H,132764
02/5/2021 18H,135453
02/5/2021 17H,142491
02/5/2021 16H,151021
02/5/2021 15H,160110
02/5/2021 14H,162738
02/5/2021 13H,158599
02/5/2021 12H,146940
02/5/2021 11H,134934
02/5/2021 10H,125429
02/5/2021 09H,120651
02/5/2021 08H,119869
02/5/2021 07H,122421
02/5/2021 06H,127747
02/5/2021 05H,134356
02/5/2021 04H,149481
02/5/2021 03H,153195
02/5/2021 02H,160701
02/5/2021 01H,161886
02/5/2021 00H,151478
02/4/2021 23H,142009
02/4/2021 22H,132215
02/4/2021 21H,124163
02/4/2021 20H,121260
02/4/2021 19H,121033
02/4/2021 18H,125163
02/4/2021 17H,132181
02/4/2021 16H,141372
02/4/2021 15H,152084
02/4/2021 14H,159072
02/4/2021 13H,162329
02/4/2021 12H,155222
02/4/2021 11H,143218
02/4/2021 10H,132287
02/4/2021 09H,127743
02/4/2021 08H,126269
02/4/2021 07H,126544
02/4/2021 06H,127886
02/4/2021 05H,135435
02/4/2021 04H,136673
02/4/2021 03H,143994
02/4/2021 02H,150162
02/4/2021 01H,151691
02/4/2021 00H,146267
02/3/2021 23H,138726
02/3/2021 22H,128298
02/3/2021 21H,124033
02/3/2021 20H,126139
02/3/2021 19H,132313
02/3/2021 18H,140256
02/3/2021 17H,150144
02/3/2021 16H,162016
02/3/2021 15H,172106
02/3/2021 14H,180647
02/3/2021 13H,179558
02/3/2021 12H,167417
02/3/2021 11H,152313
02/3/2021 10H,141520
02/3/2021 09H,138319
02/3/2021 08H,136531
02/3/2021 07H,139165
02/3/2021 06H,142994
02/3/2021 05H,150919
02/3/2021 04H,156781
02/3/2021 03H,166197
02/3/2021 02H,175569
02/3/2021 01H,179562
02/3/2021 00H,173194
02/2/2021 23H,162838
02/2/2021 22H,150476
02/2/2021 21H,147063
02/2/2021 20H,148020
02/2/2021 19H,155167
02/2/2021 18H,160448
02/2/2021 17H,167852
02/2/2021 16H,178604
02/2/2021 15H,185072
02/2/2021 14H,187250
02/2/2021 13H,182632
02/2/2021 12H,170240
02/2/2021 11H,157437
02/2/2021 10H,149355
02/2/2021 09H,147272
02/2/2021 08H,146089
02/2/2021 07H,148650
02/2/2021 06H,152924
02/2/2021 05H,155870
02/2/2021 04H,171462
02/2/2021 03H,181925
02/2/2021 02H,191019
02/2/2021 01H,195796
02/2/2021 00H,190303
02/1/2021 23H,185107
02/1/2021 22H,179423
02/1/2021 21H,179358
02/1/2021 20H,180967
02/1/2021 19H,184342
02/1/2021 18H,188514
02/1/2021 17H,191621
02/1/2021 16H,191781
02/1/2021 15H,192720
02/1/2021 14H,190003
02/1/2021 13H,180446
02/1/2021 12H,164731
02/1/2021 11H,148691
02/1/2021 10H,139606
02/1/2021 09H,136359
02/1/2021 08H,134290
02/1/2021 07H,134957
02/1/2021 06H,136879
02/1/2021 05H,137559
02/1/2021 04H,146669
02/1/2021 03H,152985
02/1/2021 02H,158699
02/1/2021 01H,159994
02/1/2021 00H,154345
01/31/2021 23H,145192
01/31/2021 22H,134080
01/31/2021 21H,128518
01/31/2021 20H,126625
01/31/2021 19H,126579
01/31/2021 18H,126272
01/31/2021 17H,125972
01/31/2021 16H,128286
01/31/2021 15H,129348
01/31/2021 14H,125929
01/31/2021 13H,120468
01/31/2021 12H,116980
01/31/2021 11H,113693
01/31/2021 10H,112053
01/31/2021 09H,112507
01/31/2021 08H,115771
01/31/2021 07H,119820
01/31/2021 06H,123624
01/31/2021 05H,129462
01/31/2021 04H,134690
01/31/2021 03H,140014
01/31/2021 02H,143539
01/31/2021 01H,142585
01/31/2021 00H,138538
01/30/2021 23H,131830
01/30/2021 22H,123093
01/30/2021 21H,119600
01/30/2021 20H,119171
01/30/2021 19H,119809
01/30/2021 18H,122038
01/30/2021 17H,124982
01/30/2021 16H,132757
01/30/2021 15H,137234
01/30/2021 14H,139803
01/30/2021 13H,141240
01/30/2021 12H,138280
01/30/2021 11H,133880
01/30/2021 10H,130961
01/30/2021 09H,130557
01/30/2021 08H,130322
01/30/2021 07H,132909
01/30/2021 06H,136570
01/30/2021 05H,143581
01/30/2021 04H,149400
01/30/2021 03H,155065
01/30/2021 02H,159742
01/30/2021 01H,160585
01/30/2021 00H,156509
01/29/2021 23H,149403
01/29/2021 22H,142336
01/29/2021 21H,139290
01/29/2021 20H,141010
01/29/2021 19H,145855
01/29/2021 18H,152274
01/29/2021 17H,160148
01/29/2021 16H,171530
01/29/2021 15H,180269
01/29/2021 14H,187747
01/29/2021 13H,187797
01/29/2021 12H,176698
01/29/2021 11H,161166
01/29/2021 10H,150310
01/29/2021 09H,148272
01/29/2021 08H,146789
01/29/2021 07H,149744
01/29/2021 06H,153172
01/29/2021 05H,159408
01/29/2021 04H,165225
01/29/2021 03H,173219
01/29/2021 02H,180501
01/29/2021 01H,182791
01/29/2021 00H,176790
01/28/2021 23H,168213
01/28/2021 22H,157671
01/28/2021 21H,151682
01/28/2021 20H,154595
01/28/2021 19H,159017
01/28/2021 18H,165164
01/28/2021 17H,175158
01/28/2021 16H,182361
01/28/2021 15H,189478
01/28/2021 14H,191649
01/28/2021 13H,184595
01/28/2021 12H,169008
01/28/2021 11H,156219
01/28/2021 10H,146195
01/28/2021 09H,144629
01/28/2021 08H,144387
01/28/2021 07H,147362
01/28/2021 06H,151357
01/28/2021 05H,153988
01/28/2021 04H,166951
01/28/2021 03H,174689
01/28/2021 02H,184760
01/28/2021 01H,189497
01/28/2021 00H,182987
01/27/2021 23H,176509
01/27/2021 22H,170814
01/27/2021 21H,167623
01/27/2021 20H,165970
01/27/2021 19H,166974
01/27/2021 18H,168237
01/27/2021 17H,170444
01/27/2021 16H,172025
01/27/2021 15H,172938
01/27/2021 14H,169772
01/27/2021 13H,162666
01/27/2021 12H,150235
01/27/2021 11H,139159
01/27/2021 10H,134025
01/27/2021 09H,132966
01/27/2021 08H,135479
01/27/2021 07H,139572
01/27/2021 06H,145911
01/27/2021 05H,153437
01/27/2021 04H,163405
01/27/2021 03H,172099
01/27/2021 02H,177772
01/27/2021 01H,179788
01/27/2021 00H,174950
01/26/2021 23H,171563
01/26/2021 22H,167599
01/26/2021 21H,167294
01/26/2021 20H,167001
01/26/2021 19H,169806
01/26/2021 18H,169456
01/26/2021 17H,169728
01/26/2021 16H,172919
01/26/2021 15H,173237
01/26/2021 14H,168054
01/26/2021 13H,159323
01/26/2021 12H,147244
01/26/2021 11H,133691
01/26/2021 10H,125604
01/26/2021 09H,125057
01/26/2021 08H,126982
01/26/2021 07H,129725
01/26/2021 06H,134850
01/26/2021 05H,141158
01/26/2021 04H,149393
01/26/2021 03H,156417
01/26/2021 02H,162558
01/26/2021 01H,165852
01/26/2021 00H,161558
01/25/2021 23H,157221
01/25/2021 22H,152469
01/25/2021 21H,150423
01/25/2021 20H,150051
01/25/2021 19H,150204
01/25/2021 18H,152882
01/25/2021 17H,155291
01/25/2021 16H,155454
01/25/2021 15H,154736
01/25/2021 14H,152085
01/25/2021 13H,146296
01/25/2021 12H,135496
01/25/2021 11H,126483
01/25/2021 10H,120632
01/25/2021 09H,117968
01/25/2021 08H,117766
01/25/2021 07H,120772
01/25/2021 06H,126142
01/25/2021 05H,138403
01/25/2021 04H,146227
01/25/2021 03H,153155
01/25/2021 02H,158808
01/25/2021 01H,161085
01/25/2021 00H,157515
01/24/2021 23H,150762
01/24/2021 22H,146506
01/24/2021 21H,143307
01/24/2021 20H,142170
01/24/2021 19H,142379
01/24/2021 18H,142043
01/24/2021 17H,142874
01/24/2021 16H,145188
01/24/2021 15H,145560
01/24/2021 14H,141978
01/24/2021 13H,137439
01/24/2021 12H,132813
01/24/2021 11H,128840
01/24/2021 10H,126394
01/24/2021 09H,125869
01/24/2021 08H,126850
01/24/2021 07H,129568
01/24/2021 06H,133268
01/24/2021 05H,135592
01/24/2021 04H,144441
01/24/2021 03H,150753
01/24/2021 02H,155446
01/24/2021 01H,157424
01/24/2021 00H,155278
01/23/2021 23H,148684
01/23/2021 22H,142420
01/23/2021 21H,136785
01/23/2021 20H,135713
01/23/2021 19H,138173
01/23/2021 18H,142976
01/23/2021 17H,146196
01/23/2021 16H,150015
01/23/2021 15H,151919
01/23/2021 14H,152049
01/23/2021 13H,148694
01/23/2021 12H,143839
01/23/2021 11H,139982
01/23/2021 10H,137606
01/23/2021 09H,137338
01/23/2021 08H,138124
01/23/2021 07H,141120
01/23/2021 06H,144965
01/23/2021 05H,142357
01/23/2021 04H,157771
01/23/2021 03H,163577
01/23/2021 02H,172008
01/23/2021 01H,176814
01/23/2021 00H,174213
01/22/2021 23H,167166
01/22/2021 22H,160839
01/22/2021 21H,157944
01/22/2021 20H,158594
01/22/2021 19H,160631
01/22/2021 18H,161654
01/22/2021 17H,164705
01/22/2021 16H,167491
01/22/2021 15H,167556
01/22/2021 14H,167196
01/22/2021 13H,162968
01/22/2021 12H,150858
01/22/2021 11H,138252
01/22/2021 10H,131440
01/22/2021 09H,127930
01/22/2021 08H,126637
01/22/2021 07H,128411
01/22/2021 06H,134085
01/22/2021 05H,140540
01/22/2021 04H,146289
01/22/2021 03H,154367
01/22/2021 02H,163494
01/22/2021 01H,165827
01/22/2021 00H,160811
01/21/2021 23H,155376
01/21/2021 22H,149831
01/21/2021 21H,149653
01/21/2021 20H,147858
01/21/2021 19H,149515
01/21/2021 18H,149559
01/21/2021 17H,154442
01/21/2021 16H,160101
01/21/2021 15H,162792
01/21/2021 14H,163190
01/21/2021 13H,158334
01/21/2021 12H,148175
01/21/2021 11H,136416
01/21/2021 10H,130165
01/21/2021 09H,127219
01/21/2021 08H,126947
01/21/2021 07H,128306
01/21/2021 06H,131381
01/21/2021 05H,131988
01/21/2021 04H,144622
01/21/2021 03H,155563
01/21/2021 02H,162452
01/21/2021 01H,166585
01/21/2021 00H,162320
01/20/2021 23H,157173
01/20/2021 22H,148436
01/20/2021 21H,140223
01/20/2021 20H,139017
01/20/2021 19H,140635
01/20/2021 18H,145029
01/20/2021 17H,150627
01/20/2021 16H,157198
01/20/2021 15H,160240
01/20/2021 14H,162490
01/20/2021 13H,160609
01/20/2021 12H,150851
01/20/2021 11H,139430
01/20/2021 10H,130747
01/20/2021 09H,128340
01/20/2021 08H,126776
01/20/2021 07H,129959
01/20/2021 06H,134107
01/20/2021 05H,141524
01/20/2021 04H,149003
01/20/2021 03H,155156
01/20/2021 02H,160822
01/20/2021 01H,161060
01/20/2021 00H,156132
01/19/2021 23H,147150
01/19/2021 22H,136302
01/19/2021 21H,129501
01/19/2021 20H,127221
01/19/2021 19H,127485
01/19/2021 18H,131475
01/19/2021 17H,138099
01/19/2021 16H,145136
01/19/2021 15H,152039
01/19/2021 14H,157548
01/19/2021 13H,157932
01/19/2021 12H,146628
01/19/2021 11H,134639
01/19/2021 10H,125636
01/19/2021 09H,122576
01/19/2021 08H,123916
01/19/2021 07H,125847
01/19/2021 06H,127767
01/19/2021 05H,129927
01/19/2021 04H,138898
01/19/2021 03H,146266
01/19/2021 02H,153856
01/19/2021 01H,155618
01/19/2021 00H,152608
01/18/2021 23H,144623
01/18/2021 22H,135185
01/18/2021 21H,129478
01/18/2021 20H,128259
01/18/2021 19H,129711
01/18/2021 18H,132304
01/18/2021 17H,137004
01/18/2021 16H,145555
01/18/2021 15H,152530
01/18/2021 14H,155761
01/18/2021 13H,153344
01/18/2021 12H,143480
01/18/2021 11H,131937
01/18/2021 10H,123956
01/18/2021 09H,121246
01/18/2021 08H,119795
01/18/2021 07H,122132
01/18/2021 06H,126539
01/18/2021 05H,133552
01/18/2021 04H,142189
01/18/2021 03H,151049
01/18/2021 02H,158656
01/18/2021 01H,160902
01/18/2021 00H,153127
01/17/2021 23H,142892
01/17/2021 22H,133540
01/17/2021 21H,126431
01/17/2021 20H,124446
01/17/2021 19H,125564
01/17/2021 18H,125676
01/17/2021 17H,127746
01/17/2021 16H,134559
01/17/2021 15H,141402
01/17/2021 14H,143882
01/17/2021 13H,141493
01/17/2021 12H,137302
01/17/2021 11H,131406
01/17/2021 10H,129235
01/17/2021 09H,129672
01/17/2021 08H,131197
01/17/2021 07H,133797
01/17/2021 06H,138864
01/17/2021 05H,144342
01/17/2021 04H,148615
01/17/2021 03H,152817
01/17/2021 02H,157433
01/17/2021 01H,159088
01/17/2021 00H,152753
01/16/2021 23H,143995
01/16/2021 22H,134546
01/16/2021 21H,129481
01/16/2021 20H,130135
01/16/2021 19H,135085
01/16/2021 18H,141655
01/16/2021 17H,148161
01/16/2021 16H,155511
01/16/2021 15H,158680
01/16/2021 14H,158440
01/16/2021 13H,152423
01/16/2021 12H,143803
01/16/2021 11H,138390
01/16/2021 10H,135074
01/16/2021 09H,130437
01/16/2021 08H,130392
01/16/2021 07H,132010
01/16/2021 06H,134298
01/16/2021 05H,138987
01/16/2021 04H,146427
01/16/2021 03H,151901
01/16/2021 02H,156183
01/16/2021 01H,158140
01/16/2021 00H,152112
01/15/2021 23H,143335
01/15/2021 22H,135233
01/15/2021 21H,131960
01/15/2021 20H,132370
01/15/2021 19H,133209
01/15/2021 18H,135073
01/15/2021 17H,141585
01/15/2021 16H,150725
01/15/2021 15H,157935
01/15/2021 14H,160512
01/15/2021 13H,157839
01/15/2021 12H,145909
01/15/2021 11H,134277
