Net generation from natural gas for United States Lower 48 (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390105&sdid=EBA.US48-ALL.NG.NG.H
16:52:15 GMT+0200 (czas środkowoeuropejski letni)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.US48-ALL.NG.NG.H megawatthours
08/15/2020 11H,169109
08/15/2020 10H,169284
08/15/2020 09H,170955
08/15/2020 08H,175517
08/15/2020 07H,183129
08/15/2020 06H,195936
08/15/2020 05H,210329
08/15/2020 04H,230209
08/15/2020 03H,246653
08/15/2020 02H,270490
08/15/2020 01H,283931
08/15/2020 00H,293657
08/14/2020 23H,302846
08/14/2020 22H,309039
08/14/2020 21H,309015
08/14/2020 20H,304507
08/14/2020 19H,294327
08/14/2020 18H,279284
08/14/2020 17H,262664
08/14/2020 16H,243398
08/14/2020 15H,227959
08/14/2020 14H,213171
08/14/2020 13H,200090
08/14/2020 12H,190322
08/14/2020 11H,182631
08/14/2020 10H,176657
08/14/2020 09H,175339
08/14/2020 08H,177938
08/14/2020 07H,182911
08/14/2020 06H,191908
08/14/2020 05H,205844
08/14/2020 04H,226120
08/14/2020 03H,249189
08/14/2020 02H,276847
08/14/2020 01H,295193
08/14/2020 00H,304984
08/13/2020 23H,316101
08/13/2020 22H,318231
08/13/2020 21H,315627
08/13/2020 20H,308185
08/13/2020 19H,298469
08/13/2020 18H,282991
08/13/2020 17H,263594
08/13/2020 16H,243184
08/13/2020 15H,226122
08/13/2020 14H,210838
08/13/2020 13H,195000
08/13/2020 12H,182319
08/13/2020 11H,176834
08/13/2020 10H,168965
08/13/2020 09H,166283
08/13/2020 08H,169585
08/13/2020 07H,176431
08/13/2020 06H,185913
08/13/2020 05H,200362
08/13/2020 04H,221109
08/13/2020 03H,243920
08/13/2020 02H,267302
08/13/2020 01H,282582
08/13/2020 00H,292620
08/12/2020 23H,300886
08/12/2020 22H,302705
08/12/2020 21H,298862
08/12/2020 20H,293873
08/12/2020 19H,286253
08/12/2020 18H,273054
08/12/2020 17H,257191
08/12/2020 16H,238611
08/12/2020 15H,221479
08/12/2020 14H,206454
08/12/2020 13H,193132
08/12/2020 12H,181974
08/12/2020 11H,174100
08/12/2020 10H,169665
08/12/2020 09H,169664
08/12/2020 08H,171654
08/12/2020 07H,176144
08/12/2020 06H,186580
08/12/2020 05H,200002
08/12/2020 04H,215380
08/12/2020 03H,241411
08/12/2020 02H,265052
08/12/2020 01H,279091
08/12/2020 00H,290173
08/11/2020 23H,300224
08/11/2020 22H,302199
08/11/2020 21H,300353
08/11/2020 20H,294387
08/11/2020 19H,286160
08/11/2020 18H,275037
08/11/2020 17H,260939
08/11/2020 16H,244859
08/11/2020 15H,227248
08/11/2020 14H,210150
08/11/2020 13H,197610
08/11/2020 12H,187106
08/11/2020 11H,179385
08/11/2020 10H,171815
08/11/2020 09H,170665
08/11/2020 08H,171902
08/11/2020 07H,178947
08/11/2020 06H,190008
08/11/2020 05H,202983
08/11/2020 04H,225946
08/11/2020 03H,252184
08/11/2020 02H,273681
08/11/2020 01H,284594
08/11/2020 00H,294282
08/10/2020 23H,305091
08/10/2020 22H,307518
08/10/2020 21H,307041
08/10/2020 20H,305695
08/10/2020 19H,298782
08/10/2020 18H,288148
08/10/2020 17H,270875
08/10/2020 16H,250625
08/10/2020 15H,230960
08/10/2020 14H,212862
08/10/2020 13H,197537
08/10/2020 12H,183342
08/10/2020 11H,175338
08/10/2020 10H,167115
08/10/2020 09H,164332
08/10/2020 08H,167857
08/10/2020 07H,175117
08/10/2020 06H,184560
08/10/2020 05H,197962
08/10/2020 04H,207757
08/10/2020 03H,236966
08/10/2020 02H,254770
08/10/2020 01H,263262
08/10/2020 00H,268498
08/9/2020 23H,272451
08/9/2020 22H,272369
08/9/2020 21H,267177
08/9/2020 20H,259512
08/9/2020 19H,250553
08/9/2020 18H,239673
08/9/2020 17H,224739
08/9/2020 16H,203518
08/9/2020 15H,184942
08/9/2020 14H,167997
08/9/2020 13H,153884
08/9/2020 12H,139220
08/9/2020 11H,134195
08/9/2020 10H,137191
08/9/2020 09H,140561
08/9/2020 08H,146893
08/9/2020 07H,152135
08/9/2020 06H,163307
08/9/2020 05H,178117
08/9/2020 04H,195428
08/9/2020 03H,217292
08/9/2020 02H,234385
08/9/2020 01H,247471
08/9/2020 00H,258079
08/8/2020 23H,264002
08/8/2020 22H,263627
08/8/2020 21H,256103
08/8/2020 20H,246257
08/8/2020 19H,236394
08/8/2020 18H,222559
08/8/2020 17H,208704
08/8/2020 16H,189594
08/8/2020 15H,173172
08/8/2020 14H,160094
08/8/2020 13H,145909
08/8/2020 12H,135584
08/8/2020 11H,134105
08/8/2020 10H,131799
08/8/2020 09H,135521
08/8/2020 08H,140848
08/8/2020 07H,147657
08/8/2020 06H,156195
08/8/2020 05H,168950
08/8/2020 04H,189047
08/8/2020 03H,209932
08/8/2020 02H,224408
08/8/2020 01H,233193
08/8/2020 00H,242294
08/7/2020 23H,249123
08/7/2020 22H,252104
08/7/2020 21H,251248
08/7/2020 20H,244811
08/7/2020 19H,236686
08/7/2020 18H,226233
08/7/2020 17H,211655
08/7/2020 16H,197560
08/7/2020 15H,182505
08/7/2020 14H,170715
08/7/2020 13H,160462
08/7/2020 12H,148902
08/7/2020 11H,142687
08/7/2020 10H,138371
08/7/2020 09H,137043
08/7/2020 08H,139376
08/7/2020 07H,144556
08/7/2020 06H,156076
08/7/2020 05H,168719
08/7/2020 04H,185606
08/7/2020 03H,203198
08/7/2020 02H,220179
08/7/2020 01H,228230
08/7/2020 00H,236294
08/6/2020 23H,243642
08/6/2020 22H,247215
08/6/2020 21H,246900
08/6/2020 20H,244852
08/6/2020 19H,240109
08/6/2020 18H,228362
08/6/2020 17H,215751
08/6/2020 16H,201870
08/6/2020 15H,188653
08/6/2020 14H,177161
08/6/2020 13H,166905
08/6/2020 12H,156587
08/6/2020 11H,148160
08/6/2020 10H,142180
08/6/2020 09H,139632
08/6/2020 08H,141656
08/6/2020 07H,148969
08/6/2020 06H,158890
08/6/2020 05H,174268
08/6/2020 04H,192000
08/6/2020 03H,212464
08/6/2020 02H,231850
08/6/2020 01H,242320
08/6/2020 00H,251260
08/5/2020 23H,259850
08/5/2020 22H,262457
08/5/2020 21H,258104
08/5/2020 20H,251122
08/5/2020 19H,245372
08/5/2020 18H,235170
08/5/2020 17H,220188
08/5/2020 16H,207223
08/5/2020 15H,196166
08/5/2020 14H,183930
08/5/2020 13H,172178
08/5/2020 12H,160536
08/5/2020 11H,151189
08/5/2020 10H,144479
08/5/2020 09H,143593
08/5/2020 08H,145671
08/5/2020 07H,153644
08/5/2020 06H,164800
08/5/2020 05H,179199
08/5/2020 04H,202918
08/5/2020 03H,217645
08/5/2020 02H,235280
08/5/2020 01H,242762
08/5/2020 00H,250049
08/4/2020 23H,255910
08/4/2020 22H,254807
08/4/2020 21H,252618
08/4/2020 20H,245531
08/4/2020 19H,238961
08/4/2020 18H,232940
08/4/2020 17H,225885
08/4/2020 16H,217895
08/4/2020 15H,208430
08/4/2020 14H,199602
08/4/2020 13H,189238
08/4/2020 12H,177491
08/4/2020 11H,171927
08/4/2020 10H,165952
08/4/2020 09H,161874
08/4/2020 08H,164826
08/4/2020 07H,171872
08/4/2020 06H,183446
08/4/2020 05H,196212
08/4/2020 04H,216623
08/4/2020 03H,242217
08/4/2020 02H,261544
08/4/2020 01H,272241
08/4/2020 00H,279361
08/3/2020 23H,286851
08/3/2020 22H,286549
08/3/2020 21H,279423
08/3/2020 20H,273586
08/3/2020 19H,265684
08/3/2020 18H,255215
08/3/2020 17H,242531
08/3/2020 16H,227823
08/3/2020 15H,213336
08/3/2020 14H,200289
08/3/2020 13H,188543
08/3/2020 12H,175580
08/3/2020 11H,169079
08/3/2020 10H,164092
08/3/2020 09H,161446
08/3/2020 08H,165481
08/3/2020 07H,172983
08/3/2020 06H,180405
08/3/2020 05H,195716
08/3/2020 04H,211404
08/3/2020 03H,230416
08/3/2020 02H,244644
08/3/2020 01H,252970
08/3/2020 00H,260747
08/2/2020 23H,262489
08/2/2020 22H,260806
08/2/2020 21H,255878
08/2/2020 20H,249394
08/2/2020 19H,240281
08/2/2020 18H,229165
08/2/2020 17H,218486
08/2/2020 16H,204546
08/2/2020 15H,190887
08/2/2020 14H,178001
08/2/2020 13H,166585
08/2/2020 12H,157211
08/2/2020 11H,154926
08/2/2020 10H,157324
08/2/2020 09H,161794
08/2/2020 08H,167664
08/2/2020 07H,175636
08/2/2020 06H,186415
08/2/2020 05H,201178
08/2/2020 04H,217810
08/2/2020 03H,236994
08/2/2020 02H,251382
08/2/2020 01H,259657
08/2/2020 00H,263239
08/1/2020 23H,267453
08/1/2020 22H,268375
08/1/2020 21H,265443
08/1/2020 20H,259395
08/1/2020 19H,252045
08/1/2020 18H,240308
08/1/2020 17H,228867
08/1/2020 16H,217003
08/1/2020 15H,203560
08/1/2020 14H,190670
08/1/2020 13H,182236
08/1/2020 12H,172456
08/1/2020 11H,169320
08/1/2020 10H,170710
08/1/2020 09H,173741
08/1/2020 08H,178985
08/1/2020 07H,186879
08/1/2020 06H,197515
08/1/2020 05H,212286
08/1/2020 04H,233016
08/1/2020 03H,251047
08/1/2020 02H,269364
08/1/2020 01H,279620
08/1/2020 00H,286982
07/31/2020 23H,294415
07/31/2020 22H,296677
07/31/2020 21H,294139
07/31/2020 20H,287019
07/31/2020 19H,279250
07/31/2020 18H,266202
07/31/2020 17H,252945
07/31/2020 16H,238839
07/31/2020 15H,225657
07/31/2020 14H,214350
07/31/2020 13H,202498
07/31/2020 12H,192320
07/31/2020 11H,185751
07/31/2020 10H,181196
07/31/2020 09H,180938
07/31/2020 08H,184676
07/31/2020 07H,190081
07/31/2020 06H,202744
07/31/2020 05H,217994
07/31/2020 04H,234225
07/31/2020 03H,253939
07/31/2020 02H,272130
07/31/2020 01H,281077
07/31/2020 00H,287396
07/30/2020 23H,292982
07/30/2020 22H,296363
07/30/2020 21H,292821
07/30/2020 20H,288438
07/30/2020 19H,281802
07/30/2020 18H,272271
07/30/2020 17H,260362
07/30/2020 16H,247071
07/30/2020 15H,232081
07/30/2020 14H,220285
07/30/2020 13H,207838
07/30/2020 12H,194066
07/30/2020 11H,182319
07/30/2020 10H,173482
07/30/2020 09H,172130
07/30/2020 08H,171476
07/30/2020 07H,180469
07/30/2020 06H,193817
07/30/2020 05H,209159
07/30/2020 04H,235335
07/30/2020 03H,257786
07/30/2020 02H,273918
07/30/2020 01H,285007
07/30/2020 00H,294788
07/29/2020 23H,302051
07/29/2020 22H,304672
07/29/2020 21H,303341
07/29/2020 20H,297438
07/29/2020 19H,291316
07/29/2020 18H,281801
07/29/2020 17H,269798
07/29/2020 16H,253992
07/29/2020 15H,237348
07/29/2020 14H,222526
07/29/2020 13H,209374
07/29/2020 12H,194985
07/29/2020 11H,183669
07/29/2020 10H,176791
07/29/2020 09H,173995
07/29/2020 08H,177512
07/29/2020 07H,185696
07/29/2020 06H,196817
07/29/2020 05H,213685
07/29/2020 04H,235093
07/29/2020 03H,254650
07/29/2020 02H,273399
07/29/2020 01H,284691
07/29/2020 00H,291741
07/28/2020 23H,299704
07/28/2020 22H,300381
07/28/2020 21H,298867
07/28/2020 20H,294740
07/28/2020 19H,289005
07/28/2020 18H,282310
07/28/2020 17H,270949
07/28/2020 16H,259472
07/28/2020 15H,245734
07/28/2020 14H,229388
07/28/2020 13H,215293
07/28/2020 12H,203026
07/28/2020 11H,195298
07/28/2020 10H,188805
07/28/2020 09H,186249
07/28/2020 08H,189305
07/28/2020 07H,197711
07/28/2020 06H,209485
07/28/2020 05H,226768
07/28/2020 04H,240293
07/28/2020 03H,269218
07/28/2020 02H,288852
07/28/2020 01H,298198
07/28/2020 00H,307334
07/27/2020 23H,312916
07/27/2020 22H,315168
07/27/2020 21H,312741
07/27/2020 20H,309734
07/27/2020 19H,302583
07/27/2020 18H,291570
07/27/2020 17H,279607
07/27/2020 16H,264549
07/27/2020 15H,247012
07/27/2020 14H,230862
07/27/2020 13H,215377
07/27/2020 12H,200493
07/27/2020 11H,189410
07/27/2020 10H,181595
07/27/2020 09H,177146
07/27/2020 08H,178570
07/27/2020 07H,184067
07/27/2020 06H,193575
07/27/2020 05H,208426
07/27/2020 04H,223579
07/27/2020 03H,248672
07/27/2020 02H,265788
07/27/2020 01H,274499
07/27/2020 00H,279035
07/26/2020 23H,283142
07/26/2020 22H,281715
07/26/2020 21H,278123
07/26/2020 20H,272947
07/26/2020 19H,264738
07/26/2020 18H,255003
07/26/2020 17H,242531
07/26/2020 16H,225070
07/26/2020 15H,207522
07/26/2020 14H,192739
07/26/2020 13H,177620
07/26/2020 12H,162955
07/26/2020 11H,155584
07/26/2020 10H,156237
07/26/2020 09H,159816
07/26/2020 08H,165605
07/26/2020 07H,172138
07/26/2020 06H,182604
07/26/2020 05H,196843
07/26/2020 04H,212413
07/26/2020 03H,229831
07/26/2020 02H,245846
07/26/2020 01H,252256
07/26/2020 00H,259797
07/25/2020 23H,265424
07/25/2020 22H,268072
07/25/2020 21H,266814
07/25/2020 20H,262431
07/25/2020 19H,257772
07/25/2020 18H,249970
07/25/2020 17H,240735
07/25/2020 16H,224949
07/25/2020 15H,207599
07/25/2020 14H,193679
07/25/2020 13H,179377
07/25/2020 12H,165320
07/25/2020 11H,158250
07/25/2020 10H,156141
07/25/2020 09H,158402
07/25/2020 08H,163858
07/25/2020 07H,171468
07/25/2020 06H,182536
07/25/2020 05H,196323
07/25/2020 04H,217401
07/25/2020 03H,233275
07/25/2020 02H,250567
07/25/2020 01H,259672
07/25/2020 00H,269240
07/24/2020 23H,277451
07/24/2020 22H,279941
07/24/2020 21H,282462
07/24/2020 20H,278930
07/24/2020 19H,273753
07/24/2020 18H,266369
07/24/2020 17H,253686
07/24/2020 16H,237871
07/24/2020 15H,223622
07/24/2020 14H,211617
07/24/2020 13H,197278
07/24/2020 12H,184850
07/24/2020 11H,176099
07/24/2020 10H,170200
07/24/2020 09H,168401
07/24/2020 08H,171232
07/24/2020 07H,177806
07/24/2020 06H,187071
07/24/2020 05H,200448
07/24/2020 04H,218182
07/24/2020 03H,240521
07/24/2020 02H,256494
07/24/2020 01H,264326
07/24/2020 00H,271820
07/23/2020 23H,277837
07/23/2020 22H,281553
07/23/2020 21H,282961
07/23/2020 20H,281125
07/23/2020 19H,276600
07/23/2020 18H,269858
07/23/2020 17H,259590
07/23/2020 16H,244831
07/23/2020 15H,231018
07/23/2020 14H,217436
07/23/2020 13H,204487
07/23/2020 12H,193372
07/23/2020 11H,184784
07/23/2020 10H,177776
07/23/2020 09H,175687
07/23/2020 08H,176907
07/23/2020 07H,184201
07/23/2020 06H,193395
07/23/2020 05H,204879
07/23/2020 04H,223515
07/23/2020 03H,244371
07/23/2020 02H,262510
07/23/2020 01H,272204
07/23/2020 00H,279256
07/22/2020 23H,286575
07/22/2020 22H,289499
07/22/2020 21H,289726
07/22/2020 20H,285954
07/22/2020 19H,282815
07/22/2020 18H,276744
07/22/2020 17H,265338
07/22/2020 16H,250215
07/22/2020 15H,234919
07/22/2020 14H,222751
07/22/2020 13H,209640
07/22/2020 12H,197915
07/22/2020 11H,189685
07/22/2020 10H,183946
07/22/2020 09H,180983
07/22/2020 08H,183393
07/22/2020 07H,190116
07/22/2020 06H,199637
07/22/2020 05H,214746
07/22/2020 04H,233729
07/22/2020 03H,256523
07/22/2020 02H,275211
07/22/2020 01H,287543
07/22/2020 00H,296515
07/21/2020 23H,301857
07/21/2020 22H,302891
07/21/2020 21H,301237
07/21/2020 20H,296361
07/21/2020 19H,291228
07/21/2020 18H,284036
07/21/2020 17H,272044
07/21/2020 16H,255369
07/21/2020 15H,239538
07/21/2020 14H,224927
07/21/2020 13H,210943
07/21/2020 12H,198203
07/21/2020 11H,188239
07/21/2020 10H,182014
07/21/2020 09H,179723
07/21/2020 08H,182297
07/21/2020 07H,189230
07/21/2020 06H,203099
07/21/2020 05H,217442
07/21/2020 04H,233732
07/21/2020 03H,258030
07/21/2020 02H,277872
07/21/2020 01H,290268
07/21/2020 00H,298081
07/20/2020 23H,307397
07/20/2020 22H,311926
07/20/2020 21H,310381
07/20/2020 20H,309321
07/20/2020 19H,301668
07/20/2020 18H,293203
07/20/2020 17H,279322
07/20/2020 16H,264730
07/20/2020 15H,250107
07/20/2020 14H,231487
07/20/2020 13H,214399
07/20/2020 12H,198053
07/20/2020 11H,186308
07/20/2020 10H,179045
07/20/2020 09H,177227
07/20/2020 08H,179139
07/20/2020 07H,187154
07/20/2020 06H,198257
07/20/2020 05H,212386
07/20/2020 04H,227076
07/20/2020 03H,248904
07/20/2020 02H,266351
07/20/2020 01H,275128
07/20/2020 00H,281757
07/19/2020 23H,284630
07/19/2020 22H,284989
07/19/2020 21H,284208
07/19/2020 20H,279902
07/19/2020 19H,274728
07/19/2020 18H,264559
07/19/2020 17H,248030
07/19/2020 16H,232269
07/19/2020 15H,216464
07/19/2020 14H,198714
07/19/2020 13H,179963
07/19/2020 12H,166700
07/19/2020 11H,156928
07/19/2020 10H,157746
07/19/2020 09H,160775
07/19/2020 08H,166799
07/19/2020 07H,173439
07/19/2020 06H,183738
07/19/2020 05H,201785
07/19/2020 04H,222203
07/19/2020 03H,242025
07/19/2020 02H,257167
07/19/2020 01H,265840
07/19/2020 00H,272147
07/18/2020 23H,277951
07/18/2020 22H,279146
07/18/2020 21H,274259
07/18/2020 20H,269335
07/18/2020 19H,263720
07/18/2020 18H,254521
07/18/2020 17H,240844
07/18/2020 16H,223018
07/18/2020 15H,206676
07/18/2020 14H,191363
07/18/2020 13H,173587
07/18/2020 12H,156631
07/18/2020 11H,148146
07/18/2020 10H,148404
07/18/2020 09H,152858
07/18/2020 08H,159806
07/18/2020 07H,168444
07/18/2020 06H,179695
07/18/2020 05H,194931
07/18/2020 04H,214110
07/18/2020 03H,238609
07/18/2020 02H,255660
07/18/2020 01H,267417
07/18/2020 00H,276199
07/17/2020 23H,283422
07/17/2020 22H,288648
07/17/2020 21H,287458
07/17/2020 20H,285437
07/17/2020 19H,281652
07/17/2020 18H,271921
07/17/2020 17H,260969
07/17/2020 16H,243309
07/17/2020 15H,226003
07/17/2020 14H,211097
07/17/2020 13H,197530
07/17/2020 12H,182447
07/17/2020 11H,172605
07/17/2020 10H,163692
07/17/2020 09H,163951
07/17/2020 08H,166628
07/17/2020 07H,172918
07/17/2020 06H,183845
07/17/2020 05H,197872
07/17/2020 04H,217346
07/17/2020 03H,242472
07/17/2020 02H,262953
07/17/2020 01H,272828
07/17/2020 00H,281447
07/16/2020 23H,289474
07/16/2020 22H,291567
07/16/2020 21H,288971
07/16/2020 20H,282164
07/16/2020 19H,274986
07/16/2020 18H,267598
07/16/2020 17H,254509
07/16/2020 16H,236031
07/16/2020 15H,220308
07/16/2020 14H,207405
07/16/2020 13H,194507
07/16/2020 12H,183405
07/16/2020 11H,175819
07/16/2020 10H,167551
07/16/2020 09H,165041
07/16/2020 08H,167795
07/16/2020 07H,174123
07/16/2020 06H,187479
07/16/2020 05H,202105
07/16/2020 04H,222173
07/16/2020 03H,244969
07/16/2020 02H,261467
07/16/2020 01H,272060
07/16/2020 00H,281398
07/15/2020 23H,291811
07/15/2020 22H,296889
07/15/2020 21H,294747
07/15/2020 20H,290712
07/15/2020 19H,284174
07/15/2020 18H,272541
07/15/2020 17H,260477
07/15/2020 16H,243009
07/15/2020 15H,225075
07/15/2020 14H,212927
07/15/2020 13H,197306
07/15/2020 12H,181689
07/15/2020 11H,170717
07/15/2020 10H,164822
07/15/2020 09H,162649
07/15/2020 08H,162632
07/15/2020 07H,171078
07/15/2020 06H,183649
07/15/2020 05H,201947
07/15/2020 04H,219772
07/15/2020 03H,245405
07/15/2020 02H,265021
07/15/2020 01H,278099
07/15/2020 00H,289783
07/14/2020 23H,299532
07/14/2020 22H,302508
07/14/2020 21H,298368
07/14/2020 20H,289951
07/14/2020 19H,282480
07/14/2020 18H,269775
07/14/2020 17H,252987
07/14/2020 16H,234377
07/14/2020 15H,216186
07/14/2020 14H,201838
07/14/2020 13H,189291
07/14/2020 12H,173627
07/14/2020 11H,163553
07/14/2020 10H,159729
07/14/2020 09H,158443
07/14/2020 08H,162924
07/14/2020 07H,171453
07/14/2020 06H,183575
07/14/2020 05H,201207
07/14/2020 04H,219200
07/14/2020 03H,243106
07/14/2020 02H,265636
07/14/2020 01H,280347
07/14/2020 00H,290383
07/13/2020 23H,297943
07/13/2020 22H,301607
07/13/2020 21H,298053
07/13/2020 20H,292387
07/13/2020 19H,281569
07/13/2020 18H,268363
07/13/2020 17H,253389
07/13/2020 16H,236597
07/13/2020 15H,220576
07/13/2020 14H,207279
07/13/2020 13H,192294
07/13/2020 12H,177972
07/13/2020 11H,165915
07/13/2020 10H,157365
07/13/2020 09H,154890
07/13/2020 08H,160451
07/13/2020 07H,168584
07/13/2020 06H,182013
07/13/2020 05H,198658
07/13/2020 04H,219358
07/13/2020 03H,238605
07/13/2020 02H,256908
07/13/2020 01H,265258
07/13/2020 00H,274741
07/12/2020 23H,278953
07/12/2020 22H,276145
07/12/2020 21H,267103
07/12/2020 20H,258356
07/12/2020 19H,248800
07/12/2020 18H,235383
07/12/2020 17H,221751
07/12/2020 16H,206133
07/12/2020 15H,188527
07/12/2020 14H,174287
07/12/2020 13H,161798
07/12/2020 12H,151639
07/12/2020 11H,148303
07/12/2020 10H,149481
07/12/2020 09H,156270
07/12/2020 08H,163099
07/12/2020 07H,170415
07/12/2020 06H,182908
07/12/2020 05H,200552
07/12/2020 04H,222081
07/12/2020 03H,242531
07/12/2020 02H,260094
07/12/2020 01H,271937
07/12/2020 00H,281155
07/11/2020 23H,284705
07/11/2020 22H,283809
07/11/2020 21H,280553
07/11/2020 20H,273378
07/11/2020 19H,262973
07/11/2020 18H,251608
07/11/2020 17H,240022
07/11/2020 16H,223388
07/11/2020 15H,206344
07/11/2020 14H,192838
07/11/2020 13H,171251
07/11/2020 12H,163620
07/11/2020 11H,155749
07/11/2020 10H,153639
07/11/2020 09H,157803
07/11/2020 08H,164692
07/11/2020 07H,173924
07/11/2020 06H,189573
07/11/2020 05H,210838
07/11/2020 04H,239109
07/11/2020 03H,251321
07/11/2020 02H,267650
07/11/2020 01H,276987
07/11/2020 00H,285556
07/10/2020 23H,291373
07/10/2020 22H,293321
07/10/2020 21H,290991
07/10/2020 20H,286337
07/10/2020 19H,279743
07/10/2020 18H,270729
07/10/2020 17H,258301
07/10/2020 16H,242360
07/10/2020 15H,228411
07/10/2020 14H,212810
07/10/2020 13H,197790
07/10/2020 12H,183870
07/10/2020 11H,176619
07/10/2020 10H,169601
07/10/2020 09H,167906
07/10/2020 08H,172581
07/10/2020 07H,181277
07/10/2020 06H,193986
07/10/2020 05H,210687
07/10/2020 04H,233752
07/10/2020 03H,261157
07/10/2020 02H,280868
07/10/2020 01H,289024
07/10/2020 00H,297769
07/9/2020 23H,305050
07/9/2020 22H,306855
07/9/2020 21H,304058
07/9/2020 20H,297164
07/9/2020 19H,290270
07/9/2020 18H,278600
07/9/2020 17H,263774
07/9/2020 16H,244309
07/9/2020 15H,226321
07/9/2020 14H,211691
07/9/2020 13H,196410
07/9/2020 12H,182808
07/9/2020 11H,170484
07/9/2020 10H,163212
07/9/2020 09H,161307
07/9/2020 08H,161801
07/9/2020 07H,168403
07/9/2020 06H,182920
07/9/2020 05H,201315
07/9/2020 04H,222733
07/9/2020 03H,247546
07/9/2020 02H,267963
07/9/2020 01H,277551
07/9/2020 00H,287992
07/8/2020 23H,294232
07/8/2020 22H,294518
07/8/2020 21H,292070
07/8/2020 20H,288299
07/8/2020 19H,283212
07/8/2020 18H,273187
07/8/2020 17H,259132
07/8/2020 16H,241066
07/8/2020 15H,225718
07/8/2020 14H,211893
07/8/2020 13H,196650
07/8/2020 12H,181668
07/8/2020 11H,170637
07/8/2020 10H,162996
07/8/2020 09H,161947
07/8/2020 08H,165313
07/8/2020 07H,173246
07/8/2020 06H,185369
07/8/2020 05H,201167
07/8/2020 04H,219756
07/8/2020 03H,241117
07/8/2020 02H,260878
07/8/2020 01H,271329
07/8/2020 00H,277900
07/7/2020 23H,284656
07/7/2020 22H,285551
07/7/2020 21H,283952
07/7/2020 20H,280793
07/7/2020 19H,274071
07/7/2020 18H,265798
07/7/2020 17H,254729
07/7/2020 16H,240429
07/7/2020 15H,226442
07/7/2020 14H,213376
07/7/2020 13H,200419
07/7/2020 12H,185148
07/7/2020 11H,176418
07/7/2020 10H,171136
07/7/2020 09H,169685
07/7/2020 08H,172987
07/7/2020 07H,180179
07/7/2020 06H,191615
07/7/2020 05H,207210
07/7/2020 04H,226442
07/7/2020 03H,248938
07/7/2020 02H,265937
07/7/2020 01H,276334
07/7/2020 00H,285542
07/6/2020 23H,288989
07/6/2020 22H,293673
07/6/2020 21H,293183
07/6/2020 20H,290310
07/6/2020 19H,284908
07/6/2020 18H,274995
07/6/2020 17H,264827
07/6/2020 16H,249715
07/6/2020 15H,234699
07/6/2020 14H,217835
07/6/2020 13H,199820
07/6/2020 12H,184576
07/6/2020 11H,174608
07/6/2020 10H,165450
07/6/2020 09H,162390
07/6/2020 08H,165381
07/6/2020 07H,173004
07/6/2020 06H,184153
07/6/2020 05H,200127
07/6/2020 04H,216210
07/6/2020 03H,241382
07/6/2020 02H,255017
07/6/2020 01H,264363
07/6/2020 00H,269978
07/5/2020 23H,273995
07/5/2020 22H,273095
07/5/2020 21H,268512
07/5/2020 20H,260163
07/5/2020 19H,251935
07/5/2020 18H,241199
07/5/2020 17H,227946
07/5/2020 16H,211186
07/5/2020 15H,193990
07/5/2020 14H,176580
07/5/2020 13H,159115
07/5/2020 12H,143842
07/5/2020 11H,136747
07/5/2020 10H,139364
07/5/2020 09H,147090
07/5/2020 08H,154731
07/5/2020 07H,165246
07/5/2020 06H,177961
07/5/2020 05H,191858
07/5/2020 04H,212208
07/5/2020 03H,227472
07/5/2020 02H,239617
07/5/2020 01H,248360
07/5/2020 00H,256242
07/4/2020 23H,262416
07/4/2020 22H,265949
07/4/2020 21H,264193
07/4/2020 20H,260901
07/4/2020 19H,252366
07/4/2020 18H,243072
07/4/2020 17H,229071
07/4/2020 16H,213109
07/4/2020 15H,195888
07/4/2020 14H,177359
07/4/2020 13H,159659
07/4/2020 12H,147347
07/4/2020 11H,142230
07/4/2020 10H,141020
07/4/2020 09H,145975
07/4/2020 08H,154189
07/4/2020 07H,165202
07/4/2020 06H,180166
07/4/2020 05H,194316
07/4/2020 04H,212933
07/4/2020 03H,233416
07/4/2020 02H,251289
07/4/2020 01H,262151
07/4/2020 00H,272304
07/3/2020 23H,279364
07/3/2020 22H,281379
07/3/2020 21H,278885
07/3/2020 20H,272999
07/3/2020 19H,266516
07/3/2020 18H,255426
07/3/2020 17H,243594
07/3/2020 16H,228107
07/3/2020 15H,210129
07/3/2020 14H,193922
07/3/2020 13H,178142
07/3/2020 12H,163066
07/3/2020 11H,153705
07/3/2020 10H,148464
07/3/2020 09H,150345
07/3/2020 08H,156132
07/3/2020 07H,166041
07/3/2020 06H,180319
07/3/2020 05H,195449
07/3/2020 04H,210024
07/3/2020 03H,234490
07/3/2020 02H,249489
07/3/2020 01H,258321
07/3/2020 00H,267373
07/2/2020 23H,278463
07/2/2020 22H,281142
07/2/2020 21H,281689
07/2/2020 20H,277965
07/2/2020 19H,273476
07/2/2020 18H,264623
07/2/2020 17H,250119
07/2/2020 16H,234242
07/2/2020 15H,216719
07/2/2020 14H,201816
07/2/2020 13H,188881
07/2/2020 12H,174633
07/2/2020 11H,159976
07/2/2020 10H,150201
07/2/2020 09H,147458
07/2/2020 08H,148414
07/2/2020 07H,155188
07/2/2020 06H,167664
07/2/2020 05H,182725
07/2/2020 04H,203707
07/2/2020 03H,223421
