Net generation from hydro for United States Lower 48 (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390105&sdid=EBA.US48-ALL.NG.WAT.H
16:50:53 GMT+0200 (czas środkowoeuropejski letni)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.US48-ALL.NG.WAT.H megawatthours
12/28/2021 02H,43264
12/28/2021 01H,45831
12/28/2021 00H,45027
12/27/2021 23H,41777
12/27/2021 22H,37117
12/27/2021 21H,32305
12/27/2021 20H,31204
12/27/2021 19H,32023
12/27/2021 18H,32877
12/27/2021 17H,34472
12/27/2021 16H,34295
12/27/2021 15H,33096
12/27/2021 14H,31666
12/27/2021 13H,30103
12/27/2021 12H,26724
12/27/2021 11H,23653
12/27/2021 10H,21731
12/27/2021 09H,21194
12/27/2021 08H,23040
12/27/2021 07H,24764
12/27/2021 06H,28434
12/27/2021 05H,31565
12/27/2021 04H,34358
12/27/2021 03H,37156
12/27/2021 02H,39318
12/27/2021 01H,39533
12/27/2021 00H,37392
12/26/2021 23H,33347
12/26/2021 22H,30424
12/26/2021 21H,26459
12/26/2021 20H,25176
12/26/2021 19H,25705
12/26/2021 18H,26298
12/26/2021 17H,26726
12/26/2021 16H,27888
12/26/2021 15H,27313
12/26/2021 14H,25377
12/26/2021 13H,23572
12/26/2021 12H,22252
12/26/2021 11H,20623
12/26/2021 10H,20176
12/26/2021 09H,20286
12/26/2021 08H,21293
12/26/2021 07H,23326
12/26/2021 06H,25790
12/26/2021 05H,28899
12/26/2021 04H,31717
12/26/2021 03H,33974
12/26/2021 02H,35950
12/26/2021 01H,36905
12/26/2021 00H,35822
12/25/2021 23H,32166
12/25/2021 22H,28803
12/25/2021 21H,25704
12/25/2021 20H,24057
12/25/2021 19H,24430
12/25/2021 18H,25804
12/25/2021 17H,26517
12/25/2021 16H,27539
12/25/2021 15H,28027
12/25/2021 14H,26272
12/25/2021 13H,23829
12/25/2021 12H,22220
12/25/2021 11H,20446
12/25/2021 10H,20877
12/25/2021 09H,21288
12/25/2021 08H,22655
12/25/2021 07H,24603
12/25/2021 06H,26204
12/25/2021 05H,27632
12/25/2021 04H,29729
12/25/2021 03H,33022
12/25/2021 02H,35994
12/25/2021 01H,35906
12/25/2021 00H,33335
12/24/2021 23H,31281
12/24/2021 22H,30004
12/24/2021 21H,26908
12/24/2021 20H,26813
12/24/2021 19H,27693
12/24/2021 18H,28820
12/24/2021 17H,30724
12/24/2021 16H,33804
12/24/2021 15H,33639
12/24/2021 14H,32093
12/24/2021 13H,30920
12/24/2021 12H,27885
12/24/2021 11H,24866
12/24/2021 10H,22760
12/24/2021 09H,23412
12/24/2021 08H,24888
12/24/2021 07H,26567
12/24/2021 06H,28849
12/24/2021 05H,31849
12/24/2021 04H,35410
12/24/2021 03H,37480
12/24/2021 02H,40983
12/24/2021 01H,39447
12/24/2021 00H,36946
12/23/2021 23H,34446
12/23/2021 22H,30950
12/23/2021 21H,25712
12/23/2021 20H,25116
12/23/2021 19H,25928
12/23/2021 18H,27118
12/23/2021 17H,29169
12/23/2021 16H,31914
12/23/2021 15H,33757
12/23/2021 14H,36674
12/23/2021 13H,36830
12/23/2021 12H,32951
12/23/2021 11H,26766
12/23/2021 10H,23552
12/23/2021 09H,22678
12/23/2021 08H,23933
12/23/2021 07H,25407
12/23/2021 06H,27931
12/23/2021 05H,30292
12/23/2021 04H,33813
12/23/2021 03H,37738
12/23/2021 02H,40982
12/23/2021 01H,40839
12/23/2021 00H,37860
12/22/2021 23H,34829
12/22/2021 22H,32049
12/22/2021 21H,26590
12/22/2021 20H,25857
12/22/2021 19H,27164
12/22/2021 18H,28621
12/22/2021 17H,30939
12/22/2021 16H,34049
12/22/2021 15H,36422
12/22/2021 14H,37395
12/22/2021 13H,36120
12/22/2021 12H,31407
12/22/2021 11H,25046
12/22/2021 10H,21247
12/22/2021 09H,21734
12/22/2021 08H,23541
12/22/2021 07H,25157
12/22/2021 06H,28316
12/22/2021 05H,32118
12/22/2021 04H,34990
12/22/2021 03H,37676
12/22/2021 02H,40754
12/22/2021 01H,41786
12/22/2021 00H,40859
12/21/2021 23H,36664
12/21/2021 22H,34661
12/21/2021 21H,32032
12/21/2021 20H,32267
12/21/2021 19H,33459
12/21/2021 18H,34895
12/21/2021 17H,37852
12/21/2021 16H,40686
12/21/2021 15H,42093
12/21/2021 14H,42170
12/21/2021 13H,40924
12/21/2021 12H,36248
12/21/2021 11H,29937
12/21/2021 10H,26109
12/21/2021 09H,25436
12/21/2021 08H,25870
12/21/2021 07H,27975
12/21/2021 06H,30339
12/21/2021 05H,33538
12/21/2021 04H,38365
12/21/2021 03H,42571
12/21/2021 02H,47424
12/21/2021 01H,47423
12/21/2021 00H,46009
12/20/2021 23H,42844
12/20/2021 22H,37988
12/20/2021 21H,31547
12/20/2021 20H,31126
12/20/2021 19H,31951
12/20/2021 18H,32807
12/20/2021 17H,34541
12/20/2021 16H,37179
12/20/2021 15H,41099
12/20/2021 14H,43863
12/20/2021 13H,42768
12/20/2021 12H,37157
12/20/2021 11H,30454
12/20/2021 10H,25528
12/20/2021 09H,24137
12/20/2021 08H,24510
12/20/2021 07H,26638
12/20/2021 06H,29966
12/20/2021 05H,32170
12/20/2021 04H,35757
12/20/2021 03H,38306
12/20/2021 02H,40354
12/20/2021 01H,43149
12/20/2021 00H,41255
12/19/2021 23H,36894
12/19/2021 22H,33305
12/19/2021 21H,29699
12/19/2021 20H,29090
12/19/2021 19H,29690
12/19/2021 18H,30961
12/19/2021 17H,31801
12/19/2021 16H,31720
12/19/2021 15H,32116
12/19/2021 14H,29035
12/19/2021 13H,26675
12/19/2021 12H,24378
12/19/2021 11H,22946
12/19/2021 10H,22862
12/19/2021 09H,23471
12/19/2021 08H,25352
12/19/2021 07H,26851
12/19/2021 06H,29231
12/19/2021 05H,31526
12/19/2021 04H,34527
12/19/2021 03H,37524
12/19/2021 02H,39720
12/19/2021 01H,42843
12/19/2021 00H,41996
12/18/2021 23H,37909
12/18/2021 22H,33839
12/18/2021 21H,30352
12/18/2021 20H,29704
12/18/2021 19H,30285
12/18/2021 18H,30736
12/18/2021 17H,32124
12/18/2021 16H,33008
12/18/2021 15H,32719
12/18/2021 14H,30680
12/18/2021 13H,28078
12/18/2021 12H,26047
12/18/2021 11H,24100
12/18/2021 10H,23496
12/18/2021 09H,24074
12/18/2021 08H,25181
12/18/2021 07H,26451
12/18/2021 06H,28356
12/18/2021 05H,31140
12/18/2021 04H,34338
12/18/2021 03H,37185
12/18/2021 02H,40784
12/18/2021 01H,42413
12/18/2021 00H,41209
12/17/2021 23H,38962
12/17/2021 22H,36133
12/17/2021 21H,31496
12/17/2021 20H,30866
12/17/2021 19H,31681
12/17/2021 18H,33353
12/17/2021 17H,34830
12/17/2021 16H,35698
12/17/2021 15H,36462
12/17/2021 14H,35349
12/17/2021 13H,34702
12/17/2021 12H,29497
12/17/2021 11H,25635
12/17/2021 10H,21900
12/17/2021 09H,22372
12/17/2021 08H,23318
12/17/2021 07H,24000
12/17/2021 06H,25947
12/17/2021 05H,28840
12/17/2021 04H,31912
12/17/2021 03H,35577
12/17/2021 02H,39514
12/17/2021 01H,40961
12/17/2021 00H,40283
12/16/2021 23H,36477
12/16/2021 22H,31236
12/16/2021 21H,27605
12/16/2021 20H,26109
12/16/2021 19H,27514
12/16/2021 18H,29392
12/16/2021 17H,31322
12/16/2021 16H,33486
12/16/2021 15H,35196
12/16/2021 14H,35144
12/16/2021 13H,34166
12/16/2021 12H,31604
12/16/2021 11H,26762
12/16/2021 10H,23079
12/16/2021 09H,22988
12/16/2021 08H,23598
12/16/2021 07H,24835
12/16/2021 06H,27423
12/16/2021 05H,29892
12/16/2021 04H,33953
12/16/2021 03H,36794
12/16/2021 02H,39411
12/16/2021 01H,39820
12/16/2021 00H,37190
12/15/2021 23H,32545
12/15/2021 22H,29293
12/15/2021 21H,25921
12/15/2021 20H,25233
12/15/2021 19H,25883
12/15/2021 18H,27156
12/15/2021 17H,29904
12/15/2021 16H,32950
12/15/2021 15H,35523
12/15/2021 14H,37074
12/15/2021 13H,34790
12/15/2021 12H,30513
12/15/2021 11H,25873
12/15/2021 10H,23753
12/15/2021 09H,22608
12/15/2021 08H,23389
12/15/2021 07H,24529
12/15/2021 06H,26971
12/15/2021 05H,30104
12/15/2021 04H,32817
12/15/2021 03H,35061
12/15/2021 02H,37279
12/15/2021 01H,38468
12/15/2021 00H,36563
12/14/2021 23H,32213
12/14/2021 22H,28659
12/14/2021 21H,24867
12/14/2021 20H,24108
12/14/2021 19H,26298
12/14/2021 18H,28068
12/14/2021 17H,29949
12/14/2021 16H,32823
12/14/2021 15H,35566
12/14/2021 14H,38312
12/14/2021 13H,38756
12/14/2021 12H,33968
12/14/2021 11H,28052
12/14/2021 10H,24007
12/14/2021 09H,23672
12/14/2021 08H,23980
12/14/2021 07H,24712
12/14/2021 06H,27198
12/14/2021 05H,29936
12/14/2021 04H,32309
12/14/2021 03H,36355
12/14/2021 02H,38578
12/14/2021 01H,40946
12/14/2021 00H,40028
12/13/2021 23H,36645
12/13/2021 22H,32165
12/13/2021 21H,27829
12/13/2021 20H,27025
12/13/2021 19H,26920
12/13/2021 18H,29379
12/13/2021 17H,31778
12/13/2021 16H,34096
12/13/2021 15H,37076
12/13/2021 14H,40026
12/13/2021 13H,38972
12/13/2021 12H,33234
12/13/2021 11H,28645
12/13/2021 10H,25203
12/13/2021 09H,23396
12/13/2021 08H,25051
12/13/2021 07H,26149
12/13/2021 06H,28512
12/13/2021 05H,31226
12/13/2021 04H,35052
12/13/2021 03H,37968
12/13/2021 02H,39977
12/13/2021 01H,40205
12/13/2021 00H,37508
12/12/2021 23H,32334
12/12/2021 22H,28803
12/12/2021 21H,25040
12/12/2021 20H,23499
12/12/2021 19H,24081
12/12/2021 18H,24854
12/12/2021 17H,26279
12/12/2021 16H,27615
12/12/2021 15H,29633
12/12/2021 14H,29415
12/12/2021 13H,27351
12/12/2021 12H,23133
12/12/2021 11H,21882
12/12/2021 10H,21414
12/12/2021 09H,21853
12/12/2021 08H,23374
12/12/2021 07H,24005
12/12/2021 06H,25667
12/12/2021 05H,29444
12/12/2021 04H,33254
12/12/2021 03H,35574
12/12/2021 02H,37191
12/12/2021 01H,38399
12/12/2021 00H,36706
12/11/2021 23H,32952
12/11/2021 22H,29852
12/11/2021 21H,26555
12/11/2021 20H,26812
12/11/2021 19H,27440
12/11/2021 18H,27957
12/11/2021 17H,28608
12/11/2021 16H,28940
12/11/2021 15H,28438
12/11/2021 14H,27078
12/11/2021 13H,24595
12/11/2021 12H,22329
12/11/2021 11H,21427
12/11/2021 10H,21453
12/11/2021 09H,22270
12/11/2021 08H,22096
12/11/2021 07H,23604
12/11/2021 06H,26080
12/11/2021 05H,28981
12/11/2021 04H,32541
12/11/2021 03H,34669
12/11/2021 02H,37278
12/11/2021 01H,37560
12/11/2021 00H,37134
12/10/2021 23H,33901
12/10/2021 22H,30322
12/10/2021 21H,27643
12/10/2021 20H,27540
12/10/2021 19H,28935
12/10/2021 18H,30742
12/10/2021 17H,33076
12/10/2021 16H,34898
12/10/2021 15H,36842
12/10/2021 14H,37561
12/10/2021 13H,36334
12/10/2021 12H,31666
12/10/2021 11H,27167
12/10/2021 10H,23231
12/10/2021 09H,23417
12/10/2021 08H,24100
12/10/2021 07H,25298
12/10/2021 06H,26813
12/10/2021 05H,29740
12/10/2021 04H,33255
12/10/2021 03H,36063
12/10/2021 02H,38096
12/10/2021 01H,38241
12/10/2021 00H,36944
12/9/2021 23H,34317
12/9/2021 22H,30655
12/9/2021 21H,27474
12/9/2021 20H,27470
12/9/2021 19H,28534
12/9/2021 18H,30029
12/9/2021 17H,31645
12/9/2021 16H,33864
12/9/2021 15H,36426
12/9/2021 14H,39584
12/9/2021 13H,38840
12/9/2021 12H,34914
12/9/2021 11H,29771
12/9/2021 10H,25668
12/9/2021 09H,23939
12/9/2021 08H,25167
12/9/2021 07H,26736
12/9/2021 06H,28015
12/9/2021 05H,30660
12/9/2021 04H,33177
12/9/2021 03H,37668
12/9/2021 02H,40417
12/9/2021 01H,41769
12/9/2021 00H,41055
12/8/2021 23H,35208
12/8/2021 22H,31832
12/8/2021 21H,27431
12/8/2021 20H,26006
12/8/2021 19H,26053
12/8/2021 18H,27661
12/8/2021 17H,31377
12/8/2021 16H,33348
12/8/2021 15H,38029
12/8/2021 14H,39159
12/8/2021 13H,37180
12/8/2021 12H,30879
12/8/2021 11H,24620
12/8/2021 10H,21487
12/8/2021 09H,21605
12/8/2021 08H,21467
12/8/2021 07H,22404
12/8/2021 06H,24226
12/8/2021 05H,27352
12/8/2021 04H,29868
12/8/2021 03H,35403
12/8/2021 02H,39557
12/8/2021 01H,40469
12/8/2021 00H,39692
12/7/2021 23H,35872
12/7/2021 22H,31040
12/7/2021 21H,27280
12/7/2021 20H,26100
12/7/2021 19H,25966
12/7/2021 18H,28482
12/7/2021 17H,31046
12/7/2021 16H,32828
12/7/2021 15H,34165
12/7/2021 14H,35839
12/7/2021 13H,35724
12/7/2021 12H,32322
12/7/2021 11H,26670
12/7/2021 10H,22803
12/7/2021 09H,22544
12/7/2021 08H,23256
12/7/2021 07H,24314
12/7/2021 06H,25535
12/7/2021 05H,28630
12/7/2021 04H,32137
12/7/2021 03H,36705
12/7/2021 02H,40854
12/7/2021 01H,41877
12/7/2021 00H,40783
12/6/2021 23H,38195
12/6/2021 22H,32119
12/6/2021 21H,28763
12/6/2021 20H,27208
12/6/2021 19H,26395
12/6/2021 18H,26529
12/6/2021 17H,27563
12/6/2021 16H,30082
12/6/2021 15H,31765
12/6/2021 14H,31676
12/6/2021 13H,28941
12/6/2021 12H,25735
12/6/2021 11H,21690
12/6/2021 10H,19822
12/6/2021 09H,19900
12/6/2021 08H,20988
12/6/2021 07H,22477
12/6/2021 06H,24601
12/6/2021 05H,27927
12/6/2021 04H,31540
12/6/2021 03H,34749
12/6/2021 02H,36414
12/6/2021 01H,36165
12/6/2021 00H,34625
12/5/2021 23H,32394
12/5/2021 22H,27981
12/5/2021 21H,25373
12/5/2021 20H,24234
12/5/2021 19H,24717
12/5/2021 18H,25518
12/5/2021 17H,26416
12/5/2021 16H,28557
12/5/2021 15H,28027
12/5/2021 14H,26446
12/5/2021 13H,24798
12/5/2021 12H,23272
12/5/2021 11H,20598
12/5/2021 10H,19528
12/5/2021 09H,19748
12/5/2021 08H,21731
12/5/2021 07H,22804
12/5/2021 06H,24599
12/5/2021 05H,27115
12/5/2021 04H,29604
12/5/2021 03H,31687
12/5/2021 02H,33439
12/5/2021 01H,35193
12/5/2021 00H,35134
12/4/2021 23H,33083
12/4/2021 22H,29415
12/4/2021 21H,25907
12/4/2021 20H,24765
12/4/2021 19H,25666
12/4/2021 18H,26831
12/4/2021 17H,27028
12/4/2021 16H,28931
12/4/2021 15H,29114
12/4/2021 14H,27672
12/4/2021 13H,26203
12/4/2021 12H,24218
12/4/2021 11H,22223
12/4/2021 10H,21537
12/4/2021 09H,22287
12/4/2021 08H,23338
12/4/2021 07H,24329
12/4/2021 06H,27272
12/4/2021 05H,29940
12/4/2021 04H,31806
12/4/2021 03H,34071
12/4/2021 02H,35624
12/4/2021 01H,37005
12/4/2021 00H,36692
12/3/2021 23H,33661
12/3/2021 22H,30262
12/3/2021 21H,26920
12/3/2021 20H,26546
12/3/2021 19H,26869
12/3/2021 18H,28636
12/3/2021 17H,30004
12/3/2021 16H,32970
12/3/2021 15H,35146
12/3/2021 14H,35545
12/3/2021 13H,35251
12/3/2021 12H,30572
12/3/2021 11H,24589
12/3/2021 10H,22016
12/3/2021 09H,22013
12/3/2021 08H,23175
12/3/2021 07H,24492
12/3/2021 06H,26550
12/3/2021 05H,28499
12/3/2021 04H,30738
12/3/2021 03H,33157
12/3/2021 02H,35410
12/3/2021 01H,37293
12/3/2021 00H,35933
12/2/2021 23H,31436
12/2/2021 22H,27379
12/2/2021 21H,23902
12/2/2021 20H,22937
12/2/2021 19H,22784
12/2/2021 18H,24346
12/2/2021 17H,26474
12/2/2021 16H,28801
12/2/2021 15H,30671
12/2/2021 14H,30715
12/2/2021 13H,30789
12/2/2021 12H,26916
12/2/2021 11H,21093
12/2/2021 10H,18164
12/2/2021 09H,17952
12/2/2021 08H,18855
12/2/2021 07H,20786
12/2/2021 06H,23371
12/2/2021 05H,26498
12/2/2021 04H,29537
12/2/2021 03H,33107
12/2/2021 02H,35779
12/2/2021 01H,36628
12/2/2021 00H,36032
12/1/2021 23H,31820
12/1/2021 22H,27563
12/1/2021 21H,24533
12/1/2021 20H,24152
12/1/2021 19H,24176
12/1/2021 18H,24999
12/1/2021 17H,26250
12/1/2021 16H,29353
12/1/2021 15H,31572
12/1/2021 14H,33497
12/1/2021 13H,33654
12/1/2021 12H,31312
12/1/2021 11H,25810
12/1/2021 10H,22645
12/1/2021 09H,20532
12/1/2021 08H,21393
12/1/2021 07H,22408
12/1/2021 06H,24751
12/1/2021 05H,27411
12/1/2021 04H,29517
12/1/2021 03H,32199
12/1/2021 02H,34193
12/1/2021 01H,35198
12/1/2021 00H,34638
11/30/2021 23H,30831
11/30/2021 22H,26497
11/30/2021 21H,23690
11/30/2021 20H,22293
11/30/2021 19H,22804
11/30/2021 18H,24433
11/30/2021 17H,26738
11/30/2021 16H,30023
11/30/2021 15H,33475
11/30/2021 14H,34642
11/30/2021 13H,35449
11/30/2021 12H,32742
11/30/2021 11H,27228
11/30/2021 10H,23799
11/30/2021 09H,22679
11/30/2021 08H,22368
11/30/2021 07H,23849
11/30/2021 06H,26492
11/30/2021 05H,29578
11/30/2021 04H,33139
11/30/2021 03H,36717
11/30/2021 02H,39587
11/30/2021 01H,39687
11/30/2021 00H,37081
11/29/2021 23H,31444
11/29/2021 22H,26990
11/29/2021 21H,23284
11/29/2021 20H,21941
11/29/2021 19H,22787
11/29/2021 18H,23596
11/29/2021 17H,26196
11/29/2021 16H,30756
11/29/2021 15H,34157
11/29/2021 14H,33872
11/29/2021 13H,33556
11/29/2021 12H,29769
11/29/2021 11H,22102
11/29/2021 10H,17159
11/29/2021 09H,16882
11/29/2021 08H,17775
11/29/2021 07H,18686
11/29/2021 06H,21360
11/29/2021 05H,24211
11/29/2021 04H,27245
11/29/2021 03H,30414
11/29/2021 02H,32177
11/29/2021 01H,34731
11/29/2021 00H,32408
11/28/2021 23H,27584
11/28/2021 22H,21855
11/28/2021 21H,19799
11/28/2021 20H,19397
11/28/2021 19H,20493
11/28/2021 18H,20973
11/28/2021 17H,21655
11/28/2021 16H,24798
11/28/2021 15H,26777
11/28/2021 14H,26054
11/28/2021 13H,24226
11/28/2021 12H,22407
11/28/2021 11H,19911
11/28/2021 10H,18648
11/28/2021 09H,18534
11/28/2021 08H,19381
11/28/2021 07H,21235
11/28/2021 06H,23434
11/28/2021 05H,25483
11/28/2021 04H,29031
11/28/2021 03H,31574
11/28/2021 02H,34350
11/28/2021 01H,34174
11/28/2021 00H,31362
11/27/2021 23H,27477
11/27/2021 22H,23969
11/27/2021 21H,21455
11/27/2021 20H,20992
11/27/2021 19H,21876
11/27/2021 18H,22668
11/27/2021 17H,24101
11/27/2021 16H,27264
11/27/2021 15H,31037
11/27/2021 14H,32034
11/27/2021 13H,31147
11/27/2021 12H,27034
11/27/2021 11H,23597
11/27/2021 10H,21867
11/27/2021 09H,21893
11/27/2021 08H,21753
11/27/2021 07H,23483
11/27/2021 06H,25896
11/27/2021 05H,28161
11/27/2021 04H,31483
11/27/2021 03H,34066
11/27/2021 02H,37351
11/27/2021 01H,37488
11/27/2021 00H,34626
11/26/2021 23H,29695
11/26/2021 22H,25406
11/26/2021 21H,22024
11/26/2021 20H,21236
11/26/2021 19H,21675
11/26/2021 18H,22375
11/26/2021 17H,23594
11/26/2021 16H,25788
11/26/2021 15H,26499
11/26/2021 14H,25553
11/26/2021 13H,24089
11/26/2021 12H,21577
11/26/2021 11H,18749
11/26/2021 10H,17444
11/26/2021 09H,16695
11/26/2021 08H,18890
11/26/2021 07H,20190
11/26/2021 06H,21997
11/26/2021 05H,24536
11/26/2021 04H,27196
11/26/2021 03H,29432
11/26/2021 02H,31013
11/26/2021 01H,31873
11/26/2021 00H,30218
11/25/2021 23H,26349
11/25/2021 22H,24787
11/25/2021 21H,24222
11/25/2021 20H,24736
11/25/2021 19H,25618
11/25/2021 18H,26481
11/25/2021 17H,28157
11/25/2021 16H,29955
11/25/2021 15H,31982
11/25/2021 14H,30898
11/25/2021 13H,30150
11/25/2021 12H,27341
11/25/2021 11H,23889
11/25/2021 10H,22717
11/25/2021 09H,21826
11/25/2021 08H,21689
11/25/2021 07H,22990
11/25/2021 06H,25357
11/25/2021 05H,28824
11/25/2021 04H,31230
11/25/2021 03H,34701
11/25/2021 02H,37779
11/25/2021 01H,38159
11/25/2021 00H,36155
11/24/2021 23H,30469
11/24/2021 22H,27297
11/24/2021 21H,24160
11/24/2021 20H,23402
11/24/2021 19H,24038
11/24/2021 18H,25501
11/24/2021 17H,27363
11/24/2021 16H,31263
11/24/2021 15H,34803
11/24/2021 14H,36128
11/24/2021 13H,35808
11/24/2021 12H,32285
11/24/2021 11H,28306
11/24/2021 10H,24454
11/24/2021 09H,22559
11/24/2021 08H,22864
11/24/2021 07H,23865
11/24/2021 06H,26576
11/24/2021 05H,29642
11/24/2021 04H,33108
11/24/2021 03H,36076
11/24/2021 02H,37408
11/24/2021 01H,37169
11/24/2021 00H,33902
11/23/2021 23H,28627
11/23/2021 22H,24953
11/23/2021 21H,22190
11/23/2021 20H,21845
11/23/2021 19H,23190
11/23/2021 18H,24746
11/23/2021 17H,27442
11/23/2021 16H,32059
11/23/2021 15H,35594
11/23/2021 14H,36010
11/23/2021 13H,36847
11/23/2021 12H,33345
11/23/2021 11H,27950
11/23/2021 10H,24099
11/23/2021 09H,22722
11/23/2021 08H,22895
11/23/2021 07H,23742
11/23/2021 06H,26033
11/23/2021 05H,29158
11/23/2021 04H,32545
11/23/2021 03H,36549
11/23/2021 02H,39272
11/23/2021 01H,39777
11/23/2021 00H,37952
11/22/2021 23H,34289
11/22/2021 22H,29166
11/22/2021 21H,26571
11/22/2021 20H,24748
11/22/2021 19H,25274
11/22/2021 18H,26401
11/22/2021 17H,29095
11/22/2021 16H,32226
11/22/2021 15H,34329
11/22/2021 14H,33896
11/22/2021 13H,30427
11/22/2021 12H,24756
11/22/2021 11H,20676
11/22/2021 10H,18916
11/22/2021 09H,18737
11/22/2021 08H,19409
11/22/2021 07H,20135
11/22/2021 06H,22438
11/22/2021 05H,25730
11/22/2021 04H,29357
11/22/2021 03H,31863
11/22/2021 02H,34172
11/22/2021 01H,35242
11/22/2021 00H,31967
11/21/2021 23H,27613
11/21/2021 22H,24747
11/21/2021 21H,21988
11/21/2021 20H,21556
11/21/2021 19H,22171
11/21/2021 18H,23005
11/21/2021 17H,23679
11/21/2021 16H,25294
11/21/2021 15H,27505
11/21/2021 14H,27273
11/21/2021 13H,25119
11/21/2021 12H,23535
11/21/2021 11H,21671
11/21/2021 10H,21063
11/21/2021 09H,21217
11/21/2021 08H,21027
11/21/2021 07H,22913
11/21/2021 06H,25520
11/21/2021 05H,28824
11/21/2021 04H,30950
11/21/2021 03H,32991
11/21/2021 02H,35521
11/21/2021 01H,36254
11/21/2021 00H,34037
11/20/2021 23H,29588
11/20/2021 22H,23948
11/20/2021 21H,21639
11/20/2021 20H,21148
11/20/2021 19H,21942
11/20/2021 18H,23203
11/20/2021 17H,24024
11/20/2021 16H,25909
11/20/2021 15H,27878
11/20/2021 14H,27644
11/20/2021 13H,27280
11/20/2021 12H,25578
11/20/2021 11H,22391
11/20/2021 10H,22082
11/20/2021 09H,21338
11/20/2021 08H,21707
11/20/2021 07H,23039
11/20/2021 06H,25979
11/20/2021 05H,29378
11/20/2021 04H,32089
11/20/2021 03H,34441
11/20/2021 02H,36731
11/20/2021 01H,37503
11/20/2021 00H,35223
11/19/2021 23H,31443
11/19/2021 22H,27942
11/19/2021 21H,24453
11/19/2021 20H,24140
11/19/2021 19H,24745
11/19/2021 18H,26165
11/19/2021 17H,28427
11/19/2021 16H,30604
11/19/2021 15H,33155
11/19/2021 14H,33590
11/19/2021 13H,32827
11/19/2021 12H,29838
11/19/2021 11H,23954
11/19/2021 10H,20593
11/19/2021 09H,20594
11/19/2021 08H,20831
11/19/2021 07H,22631
11/19/2021 06H,25382
11/19/2021 05H,28277
11/19/2021 04H,31112
11/19/2021 03H,35037
11/19/2021 02H,38251
11/19/2021 01H,39629
11/19/2021 00H,38772
11/18/2021 23H,35117
11/18/2021 22H,30685
11/18/2021 21H,26538
11/18/2021 20H,25029
11/18/2021 19H,24591
11/18/2021 18H,25277
11/18/2021 17H,25937
11/18/2021 16H,28379
11/18/2021 15H,30133
11/18/2021 14H,29263
11/18/2021 13H,27574
11/18/2021 12H,25511
11/18/2021 11H,21046
11/18/2021 10H,19025
11/18/2021 09H,19290
11/18/2021 08H,19580
11/18/2021 07H,20337
11/18/2021 06H,22358
11/18/2021 05H,25362
11/18/2021 04H,28825
11/18/2021 03H,32102
11/18/2021 02H,36001
11/18/2021 01H,36570
11/18/2021 00H,35386
11/17/2021 23H,32007
11/17/2021 22H,28560
11/17/2021 21H,24629
11/17/2021 20H,24390
11/17/2021 19H,25058
11/17/2021 18H,25736
11/17/2021 17H,26694
11/17/2021 16H,28803
11/17/2021 15H,31712
11/17/2021 14H,31642
11/17/2021 13H,29330
11/17/2021 12H,27316
11/17/2021 11H,22083
11/17/2021 10H,19025
11/17/2021 09H,18886
11/17/2021 08H,20192
11/17/2021 07H,21954
11/17/2021 06H,22719
11/17/2021 05H,25800
11/17/2021 04H,28841
11/17/2021 03H,32402
11/17/2021 02H,36177
11/17/2021 01H,36744
11/17/2021 00H,33445
11/16/2021 23H,29336
11/16/2021 22H,25097
11/16/2021 21H,22026
11/16/2021 20H,20947
11/16/2021 19H,22205
11/16/2021 18H,23718
11/16/2021 17H,26704
11/16/2021 16H,31406
11/16/2021 15H,32902
11/16/2021 14H,32625
11/16/2021 13H,31769
11/16/2021 12H,29076
11/16/2021 11H,24321
11/16/2021 10H,20966
11/16/2021 09H,20817
11/16/2021 08H,21130
11/16/2021 07H,22142
11/16/2021 06H,24108
11/16/2021 05H,25372
11/16/2021 04H,29171
11/16/2021 03H,33395
11/16/2021 02H,37283
11/16/2021 01H,37643
11/16/2021 00H,35166
11/15/2021 23H,31140
11/15/2021 22H,26990
11/15/2021 21H,22962
11/15/2021 20H,21946
11/15/2021 19H,22665
11/15/2021 18H,24336
11/15/2021 17H,25698
11/15/2021 16H,29237
11/15/2021 15H,31874
11/15/2021 14H,33172
11/15/2021 13H,32091
11/15/2021 12H,27896
11/15/2021 11H,21725
11/15/2021 10H,18579
11/15/2021 09H,18390
11/15/2021 08H,18570
11/15/2021 07H,19933
11/15/2021 06H,21563
11/15/2021 05H,23787
11/15/2021 04H,26591
11/15/2021 03H,28908
11/15/2021 02H,32720
11/15/2021 01H,33975
11/15/2021 00H,32795
11/14/2021 23H,28837
11/14/2021 22H,25317
11/14/2021 21H,21937
11/14/2021 20H,20487
11/14/2021 19H,20876
11/14/2021 18H,21402
11/14/2021 17H,22116
11/14/2021 16H,24767
11/14/2021 15H,26702
11/14/2021 14H,27126
11/14/2021 13H,27155
11/14/2021 12H,24891
11/14/2021 11H,22497
11/14/2021 10H,20995
11/14/2021 09H,20855
11/14/2021 08H,21014
11/14/2021 07H,21579
11/14/2021 06H,24657
11/14/2021 05H,26993
11/14/2021 04H,29947
11/14/2021 03H,32797
11/14/2021 02H,34756
11/14/2021 01H,34632
11/14/2021 00H,32523
11/13/2021 23H,28780
11/13/2021 22H,24527
11/13/2021 21H,21469
11/13/2021 20H,20398
11/13/2021 19H,20940
