Net generation from hydro for United States Lower 48 (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390105&sdid=EBA.US48-ALL.NG.WAT.H
16:50:53 GMT+0200 (czas środkowoeuropejski letni)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.US48-ALL.NG.WAT.H megawatthours
03/29/2020 11H,25176
03/29/2020 10H,24674
03/29/2020 09H,25615
03/29/2020 08H,25784
03/29/2020 07H,26286
03/29/2020 06H,29223
03/29/2020 05H,31888
03/29/2020 04H,34402
03/29/2020 03H,35179
03/29/2020 02H,36978
03/29/2020 01H,36534
03/29/2020 00H,36738
03/28/2020 23H,36320
03/28/2020 22H,35776
03/28/2020 21H,34259
03/28/2020 20H,32954
03/28/2020 19H,32306
03/28/2020 18H,32497
03/28/2020 17H,32999
03/28/2020 16H,33552
03/28/2020 15H,34254
03/28/2020 14H,31628
03/28/2020 13H,28595
03/28/2020 12H,26794
03/28/2020 11H,25495
03/28/2020 10H,24789
03/28/2020 09H,24434
03/28/2020 08H,24602
03/28/2020 07H,26343
03/28/2020 06H,28983
03/28/2020 05H,31712
03/28/2020 04H,34611
03/28/2020 03H,36638
03/28/2020 02H,38200
03/28/2020 01H,39121
03/28/2020 00H,37854
03/27/2020 23H,37292
03/27/2020 22H,35166
03/27/2020 21H,34063
03/27/2020 20H,33721
03/27/2020 19H,33922
03/27/2020 18H,33670
03/27/2020 17H,34147
03/27/2020 16H,36148
03/27/2020 15H,36168
03/27/2020 14H,34960
03/27/2020 13H,32145
03/27/2020 12H,29214
03/27/2020 11H,27226
03/27/2020 10H,24850
03/27/2020 09H,23832
03/27/2020 08H,24301
03/27/2020 07H,25480
03/27/2020 06H,27500
03/27/2020 05H,30150
03/27/2020 04H,33850
03/27/2020 03H,35973
03/27/2020 02H,37628
03/27/2020 01H,37987
03/27/2020 00H,36200
03/26/2020 23H,35479
03/26/2020 22H,33256
03/26/2020 21H,31382
03/26/2020 20H,31543
03/26/2020 19H,31753
03/26/2020 18H,32411
03/26/2020 17H,33604
03/26/2020 16H,35342
03/26/2020 15H,37250
03/26/2020 14H,37128
03/26/2020 13H,36171
03/26/2020 12H,33365
03/26/2020 11H,30230
03/26/2020 10H,25969
03/26/2020 09H,24281
03/26/2020 08H,24514
03/26/2020 07H,24825
03/26/2020 06H,27665
03/26/2020 05H,30664
03/26/2020 04H,33986
03/26/2020 03H,35795
03/26/2020 02H,36643
03/26/2020 01H,37198
03/26/2020 00H,35725
03/25/2020 23H,35516
03/25/2020 22H,33425
03/25/2020 21H,32389
03/25/2020 20H,32178
03/25/2020 19H,32603
03/25/2020 18H,33651
03/25/2020 17H,34559
03/25/2020 16H,36460
03/25/2020 15H,37515
03/25/2020 14H,37287
03/25/2020 13H,35854
03/25/2020 12H,32587
03/25/2020 11H,28405
03/25/2020 10H,25090
03/25/2020 09H,23566
03/25/2020 08H,23529
03/25/2020 07H,24528
03/25/2020 06H,26667
03/25/2020 05H,30255
03/25/2020 04H,34104
03/25/2020 03H,35865
03/25/2020 02H,37491
03/25/2020 01H,37647
03/25/2020 00H,37120
03/24/2020 23H,35609
03/24/2020 22H,34092
03/24/2020 21H,32520
03/24/2020 20H,32185
03/24/2020 19H,32380
03/24/2020 18H,33360
03/24/2020 17H,34158
03/24/2020 16H,34933
03/24/2020 15H,35887
03/24/2020 14H,35854
03/24/2020 13H,33942
03/24/2020 12H,31756
03/24/2020 11H,29560
03/24/2020 10H,25134
03/24/2020 09H,23223
03/24/2020 08H,23603
03/24/2020 07H,24794
03/24/2020 06H,26537
03/24/2020 05H,30225
03/24/2020 04H,32334
03/24/2020 03H,35435
03/24/2020 02H,36781
03/24/2020 01H,35512
03/24/2020 00H,34852
03/23/2020 23H,33832
03/23/2020 22H,32261
03/23/2020 21H,32531
03/23/2020 20H,31622
03/23/2020 19H,32537
03/23/2020 18H,33265
03/23/2020 17H,35151
03/23/2020 16H,36520
03/23/2020 15H,37639
03/23/2020 14H,36605
03/23/2020 13H,34363
03/23/2020 12H,30821
03/23/2020 11H,26244
03/23/2020 10H,23708
03/23/2020 09H,22028
03/23/2020 08H,22285
03/23/2020 07H,23413
03/23/2020 06H,25028
03/23/2020 05H,27291
03/23/2020 04H,29079
03/23/2020 03H,32424
03/23/2020 02H,34195
03/23/2020 01H,35502
03/23/2020 00H,34731
03/22/2020 23H,31427
03/22/2020 22H,28987
03/22/2020 21H,27669
03/22/2020 20H,28057
03/22/2020 19H,28800
03/22/2020 18H,29506
03/22/2020 17H,30206
03/22/2020 16H,31223
03/22/2020 15H,31778
03/22/2020 14H,31420
03/22/2020 13H,28641
03/22/2020 12H,25898
03/22/2020 11H,23832
03/22/2020 10H,22155
03/22/2020 09H,21845
03/22/2020 08H,21788
03/22/2020 07H,22152
03/22/2020 06H,24143
03/22/2020 05H,26043
03/22/2020 04H,27885
03/22/2020 03H,31577
03/22/2020 02H,33327
03/22/2020 01H,34318
03/22/2020 00H,34880
03/21/2020 23H,33146
03/21/2020 22H,31394
03/21/2020 21H,29751
03/21/2020 20H,29402
03/21/2020 19H,29969
03/21/2020 18H,30252
03/21/2020 17H,30980
03/21/2020 16H,32017
03/21/2020 15H,32749
03/21/2020 14H,30554
03/21/2020 13H,27387
03/21/2020 12H,24536
03/21/2020 11H,22987
03/21/2020 10H,20614
03/21/2020 09H,19746
03/21/2020 08H,19790
03/21/2020 07H,20260
03/21/2020 06H,22856
03/21/2020 05H,25789
03/21/2020 04H,29492
03/21/2020 03H,33704
03/21/2020 02H,35240
03/21/2020 01H,36072
03/21/2020 00H,35343
03/20/2020 23H,33824
03/20/2020 22H,32827
03/20/2020 21H,31998
03/20/2020 20H,32633
03/20/2020 19H,32881
03/20/2020 18H,32317
03/20/2020 17H,33149
03/20/2020 16H,34743
03/20/2020 15H,34893
03/20/2020 14H,33480
03/20/2020 13H,30741
03/20/2020 12H,27397
03/20/2020 11H,24523
03/20/2020 10H,22201
03/20/2020 09H,20680
03/20/2020 08H,20640
03/20/2020 07H,21252
03/20/2020 06H,23932
03/20/2020 05H,26728
03/20/2020 04H,30248
03/20/2020 03H,32373
03/20/2020 02H,34212
03/20/2020 01H,33751
03/20/2020 00H,33548
03/19/2020 23H,33033
03/19/2020 22H,31436
03/19/2020 21H,29723
03/19/2020 20H,29762
03/19/2020 19H,30249
03/19/2020 18H,31124
03/19/2020 17H,32668
03/19/2020 16H,34547
03/19/2020 15H,35348
03/19/2020 14H,33447
03/19/2020 13H,31433
03/19/2020 12H,28417
03/19/2020 11H,25023
03/19/2020 10H,22177
03/19/2020 09H,21360
03/19/2020 08H,21008
03/19/2020 07H,21445
03/19/2020 06H,23643
03/19/2020 05H,26259
03/19/2020 04H,29264
03/19/2020 03H,31922
03/19/2020 02H,33665
03/19/2020 01H,34548
03/19/2020 00H,33119
03/18/2020 23H,32016
03/18/2020 22H,30261
03/18/2020 21H,29384
03/18/2020 20H,28641
03/18/2020 19H,29909
03/18/2020 18H,30345
03/18/2020 17H,32684
03/18/2020 16H,34655
03/18/2020 15H,36689
03/18/2020 14H,35669
03/18/2020 13H,33950
03/18/2020 12H,31554
03/18/2020 11H,27845
03/18/2020 10H,24113
03/18/2020 09H,21449
03/18/2020 08H,21781
03/18/2020 07H,23588
03/18/2020 06H,25414
03/18/2020 05H,28344
03/18/2020 04H,31108
03/18/2020 03H,33277
03/18/2020 02H,34349
03/18/2020 01H,35073
03/18/2020 00H,33491
03/17/2020 23H,32367
03/17/2020 22H,30594
03/17/2020 21H,30468
03/17/2020 20H,31433
03/17/2020 19H,32863
03/17/2020 18H,33806
03/17/2020 17H,35172
03/17/2020 16H,36553
03/17/2020 15H,38007
03/17/2020 14H,37568
03/17/2020 13H,36532
03/17/2020 12H,33516
03/17/2020 11H,29145
03/17/2020 10H,24583
03/17/2020 09H,22740
03/17/2020 08H,22630
03/17/2020 07H,24139
03/17/2020 06H,25545
03/17/2020 05H,28316
03/17/2020 04H,31374
03/17/2020 03H,33647
03/17/2020 02H,35553
03/17/2020 01H,36082
03/17/2020 00H,36123
03/16/2020 23H,33716
03/16/2020 22H,32208
03/16/2020 21H,31207
03/16/2020 20H,30992
03/16/2020 19H,32498
03/16/2020 18H,34125
03/16/2020 17H,37060
03/16/2020 16H,38725
03/16/2020 15H,40784
03/16/2020 14H,41208
03/16/2020 13H,39476
03/16/2020 12H,37956
03/16/2020 11H,33031
03/16/2020 10H,27955
03/16/2020 09H,24366
03/16/2020 08H,24122
03/16/2020 07H,25276
03/16/2020 06H,27085
03/16/2020 05H,30079
03/16/2020 04H,32947
03/16/2020 03H,35897
03/16/2020 02H,36610
03/16/2020 01H,37882
03/16/2020 00H,37328
03/15/2020 23H,34724
03/15/2020 22H,30912
03/15/2020 21H,29161
03/15/2020 20H,28655
03/15/2020 19H,30139
03/15/2020 18H,31621
03/15/2020 17H,32979
03/15/2020 16H,33476
03/15/2020 15H,32202
03/15/2020 14H,31028
03/15/2020 13H,29104
03/15/2020 12H,26993
03/15/2020 11H,24997
03/15/2020 10H,23664
03/15/2020 09H,23202
03/15/2020 08H,23786
03/15/2020 07H,25219
03/15/2020 06H,26121
03/15/2020 05H,28757
03/15/2020 04H,32211
03/15/2020 03H,34051
03/15/2020 02H,35901
03/15/2020 01H,37096
03/15/2020 00H,34409
03/14/2020 23H,32550
03/14/2020 22H,31195
03/14/2020 21H,30264
03/14/2020 20H,30123
03/14/2020 19H,30427
03/14/2020 18H,31644
03/14/2020 17H,32533
03/14/2020 16H,33843
03/14/2020 15H,33406
03/14/2020 14H,31632
03/14/2020 13H,29394
03/14/2020 12H,28037
03/14/2020 11H,25567
03/14/2020 10H,23787
03/14/2020 09H,23594
03/14/2020 08H,24165
03/14/2020 07H,25282
03/14/2020 06H,26726
03/14/2020 05H,29961
03/14/2020 04H,32179
03/14/2020 03H,35461
03/14/2020 02H,38267
03/14/2020 01H,38683
03/14/2020 00H,37771
03/13/2020 23H,34401
03/13/2020 22H,33592
03/13/2020 21H,33125
03/13/2020 20H,32376
03/13/2020 19H,32629
03/13/2020 18H,34387
03/13/2020 17H,34755
03/13/2020 16H,35534
03/13/2020 15H,37007
03/13/2020 14H,35654
03/13/2020 13H,33431
03/13/2020 12H,31979
03/13/2020 11H,27168
03/13/2020 10H,23358
03/13/2020 09H,22251
03/13/2020 08H,22992
03/13/2020 07H,23740
03/13/2020 06H,25449
03/13/2020 05H,28437
03/13/2020 04H,32129
03/13/2020 03H,35268
03/13/2020 02H,36675
03/13/2020 01H,36725
03/13/2020 00H,35997
03/12/2020 23H,35390
03/12/2020 22H,33116
03/12/2020 21H,32416
03/12/2020 20H,32023
03/12/2020 19H,33382
03/12/2020 18H,33404
03/12/2020 17H,34836
03/12/2020 16H,37776
03/12/2020 15H,39766
03/12/2020 14H,38585
03/12/2020 13H,35887
03/12/2020 12H,33880
03/12/2020 11H,29687
03/12/2020 10H,25657
03/12/2020 09H,22541
03/12/2020 08H,23203
03/12/2020 07H,26073
03/12/2020 06H,28263
03/12/2020 05H,31426
03/12/2020 04H,34296
03/12/2020 03H,37216
03/12/2020 02H,37416
03/12/2020 01H,37882
03/12/2020 00H,37180
03/11/2020 23H,33961
03/11/2020 22H,32159
03/11/2020 21H,30161
03/11/2020 20H,30302
03/11/2020 19H,30596
03/11/2020 18H,30656
03/11/2020 17H,32355
03/11/2020 16H,35617
03/11/2020 15H,37994
03/11/2020 14H,37097
03/11/2020 13H,35506
03/11/2020 12H,34089
03/11/2020 11H,30121
03/11/2020 10H,25985
03/11/2020 09H,23822
03/11/2020 08H,24029
03/11/2020 07H,24522
03/11/2020 06H,26495
03/11/2020 05H,30638
03/11/2020 04H,33781
03/11/2020 03H,36834
03/11/2020 02H,39585
03/11/2020 01H,41213
03/11/2020 00H,39237
03/10/2020 23H,35923
03/10/2020 22H,33509
03/10/2020 21H,32816
03/10/2020 20H,32662
03/10/2020 19H,33666
03/10/2020 18H,34772
03/10/2020 17H,36522
03/10/2020 16H,39464
03/10/2020 15H,41020
03/10/2020 14H,40238
03/10/2020 13H,37937
03/10/2020 12H,35180
03/10/2020 11H,30591
03/10/2020 10H,26385
03/10/2020 09H,24799
03/10/2020 08H,25390
03/10/2020 07H,27201
03/10/2020 06H,29823
03/10/2020 05H,33195
03/10/2020 04H,36348
03/10/2020 03H,39120
03/10/2020 02H,39996
03/10/2020 01H,40580
03/10/2020 00H,39441
03/9/2020 23H,35573
03/9/2020 22H,33432
03/9/2020 21H,32424
03/9/2020 20H,30409
03/9/2020 19H,31963
03/9/2020 18H,33044
03/9/2020 17H,34692
03/9/2020 16H,37585
03/9/2020 15H,39714
03/9/2020 14H,40549
03/9/2020 13H,40465
03/9/2020 12H,38747
03/9/2020 11H,33564
03/9/2020 10H,29357
03/9/2020 09H,26265
03/9/2020 08H,26678
03/9/2020 07H,27485
03/9/2020 06H,28891
03/9/2020 05H,31741
03/9/2020 04H,32793
03/9/2020 03H,35097
03/9/2020 02H,35802
03/9/2020 01H,33210
03/9/2020 00H,28922
03/8/2020 23H,26828
03/8/2020 22H,25747
03/8/2020 21H,25410
03/8/2020 20H,26008
03/8/2020 19H,26994
03/8/2020 18H,27521
03/8/2020 17H,28210
03/8/2020 16H,29397
03/8/2020 15H,31520
03/8/2020 14H,32666
03/8/2020 13H,31928
03/8/2020 12H,29322
03/8/2020 11H,26892
03/8/2020 10H,25382
03/8/2020 09H,25823
03/8/2020 08H,28359
03/8/2020 07H,31561
03/8/2020 06H,34222
03/8/2020 05H,36189
03/8/2020 04H,38498
03/8/2020 03H,39428
03/8/2020 02H,39130
03/8/2020 01H,37925
03/8/2020 00H,35334
03/7/2020 23H,33663
03/7/2020 22H,30815
03/7/2020 21H,30111
03/7/2020 20H,30724
03/7/2020 19H,31337
03/7/2020 18H,33566
03/7/2020 17H,34636
03/7/2020 16H,36154
03/7/2020 15H,37831
03/7/2020 14H,38110
03/7/2020 13H,37373
03/7/2020 12H,32941
03/7/2020 11H,29172
03/7/2020 10H,28192
03/7/2020 09H,28650
03/7/2020 08H,29532
03/7/2020 07H,31468
03/7/2020 06H,34824
03/7/2020 05H,37093
03/7/2020 04H,40045
03/7/2020 03H,42035
03/7/2020 02H,41514
03/7/2020 01H,41142
03/7/2020 00H,38712
03/6/2020 23H,37320
03/6/2020 22H,34273
03/6/2020 21H,33810
03/6/2020 20H,33628
03/6/2020 19H,34082
03/6/2020 18H,35300
03/6/2020 17H,36867
03/6/2020 16H,39065
03/6/2020 15H,41341
03/6/2020 14H,40537
03/6/2020 13H,37899
03/6/2020 12H,35027
03/6/2020 11H,30080
03/6/2020 10H,25946
03/6/2020 09H,25907
03/6/2020 08H,27712
03/6/2020 07H,29545
03/6/2020 06H,32725
03/6/2020 05H,36348
03/6/2020 04H,39437
03/6/2020 03H,41667
03/6/2020 02H,41815
03/6/2020 01H,41264
03/6/2020 00H,38956
03/5/2020 23H,36431
03/5/2020 22H,34057
03/5/2020 21H,33260
03/5/2020 20H,33676
03/5/2020 19H,33980
03/5/2020 18H,34639
03/5/2020 17H,36518
03/5/2020 16H,38783
03/5/2020 15H,39915
03/5/2020 14H,39730
03/5/2020 13H,37482
03/5/2020 12H,34876
03/5/2020 11H,31015
03/5/2020 10H,26838
03/5/2020 09H,27190
03/5/2020 08H,28820
03/5/2020 07H,30754
03/5/2020 06H,32487
03/5/2020 05H,35685
03/5/2020 04H,38491
03/5/2020 03H,41094
03/5/2020 02H,41522
03/5/2020 01H,41362
03/5/2020 00H,39498
03/4/2020 23H,36834
03/4/2020 22H,33736
03/4/2020 21H,32658
03/4/2020 20H,32015
03/4/2020 19H,32203
03/4/2020 18H,32412
03/4/2020 17H,33691
03/4/2020 16H,36671
03/4/2020 15H,38533
03/4/2020 14H,36346
03/4/2020 13H,35188
03/4/2020 12H,32420
03/4/2020 11H,29901
03/4/2020 10H,25497
03/4/2020 09H,25884
03/4/2020 08H,26427
03/4/2020 07H,28351
03/4/2020 06H,30033
03/4/2020 05H,32652
03/4/2020 04H,35903
03/4/2020 03H,39172
03/4/2020 02H,40499
03/4/2020 01H,38823
03/4/2020 00H,36823
03/3/2020 23H,33594
03/3/2020 22H,32112
03/3/2020 21H,30903
03/3/2020 20H,30997
03/3/2020 19H,31821
03/3/2020 18H,33074
03/3/2020 17H,35281
03/3/2020 16H,36468
03/3/2020 15H,37887
03/3/2020 14H,38104
03/3/2020 13H,37253
03/3/2020 12H,34654
03/3/2020 11H,30969
03/3/2020 10H,26626
03/3/2020 09H,26287
03/3/2020 08H,27303
03/3/2020 07H,28938
03/3/2020 06H,31243
03/3/2020 05H,34611
03/3/2020 04H,37500
03/3/2020 03H,39446
03/3/2020 02H,40829
03/3/2020 01H,40796
03/3/2020 00H,39609
03/2/2020 23H,36564
03/2/2020 22H,34045
03/2/2020 21H,32225
03/2/2020 20H,32948
03/2/2020 19H,33395
03/2/2020 18H,34877
03/2/2020 17H,36215
03/2/2020 16H,37302
03/2/2020 15H,38949
03/2/2020 14H,37167
03/2/2020 13H,36802
03/2/2020 12H,34117
03/2/2020 11H,28980
03/2/2020 10H,25596
03/2/2020 09H,26359
03/2/2020 08H,27416
03/2/2020 07H,29108
03/2/2020 06H,30704
03/2/2020 05H,33940
03/2/2020 04H,36344
03/2/2020 03H,38737
03/2/2020 02H,39086
03/2/2020 01H,37479
03/2/2020 00H,36024
03/1/2020 23H,33815
03/1/2020 22H,31812
03/1/2020 21H,31512
03/1/2020 20H,31797
03/1/2020 19H,32707
03/1/2020 18H,33820
03/1/2020 17H,35373
03/1/2020 16H,36491
03/1/2020 15H,37001
03/1/2020 14H,37720
03/1/2020 13H,37327
03/1/2020 12H,36828
03/1/2020 11H,32475
03/1/2020 10H,31126
03/1/2020 09H,31430
03/1/2020 08H,33170
03/1/2020 07H,33881
03/1/2020 06H,34830
03/1/2020 05H,37411
03/1/2020 04H,39521
03/1/2020 03H,40804
03/1/2020 02H,39878
03/1/2020 01H,35348
03/1/2020 00H,33771
02/29/2020 23H,32560
02/29/2020 22H,30126
02/29/2020 21H,29173
02/29/2020 20H,29757
02/29/2020 19H,30538
02/29/2020 18H,32367
02/29/2020 17H,35030
02/29/2020 16H,36377
02/29/2020 15H,38143
02/29/2020 14H,37720
02/29/2020 13H,37766
02/29/2020 12H,33968
02/29/2020 11H,30387
02/29/2020 10H,29762
02/29/2020 09H,29911
02/29/2020 08H,30660
02/29/2020 07H,31665
02/29/2020 06H,35822
02/29/2020 05H,37169
02/29/2020 04H,39380
02/29/2020 03H,40642
02/29/2020 02H,41292
02/29/2020 01H,40958
02/29/2020 00H,40526
02/28/2020 23H,37754
02/28/2020 22H,35778
02/28/2020 21H,33233
02/28/2020 20H,33190
02/28/2020 19H,34434
02/28/2020 18H,35597
02/28/2020 17H,37461
02/28/2020 16H,40395
02/28/2020 15H,42985
02/28/2020 14H,43446
02/28/2020 13H,43950
02/28/2020 12H,42327
02/28/2020 11H,36584
02/28/2020 10H,31615
02/28/2020 09H,31172
02/28/2020 08H,30736
02/28/2020 07H,31799
02/28/2020 06H,34728
02/28/2020 05H,36667
02/28/2020 04H,39664
02/28/2020 03H,41950
02/28/2020 02H,45098
02/28/2020 01H,44107
02/28/2020 00H,41739
02/27/2020 23H,38243
02/27/2020 22H,34232
02/27/2020 21H,31900
02/27/2020 20H,32300
02/27/2020 19H,33621
02/27/2020 18H,35241
02/27/2020 17H,36775
02/27/2020 16H,39160
02/27/2020 15H,43078
02/27/2020 14H,42360
02/27/2020 13H,42596
02/27/2020 12H,39426
02/27/2020 11H,32249
02/27/2020 10H,29039
02/27/2020 09H,28742
02/27/2020 08H,29152
02/27/2020 07H,30605
02/27/2020 06H,33387
02/27/2020 05H,35409
02/27/2020 04H,37748
02/27/2020 03H,40082
02/27/2020 02H,41949
02/27/2020 01H,43514
02/27/2020 00H,41846
02/26/2020 23H,37946
02/26/2020 22H,33737
02/26/2020 21H,32509
02/26/2020 20H,32210
02/26/2020 19H,32598
02/26/2020 18H,33906
02/26/2020 17H,35641
02/26/2020 16H,38138
02/26/2020 15H,39866
02/26/2020 14H,38512
02/26/2020 13H,37637
02/26/2020 12H,32956
02/26/2020 11H,29607
02/26/2020 10H,28022
02/26/2020 09H,27619
02/26/2020 08H,28466
02/26/2020 07H,29904
02/26/2020 06H,32449
02/26/2020 05H,35478
02/26/2020 04H,38369
02/26/2020 03H,40877
02/26/2020 02H,41384
02/26/2020 01H,41522
02/26/2020 00H,39812
02/25/2020 23H,38019
02/25/2020 22H,35735
02/25/2020 21H,34464
02/25/2020 20H,34341
02/25/2020 19H,34769
02/25/2020 18H,35679
02/25/2020 17H,37522
02/25/2020 16H,40357
02/25/2020 15H,42482
02/25/2020 14H,40725
02/25/2020 13H,40161
02/25/2020 12H,35947
02/25/2020 11H,30163
02/25/2020 10H,28162
02/25/2020 09H,28035
02/25/2020 08H,29282
02/25/2020 07H,30852
02/25/2020 06H,33959
02/25/2020 05H,36273
02/25/2020 04H,38495
02/25/2020 03H,41186
02/25/2020 02H,42346
02/25/2020 01H,42631
02/25/2020 00H,41458
02/24/2020 23H,38510
02/24/2020 22H,34274
02/24/2020 21H,33311
02/24/2020 20H,33251
02/24/2020 19H,34390
02/24/2020 18H,35727
02/24/2020 17H,38216
02/24/2020 16H,41564
02/24/2020 15H,42891
02/24/2020 14H,40746
02/24/2020 13H,40633
02/24/2020 12H,35771
02/24/2020 11H,30412
02/24/2020 10H,26244
02/24/2020 09H,25432
02/24/2020 08H,26149
02/24/2020 07H,27470
02/24/2020 06H,29409
02/24/2020 05H,31559
02/24/2020 04H,34130
02/24/2020 03H,37024
02/24/2020 02H,38607
02/24/2020 01H,35146
02/24/2020 00H,33165
02/23/2020 23H,30917
02/23/2020 22H,28192
02/23/2020 21H,27339
02/23/2020 20H,27540
02/23/2020 19H,28271
02/23/2020 18H,29704
02/23/2020 17H,31707
02/23/2020 16H,33565
02/23/2020 15H,36000
02/23/2020 14H,36179
02/23/2020 13H,35874
02/23/2020 12H,33525
02/23/2020 11H,30797
02/23/2020 10H,29689
02/23/2020 09H,29018
02/23/2020 08H,29184
02/23/2020 07H,30964
02/23/2020 06H,33121
02/23/2020 05H,35941
02/23/2020 04H,37762
02/23/2020 03H,38634
02/23/2020 02H,38107
02/23/2020 01H,35624
02/23/2020 00H,33202
02/22/2020 23H,31001
02/22/2020 22H,28437
02/22/2020 21H,28128
02/22/2020 20H,28518
02/22/2020 19H,29857
02/22/2020 18H,31531
02/22/2020 17H,35402
02/22/2020 16H,38112
02/22/2020 15H,40046
02/22/2020 14H,39866
02/22/2020 13H,39864
02/22/2020 12H,36885
02/22/2020 11H,34053
02/22/2020 10H,31546
02/22/2020 09H,31288
02/22/2020 08H,31960
02/22/2020 07H,32941
02/22/2020 06H,35781
02/22/2020 05H,37974
02/22/2020 04H,39822
02/22/2020 03H,40970
02/22/2020 02H,41543
02/22/2020 01H,40570
02/22/2020 00H,38095
02/21/2020 23H,36082
02/21/2020 22H,32180
02/21/2020 21H,30229
02/21/2020 20H,31606
02/21/2020 19H,33640
02/21/2020 18H,36380
02/21/2020 17H,38703
02/21/2020 16H,43909
02/21/2020 15H,45555
02/21/2020 14H,46267
02/21/2020 13H,47228
02/21/2020 12H,43917
02/21/2020 11H,36925
02/21/2020 10H,32464
02/21/2020 09H,30592
02/21/2020 08H,30237
02/21/2020 07H,31427
02/21/2020 06H,34463
02/21/2020 05H,37790
02/21/2020 04H,40903
02/21/2020 03H,44342
02/21/2020 02H,46266
02/21/2020 01H,47188
02/21/2020 00H,44899
02/20/2020 23H,41523
02/20/2020 22H,37945
02/20/2020 21H,34852
02/20/2020 20H,35370
02/20/2020 19H,36376
02/20/2020 18H,37143
02/20/2020 17H,38526
02/20/2020 16H,39620
02/20/2020 15H,40121
02/20/2020 14H,39581
02/20/2020 13H,39978
02/20/2020 12H,35498
02/20/2020 11H,30655
02/20/2020 10H,28138
02/20/2020 09H,27680
02/20/2020 08H,28093
02/20/2020 07H,29250
02/20/2020 06H,31747
02/20/2020 05H,34376
02/20/2020 04H,38069
02/20/2020 03H,40754
02/20/2020 02H,43256
02/20/2020 01H,43724
02/20/2020 00H,41998
02/19/2020 23H,37347
02/19/2020 22H,33914
02/19/2020 21H,31761
02/19/2020 20H,32588
02/19/2020 19H,34273
02/19/2020 18H,36173
02/19/2020 17H,38516
02/19/2020 16H,40333
02/19/2020 15H,41757
02/19/2020 14H,40525
02/19/2020 13H,39553
02/19/2020 12H,33234
02/19/2020 11H,29891
02/19/2020 10H,28838
02/19/2020 09H,28656
02/19/2020 08H,30957
02/19/2020 07H,32282
02/19/2020 06H,34870
02/19/2020 05H,37102
02/19/2020 04H,39890
02/19/2020 03H,42935
02/19/2020 02H,43426
02/19/2020 01H,44026
02/19/2020 00H,43271
02/18/2020 23H,38796
02/18/2020 22H,35213
02/18/2020 21H,34374
02/18/2020 20H,35271
02/18/2020 19H,36648
02/18/2020 18H,37329
02/18/2020 17H,38799
02/18/2020 16H,40296
02/18/2020 15H,40862
02/18/2020 14H,40579
02/18/2020 13H,40674
02/18/2020 12H,36965
02/18/2020 11H,34026
02/18/2020 10H,31005
02/18/2020 09H,31205
02/18/2020 08H,31794
02/18/2020 07H,33594
02/18/2020 06H,35743
02/18/2020 05H,38303
02/18/2020 04H,40650
02/18/2020 03H,42984
02/18/2020 02H,43070
02/18/2020 01H,42283
02/18/2020 00H,40846
02/17/2020 23H,38115
02/17/2020 22H,36445
02/17/2020 21H,35158
02/17/2020 20H,35404
02/17/2020 19H,36040
02/17/2020 18H,36869
02/17/2020 17H,39711
02/17/2020 16H,41888
02/17/2020 15H,43105
02/17/2020 14H,44896
02/17/2020 13H,45421
02/17/2020 12H,43034
02/17/2020 11H,35561
02/17/2020 10H,32795
02/17/2020 09H,32907
02/17/2020 08H,33557
02/17/2020 07H,34036
02/17/2020 06H,35436
02/17/2020 05H,37806
02/17/2020 04H,40106
02/17/2020 03H,41835
02/17/2020 02H,41762
02/17/2020 01H,40103
02/17/2020 00H,38775
02/16/2020 23H,37617
02/16/2020 22H,34868
02/16/2020 21H,34248
02/16/2020 20H,34676
02/16/2020 19H,35553
02/16/2020 18H,36013
02/16/2020 17H,36999
02/16/2020 16H,39065
02/16/2020 15H,40014
02/16/2020 14H,40029
02/16/2020 13H,37619
02/16/2020 12H,35501
02/16/2020 11H,34205
02/16/2020 10H,33713
02/16/2020 09H,34149
02/16/2020 08H,35267
02/16/2020 07H,36515
02/16/2020 06H,38505
02/16/2020 05H,41185
02/16/2020 04H,43155
02/16/2020 03H,44621
02/16/2020 02H,45384
02/16/2020 01H,44492
02/16/2020 00H,42462
02/15/2020 23H,39446
02/15/2020 22H,37532
02/15/2020 21H,35925
02/15/2020 20H,36316
02/15/2020 19H,37216
02/15/2020 18H,38256
02/15/2020 17H,39874
02/15/2020 16H,41156
02/15/2020 15H,42926
02/15/2020 14H,43052
02/15/2020 13H,43170
02/15/2020 12H,39750
02/15/2020 11H,36942
02/15/2020 10H,36133
02/15/2020 09H,35117
02/15/2020 08H,35651
02/15/2020 07H,36047
02/15/2020 06H,38004
02/15/2020 05H,39330
02/15/2020 04H,41336
02/15/2020 03H,43254
02/15/2020 02H,45481
02/15/2020 01H,45982
02/15/2020 00H,45004
02/14/2020 23H,42007
02/14/2020 22H,39479
02/14/2020 21H,35374
02/14/2020 20H,35389
02/14/2020 19H,36754
02/14/2020 18H,38263
02/14/2020 17H,39707
02/14/2020 16H,41930
02/14/2020 15H,43961
02/14/2020 14H,44679
02/14/2020 13H,44153
02/14/2020 12H,41316
02/14/2020 11H,35723
02/14/2020 10H,32223
02/14/2020 09H,31432
02/14/2020 08H,31978
02/14/2020 07H,32889
02/14/2020 06H,35188
02/14/2020 05H,37926
02/14/2020 04H,40271
