Net generation from solar for United States Lower 48 (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390105&sdid=EBA.US48-ALL.NG.SUN.H
17:17:50 GMT+0200 (czas środkowoeuropejski letni)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.US48-ALL.NG.SUN.H megawatthours
08/30/2019 13H,3256
08/30/2019 12H,1105
08/30/2019 11H,176
08/30/2019 10H,38
08/30/2019 09H,34
08/30/2019 08H,48
08/30/2019 07H,171
08/30/2019 06H,206
08/30/2019 05H,204
08/30/2019 04H,405
08/30/2019 03H,397
08/30/2019 02H,1399
08/30/2019 01H,7874
08/30/2019 00H,14320
08/29/2019 23H,18184
08/29/2019 22H,21335
08/29/2019 21H,23311
08/29/2019 20H,24527
08/29/2019 19H,24530
08/29/2019 18H,25173
08/29/2019 17H,24335
08/29/2019 16H,22401
08/29/2019 15H,16907
08/29/2019 14H,8018
08/29/2019 13H,3229
08/29/2019 12H,1141
08/29/2019 11H,236
08/29/2019 10H,132
08/29/2019 09H,110
08/29/2019 08H,108
08/29/2019 07H,217
08/29/2019 06H,234
08/29/2019 05H,219
08/29/2019 04H,153
08/29/2019 03H,467
08/29/2019 02H,1136
08/29/2019 01H,7122
08/29/2019 00H,13453
08/28/2019 23H,17436
08/28/2019 22H,20184
08/28/2019 21H,21808
08/28/2019 20H,22407
08/28/2019 19H,22629
08/28/2019 18H,22110
08/28/2019 17H,21597
08/28/2019 16H,19971
08/28/2019 15H,14458
08/28/2019 14H,5733
08/28/2019 13H,1882
08/28/2019 12H,501
08/28/2019 11H,61
08/28/2019 10H,5
08/28/2019 09H,10
08/28/2019 08H,52
08/28/2019 07H,159
08/28/2019 06H,165
08/28/2019 05H,164
08/28/2019 04H,169
08/28/2019 03H,648
08/28/2019 02H,1437
08/28/2019 01H,7442
08/28/2019 00H,13361
08/27/2019 23H,16810
08/27/2019 22H,18769
08/27/2019 21H,20329
08/27/2019 20H,21377
08/27/2019 19H,22119
08/27/2019 18H,22107
08/27/2019 17H,21629
08/27/2019 16H,19887
08/27/2019 15H,14048
08/27/2019 14H,5514
08/27/2019 13H,1702
08/27/2019 12H,437
08/27/2019 11H,55
08/27/2019 10H,6
08/27/2019 09H,9
08/27/2019 08H,16
08/27/2019 07H,106
08/27/2019 06H,160
08/27/2019 05H,158
08/27/2019 04H,164
08/27/2019 03H,578
08/27/2019 02H,1460
08/27/2019 01H,7873
08/27/2019 00H,13892
08/26/2019 23H,17019
08/26/2019 22H,18695
08/26/2019 21H,20105
08/26/2019 20H,21113
08/26/2019 19H,22170
08/26/2019 18H,22596
08/26/2019 17H,21514
08/26/2019 16H,19407
08/26/2019 15H,14151
08/26/2019 14H,6390
08/26/2019 13H,2051
08/26/2019 12H,677
08/26/2019 11H,78
08/26/2019 10H,12
08/26/2019 09H,13
08/26/2019 08H,22
08/26/2019 07H,101
08/26/2019 06H,173
08/26/2019 05H,186
08/26/2019 04H,187
08/26/2019 03H,228
08/26/2019 02H,1593
08/26/2019 01H,8152
08/26/2019 00H,14093
08/25/2019 23H,17466
08/25/2019 22H,19842
08/25/2019 21H,21015
08/25/2019 20H,21857
08/25/2019 19H,22664
08/25/2019 18H,22593
08/25/2019 17H,21942
08/25/2019 16H,19914
08/25/2019 15H,14318
08/25/2019 14H,5515
08/25/2019 13H,1555
08/25/2019 12H,547
08/25/2019 11H,93
08/25/2019 10H,12
08/25/2019 09H,10
08/25/2019 08H,13
08/25/2019 07H,58
08/25/2019 06H,165
08/25/2019 05H,173
08/25/2019 04H,173
08/25/2019 03H,229
08/25/2019 02H,1656
08/25/2019 01H,8372
08/25/2019 00H,14393
08/24/2019 23H,17645
08/24/2019 22H,19605
08/24/2019 21H,20854
08/24/2019 20H,21550
08/24/2019 19H,21763
08/24/2019 18H,21577
08/24/2019 17H,20910
08/24/2019 16H,18563
08/24/2019 15H,13542
08/24/2019 14H,5197
08/24/2019 13H,1326
08/24/2019 12H,414
08/24/2019 11H,53
08/24/2019 10H,21
08/24/2019 09H,25
08/24/2019 08H,107
08/24/2019 07H,177
08/24/2019 06H,198
08/24/2019 05H,199
08/24/2019 04H,196
08/24/2019 03H,234
08/24/2019 02H,1749
08/24/2019 01H,8136
08/24/2019 00H,13781
08/23/2019 23H,16916
08/23/2019 22H,19308
08/23/2019 21H,21119
08/23/2019 20H,22388
08/23/2019 19H,23331
08/23/2019 18H,23848
08/23/2019 17H,23115
08/23/2019 16H,21233
08/23/2019 15H,16006
08/23/2019 14H,7000
08/23/2019 13H,2461
08/23/2019 12H,744
08/23/2019 11H,167
08/23/2019 10H,40
08/23/2019 09H,34
08/23/2019 08H,96
08/23/2019 07H,193
08/23/2019 06H,190
08/23/2019 05H,198
08/23/2019 04H,212
08/23/2019 03H,276
08/23/2019 02H,1937
08/23/2019 01H,7916
08/23/2019 00H,13633
08/22/2019 23H,16716
08/22/2019 22H,18889
08/22/2019 21H,21238
08/22/2019 20H,22443
08/22/2019 19H,23217
08/22/2019 18H,23646
08/22/2019 17H,23101
08/22/2019 16H,21078
08/22/2019 15H,16083
08/22/2019 14H,7299
08/22/2019 13H,2557
08/22/2019 12H,792
08/22/2019 11H,116
08/22/2019 10H,8
08/22/2019 09H,7
08/22/2019 08H,25
08/22/2019 07H,184
08/22/2019 06H,194
08/22/2019 05H,206
08/22/2019 04H,214
08/22/2019 03H,362
08/22/2019 02H,1970
08/22/2019 01H,8732
08/22/2019 00H,14455
08/21/2019 23H,17736
08/21/2019 22H,20339
08/21/2019 21H,22233
08/21/2019 20H,23402
08/21/2019 19H,23903
08/21/2019 18H,24429
08/21/2019 17H,23859
08/21/2019 16H,22061
08/21/2019 15H,16724
08/21/2019 14H,7254
08/21/2019 13H,2266
08/21/2019 12H,709
08/21/2019 11H,68
08/21/2019 10H,-2
08/21/2019 09H,-3
08/21/2019 08H,34
08/21/2019 07H,154
08/21/2019 06H,167
08/21/2019 05H,166
08/21/2019 04H,202
08/21/2019 03H,881
08/21/2019 02H,1969
08/21/2019 01H,9260
08/21/2019 00H,15151
08/20/2019 23H,18077
08/20/2019 22H,20222
08/20/2019 21H,22202
08/20/2019 20H,23552
08/20/2019 19H,23994
08/20/2019 18H,23997
08/20/2019 17H,23575
08/20/2019 16H,21849
08/20/2019 15H,16594
08/20/2019 14H,7328
08/20/2019 13H,2494
08/20/2019 12H,977
08/20/2019 11H,114
08/20/2019 10H,15
08/20/2019 09H,18
08/20/2019 08H,63
08/20/2019 07H,210
08/20/2019 06H,222
08/20/2019 05H,243
08/20/2019 04H,274
08/20/2019 03H,342
08/20/2019 02H,2218
08/20/2019 01H,9693
08/20/2019 00H,15426
08/19/2019 23H,18037
08/19/2019 22H,19733
08/19/2019 21H,21472
08/19/2019 20H,22834
08/19/2019 19H,23624
08/19/2019 18H,23660
08/19/2019 17H,23128
08/19/2019 16H,21362
08/19/2019 15H,16303
08/19/2019 14H,7496
08/19/2019 13H,2578
08/19/2019 12H,928
08/19/2019 11H,167
08/19/2019 10H,144
08/19/2019 09H,150
08/19/2019 08H,151
08/19/2019 07H,158
08/19/2019 06H,176
08/19/2019 05H,193
08/19/2019 04H,232
08/19/2019 03H,274
08/19/2019 02H,2133
08/19/2019 01H,8920
08/19/2019 00H,14688
08/18/2019 23H,17850
08/18/2019 22H,20656
08/18/2019 21H,22636
08/18/2019 20H,23215
08/18/2019 19H,23435
08/18/2019 18H,23651
08/18/2019 17H,22870
08/18/2019 16H,21161
08/18/2019 15H,16178
08/18/2019 14H,6728
08/18/2019 13H,1870
08/18/2019 12H,543
08/18/2019 11H,63
08/18/2019 10H,55
08/18/2019 09H,175
08/18/2019 08H,190
08/18/2019 07H,216
08/18/2019 06H,215
08/18/2019 05H,218
08/18/2019 04H,211
08/18/2019 03H,1100
08/18/2019 02H,2253
08/18/2019 01H,9045
08/18/2019 00H,14615
08/17/2019 23H,17487
08/17/2019 22H,19624
08/17/2019 21H,20907
08/17/2019 20H,22060
08/17/2019 19H,22863
08/17/2019 18H,23303
08/17/2019 17H,23104
08/17/2019 16H,21573
08/17/2019 15H,16477
08/17/2019 14H,7013
08/17/2019 13H,1935
08/17/2019 12H,578
08/17/2019 11H,176
08/17/2019 10H,120
08/17/2019 09H,103
08/17/2019 08H,41
08/17/2019 07H,38
08/17/2019 06H,43
08/17/2019 05H,184
08/17/2019 04H,235
08/17/2019 03H,342
08/17/2019 02H,2343
08/17/2019 01H,9450
08/17/2019 00H,14669
08/16/2019 23H,18007
08/16/2019 22H,20260
08/16/2019 21H,21307
08/16/2019 20H,22256
08/16/2019 19H,23171
08/16/2019 18H,23432
08/16/2019 17H,22631
08/16/2019 16H,21187
08/16/2019 15H,16179
08/16/2019 14H,7008
08/16/2019 13H,2111
08/16/2019 12H,712
08/16/2019 11H,166
08/16/2019 10H,82
08/16/2019 09H,84
08/16/2019 08H,154
08/16/2019 07H,317
08/16/2019 06H,313
08/16/2019 05H,315
08/16/2019 04H,330
08/16/2019 03H,411
08/16/2019 02H,2690
08/16/2019 01H,9788
08/16/2019 00H,14673
08/15/2019 23H,17499
08/15/2019 22H,19268
08/15/2019 21H,20923
08/15/2019 20H,22262
08/15/2019 19H,23096
08/15/2019 18H,23360
08/15/2019 17H,22960
08/15/2019 16H,21211
08/15/2019 15H,15813
08/15/2019 14H,6620
08/15/2019 13H,1779
08/15/2019 12H,643
08/15/2019 11H,60
08/15/2019 10H,-4
08/15/2019 09H,-4
08/15/2019 08H,66
08/15/2019 07H,214
08/15/2019 06H,223
08/15/2019 05H,225
08/15/2019 04H,228
08/15/2019 03H,1276
08/15/2019 02H,2558
08/15/2019 01H,9693
08/15/2019 00H,14553
08/14/2019 23H,16998
08/14/2019 22H,19721
08/14/2019 21H,21797
08/14/2019 20H,22864
08/14/2019 19H,23184
08/14/2019 18H,23045
08/14/2019 17H,22682
08/14/2019 16H,21102
08/14/2019 15H,16328
08/14/2019 14H,7219
08/14/2019 13H,2100
08/14/2019 12H,594
08/14/2019 11H,62
08/14/2019 10H,-5
08/14/2019 09H,-3
08/14/2019 08H,64
08/14/2019 07H,204
08/14/2019 06H,205
08/14/2019 05H,212
08/14/2019 04H,217
08/14/2019 03H,1321
08/14/2019 02H,2584
08/14/2019 01H,9738
08/14/2019 00H,14782
08/13/2019 23H,17509
08/13/2019 22H,19259
08/13/2019 21H,20857
08/13/2019 20H,22490
08/13/2019 19H,23080
08/13/2019 18H,23522
08/13/2019 17H,23195
08/13/2019 16H,19830
08/13/2019 15H,17406
08/13/2019 14H,8168
08/13/2019 13H,2483
08/13/2019 12H,800
08/13/2019 11H,137
08/13/2019 10H,9
08/13/2019 09H,10
08/13/2019 08H,93
08/13/2019 07H,230
08/13/2019 06H,237
08/13/2019 05H,250
08/13/2019 04H,307
08/13/2019 03H,362
08/13/2019 02H,2871
08/13/2019 01H,10333
08/13/2019 00H,15583
08/12/2019 23H,18087
08/12/2019 22H,20368
08/12/2019 21H,22177
08/12/2019 20H,23404
08/12/2019 19H,24084
08/12/2019 18H,24448
08/12/2019 17H,23830
08/12/2019 16H,22154
08/12/2019 15H,17866
08/12/2019 14H,8478
08/12/2019 13H,2793
08/12/2019 12H,1117
08/12/2019 11H,220
08/12/2019 10H,12
08/12/2019 09H,18
08/12/2019 08H,19
08/12/2019 07H,23
08/12/2019 06H,49
08/12/2019 05H,68
08/12/2019 04H,259
08/12/2019 03H,393
08/12/2019 02H,2957
08/12/2019 01H,10209
08/12/2019 00H,15235
08/11/2019 23H,18064
08/11/2019 22H,20472
08/11/2019 21H,22105
08/11/2019 20H,23138
08/11/2019 19H,23714
08/11/2019 18H,24219
08/11/2019 17H,23799
08/11/2019 16H,21946
08/11/2019 15H,17382
08/11/2019 14H,8561
08/11/2019 13H,3013
08/11/2019 12H,1049
08/11/2019 11H,190
08/11/2019 10H,35
08/11/2019 09H,33
08/11/2019 08H,36
08/11/2019 07H,43
08/11/2019 06H,49
08/11/2019 05H,154
08/11/2019 04H,152
08/11/2019 03H,365
08/11/2019 02H,2869
08/11/2019 01H,9448
08/11/2019 00H,14431
08/10/2019 23H,17180
08/10/2019 22H,19896
08/10/2019 21H,21560
08/10/2019 20H,22263
08/10/2019 19H,22571
08/10/2019 18H,22951
08/10/2019 17H,22207
08/10/2019 16H,20582
08/10/2019 15H,16144
08/10/2019 14H,7914
08/10/2019 13H,2901
08/10/2019 12H,1228
08/10/2019 11H,230
08/10/2019 10H,34
08/10/2019 09H,35
08/10/2019 08H,34
08/10/2019 07H,36
08/10/2019 06H,32
08/10/2019 05H,33
08/10/2019 04H,35
08/10/2019 03H,1477
08/10/2019 02H,2652
08/10/2019 01H,9398
08/10/2019 00H,14237
08/9/2019 23H,17480
08/9/2019 22H,20194
08/9/2019 21H,22340
08/9/2019 20H,23882
08/9/2019 19H,24113
08/9/2019 18H,24177
08/9/2019 17H,23127
08/9/2019 16H,21087
08/9/2019 15H,16741
08/9/2019 14H,8370
08/9/2019 13H,3059
08/9/2019 12H,1097
08/9/2019 11H,133
08/9/2019 10H,27
08/9/2019 09H,33
08/9/2019 08H,48
08/9/2019 07H,217
08/9/2019 06H,241
08/9/2019 05H,247
08/9/2019 04H,237
08/9/2019 03H,1570
08/9/2019 02H,2725
08/9/2019 01H,9462
08/9/2019 00H,13386
08/8/2019 23H,16530
08/8/2019 22H,19701
08/8/2019 21H,22392
08/8/2019 20H,23061
08/8/2019 19H,23828
08/8/2019 18H,23921
08/8/2019 17H,23519
08/8/2019 16H,21437
08/8/2019 15H,16591
08/8/2019 14H,8144
08/8/2019 13H,3015
08/8/2019 12H,1135
08/8/2019 11H,185
08/8/2019 10H,13
08/8/2019 09H,12
08/8/2019 08H,11
08/8/2019 07H,10
08/8/2019 06H,13
08/8/2019 05H,13
08/8/2019 04H,21
08/8/2019 03H,1375
08/8/2019 02H,2153
08/8/2019 01H,7288
08/8/2019 00H,11045
08/7/2019 23H,12639
08/7/2019 22H,15032
08/7/2019 21H,17546
08/7/2019 20H,18893
08/7/2019 19H,19562
08/7/2019 18H,19409
08/7/2019 17H,19625
08/7/2019 16H,18662
08/7/2019 15H,14268
08/7/2019 14H,7709
08/7/2019 13H,2935
08/7/2019 12H,948
08/7/2019 11H,163
08/7/2019 10H,14
08/7/2019 09H,16
08/7/2019 08H,32
08/7/2019 07H,23
08/7/2019 06H,21
08/7/2019 05H,16
08/7/2019 04H,13
08/7/2019 03H,1101
08/7/2019 02H,1937
08/7/2019 01H,6465
08/7/2019 00H,10903
08/6/2019 23H,14153
08/6/2019 22H,16850
08/6/2019 21H,18382
08/6/2019 20H,18974
08/6/2019 19H,18892
08/6/2019 18H,18369
08/6/2019 17H,17311
08/6/2019 16H,16140
08/6/2019 15H,12849
08/6/2019 14H,6232
08/6/2019 13H,2362
08/6/2019 12H,897
08/6/2019 11H,150
08/6/2019 10H,40
08/6/2019 09H,25
08/6/2019 08H,20
08/6/2019 07H,26
08/6/2019 06H,23
08/6/2019 05H,33
08/6/2019 04H,147
08/6/2019 03H,346
08/6/2019 02H,2757
08/6/2019 01H,9052
08/6/2019 00H,13874
08/5/2019 23H,16639
08/5/2019 22H,18666
08/5/2019 21H,20005
08/5/2019 20H,21319
08/5/2019 19H,22089
08/5/2019 18H,22543
08/5/2019 17H,21434
08/5/2019 16H,19508
08/5/2019 15H,14679
08/5/2019 14H,7036
08/5/2019 13H,1747
08/5/2019 12H,587
08/5/2019 11H,135
08/5/2019 10H,64
08/5/2019 09H,71
08/5/2019 08H,160
08/5/2019 07H,262
08/5/2019 06H,261
08/5/2019 05H,266
08/5/2019 04H,274
08/5/2019 03H,1419
08/5/2019 02H,2565
08/5/2019 01H,9249
08/5/2019 00H,13609
08/4/2019 23H,16568
08/4/2019 22H,18464
08/4/2019 21H,20358
08/4/2019 20H,20934
08/4/2019 19H,22102
08/4/2019 18H,22181
08/4/2019 17H,21993
08/4/2019 16H,19975
08/4/2019 15H,16351
08/4/2019 14H,8101
08/4/2019 13H,3048
08/4/2019 12H,1178
08/4/2019 11H,246
08/4/2019 10H,23
08/4/2019 09H,24
08/4/2019 08H,32
08/4/2019 07H,81
08/4/2019 06H,132
08/4/2019 05H,134
08/4/2019 04H,123
08/4/2019 03H,333
08/4/2019 02H,2704
08/4/2019 01H,8736
08/4/2019 00H,12770
08/3/2019 23H,16269
08/3/2019 22H,19390
08/3/2019 21H,21388
08/3/2019 20H,22867
08/3/2019 19H,22818
08/3/2019 18H,22175
08/3/2019 17H,21480
08/3/2019 16H,19749
08/3/2019 15H,15043
08/3/2019 14H,6604
08/3/2019 13H,2197
08/3/2019 12H,945
08/3/2019 11H,218
08/3/2019 10H,84
08/3/2019 09H,85
08/3/2019 08H,123
08/3/2019 07H,293
08/3/2019 06H,314
08/3/2019 05H,304
08/3/2019 04H,312
08/3/2019 03H,2161
08/3/2019 02H,3419
08/3/2019 01H,9864
08/3/2019 00H,14462
08/2/2019 23H,17188
08/2/2019 22H,19501
08/2/2019 21H,21083
08/2/2019 20H,22045
08/2/2019 19H,22573
08/2/2019 18H,22763
08/2/2019 17H,21911
08/2/2019 16H,20250
08/2/2019 15H,15987
08/2/2019 14H,7618
08/2/2019 13H,2119
08/2/2019 12H,541
08/2/2019 11H,36
08/2/2019 10H,3
08/2/2019 09H,5
08/2/2019 08H,70
08/2/2019 07H,209
08/2/2019 06H,210
08/2/2019 05H,213
08/2/2019 04H,217
08/2/2019 03H,419
08/2/2019 02H,3615
08/2/2019 01H,10477
08/2/2019 00H,14853
08/1/2019 23H,17002
08/1/2019 22H,18810
08/1/2019 21H,20378
08/1/2019 20H,21856
08/1/2019 19H,22962
08/1/2019 18H,23320
08/1/2019 17H,23078
08/1/2019 16H,21960
08/1/2019 15H,17648
08/1/2019 14H,8875
08/1/2019 13H,2971
08/1/2019 12H,1129
08/1/2019 11H,218
08/1/2019 10H,23
08/1/2019 09H,20
08/1/2019 08H,10
08/1/2019 07H,16
08/1/2019 06H,9
08/1/2019 05H,11
08/1/2019 04H,7
08/1/2019 03H,180
08/1/2019 02H,3237
08/1/2019 01H,10049
08/1/2019 00H,13312
07/31/2019 23H,15529
07/31/2019 22H,18173
07/31/2019 21H,20348
07/31/2019 20H,21206
07/31/2019 19H,21331
07/31/2019 18H,20872
07/31/2019 17H,20095
07/31/2019 16H,17400
07/31/2019 15H,14636
07/31/2019 14H,8267
07/31/2019 13H,3160
07/31/2019 12H,1123
07/31/2019 11H,290
07/31/2019 10H,54
07/31/2019 09H,39
07/31/2019 08H,38
07/31/2019 07H,143
07/31/2019 06H,145
07/31/2019 05H,321
07/31/2019 04H,286
07/31/2019 03H,484
07/31/2019 02H,3138
07/31/2019 01H,8464
07/31/2019 00H,12821
07/30/2019 23H,16325
07/30/2019 22H,19511
07/30/2019 21H,20840
07/30/2019 20H,22175
07/30/2019 19H,22811
07/30/2019 18H,22548
07/30/2019 17H,21955
07/30/2019 16H,19676
07/30/2019 15H,16003
07/30/2019 14H,9047
07/30/2019 13H,3295
07/30/2019 12H,1289
07/30/2019 11H,258
07/30/2019 10H,33
07/30/2019 09H,41
07/30/2019 08H,36
07/30/2019 07H,25
07/30/2019 06H,27
07/30/2019 05H,27
07/30/2019 04H,101
07/30/2019 03H,451
07/30/2019 02H,3852
07/30/2019 01H,9878
07/30/2019 00H,14594
07/29/2019 23H,17944
07/29/2019 22H,20444
07/29/2019 21H,21287
07/29/2019 20H,22719
07/29/2019 19H,23617
07/29/2019 18H,23438
07/29/2019 17H,22927
07/29/2019 16H,21350
07/29/2019 15H,17069
07/29/2019 14H,9154
07/29/2019 13H,3318
07/29/2019 12H,1257
07/29/2019 11H,241
07/29/2019 10H,6
07/29/2019 09H,8
07/29/2019 08H,13
07/29/2019 07H,42
07/29/2019 06H,171
07/29/2019 05H,240
07/29/2019 04H,268
07/29/2019 03H,480
07/29/2019 02H,3742
07/29/2019 01H,9868
07/29/2019 00H,14366
07/28/2019 23H,16718
07/28/2019 22H,20046
07/28/2019 21H,21848
07/28/2019 20H,22679
07/28/2019 19H,23619
07/28/2019 18H,23710
07/28/2019 17H,22619
07/28/2019 16H,20776
07/28/2019 15H,16528
07/28/2019 14H,8837
07/28/2019 13H,3289
07/28/2019 12H,1307
07/28/2019 11H,274
07/28/2019 10H,7
07/28/2019 09H,7
07/28/2019 08H,11
07/28/2019 07H,97
07/28/2019 06H,194
07/28/2019 05H,206
07/28/2019 04H,214
07/28/2019 03H,2417
07/28/2019 02H,3876
07/28/2019 01H,10575
07/28/2019 00H,15145
07/27/2019 23H,18440
07/27/2019 22H,21112
07/27/2019 21H,23106
07/27/2019 20H,23819
07/27/2019 19H,24289
07/27/2019 18H,24396
07/27/2019 17H,23642
07/27/2019 16H,21759
07/27/2019 15H,17631
07/27/2019 14H,9884
07/27/2019 13H,3479
07/27/2019 12H,1334
07/27/2019 11H,258
07/27/2019 10H,8
07/27/2019 09H,4
07/27/2019 08H,147
07/27/2019 07H,201
07/27/2019 06H,203
07/27/2019 05H,204
07/27/2019 04H,197
07/27/2019 03H,422
07/27/2019 02H,3594
07/27/2019 01H,10354
07/27/2019 00H,14937
07/26/2019 23H,17553
07/26/2019 22H,19504
07/26/2019 21H,20897
07/26/2019 20H,21412
07/26/2019 19H,23012
07/26/2019 18H,23226
07/26/2019 17H,22478
07/26/2019 16H,21111
07/26/2019 15H,16879
07/26/2019 14H,8670
07/26/2019 13H,3015
07/26/2019 12H,1101
07/26/2019 11H,202
07/26/2019 10H,9
07/26/2019 09H,7
07/26/2019 08H,13
07/26/2019 07H,8
07/26/2019 06H,99
07/26/2019 05H,206
07/26/2019 04H,222
07/26/2019 03H,461
07/26/2019 02H,2920
07/26/2019 01H,6539
07/26/2019 00H,10204
07/25/2019 23H,13542
07/25/2019 22H,15760
07/25/2019 21H,17629
07/25/2019 20H,18862
07/25/2019 19H,19026
07/25/2019 18H,19238
07/25/2019 17H,17303
07/25/2019 16H,15767
07/25/2019 15H,13443
07/25/2019 14H,8087
07/25/2019 13H,3303
07/25/2019 12H,1369
07/25/2019 11H,294
07/25/2019 10H,51
07/25/2019 09H,75
07/25/2019 08H,77
07/25/2019 07H,74
07/25/2019 06H,76
07/25/2019 05H,149
07/25/2019 04H,421
07/25/2019 03H,1932
07/25/2019 02H,3214
07/25/2019 01H,8931
07/25/2019 00H,12841
07/24/2019 23H,15872
07/24/2019 22H,18121
07/24/2019 21H,19524
07/24/2019 20H,20284
07/24/2019 19H,20373
07/24/2019 18H,20123
07/24/2019 17H,20138
07/24/2019 16H,18699
07/24/2019 15H,14642
07/24/2019 14H,8142
07/24/2019 13H,2865
07/24/2019 12H,982
07/24/2019 11H,163
07/24/2019 10H,62
07/24/2019 09H,37
07/24/2019 08H,30
07/24/2019 07H,198
07/24/2019 06H,215
07/24/2019 05H,329
07/24/2019 04H,328
07/24/2019 03H,540
07/24/2019 02H,2942
07/24/2019 01H,7079
07/24/2019 00H,10458
07/23/2019 23H,13043
07/23/2019 22H,15047
07/23/2019 21H,17034
07/23/2019 20H,16781
07/23/2019 19H,17252
07/23/2019 18H,17476
07/23/2019 17H,16884
07/23/2019 16H,14787
07/23/2019 15H,11077
07/23/2019 14H,6120
07/23/2019 13H,2163
07/23/2019 12H,635
07/23/2019 11H,67
07/23/2019 10H,54
07/23/2019 09H,73
07/23/2019 08H,45
07/23/2019 07H,53
07/23/2019 06H,79
07/23/2019 05H,61
07/23/2019 04H,71
07/23/2019 03H,444
07/23/2019 02H,2940
07/23/2019 01H,7684
07/23/2019 00H,11242
07/22/2019 23H,13941
07/22/2019 22H,16189
07/22/2019 21H,16893
07/22/2019 20H,18966
07/22/2019 19H,21456
07/22/2019 18H,20673
07/22/2019 17H,19941
07/22/2019 16H,18761
07/22/2019 15H,16373
07/22/2019 14H,9274
07/22/2019 13H,3464
07/22/2019 12H,1310
07/22/2019 11H,385
07/22/2019 10H,24
07/22/2019 09H,26
07/22/2019 08H,25
07/22/2019 07H,161
07/22/2019 06H,245
07/22/2019 05H,257
07/22/2019 04H,261
07/22/2019 03H,2321
07/22/2019 02H,3929
07/22/2019 01H,10182
07/22/2019 00H,14685
07/21/2019 23H,17517
07/21/2019 22H,20955
07/21/2019 21H,22577
07/21/2019 20H,23552
07/21/2019 19H,24110
07/21/2019 18H,24467
07/21/2019 17H,23747
07/21/2019 16H,22356
07/21/2019 15H,18594
07/21/2019 14H,10502
07/21/2019 13H,3459
07/21/2019 12H,1368
07/21/2019 11H,355
07/21/2019 10H,27
07/21/2019 09H,43
07/21/2019 08H,133
07/21/2019 07H,248
07/21/2019 06H,264
07/21/2019 05H,285
07/21/2019 04H,270
07/21/2019 03H,615
07/21/2019 02H,4761
07/21/2019 01H,11654
07/21/2019 00H,15988
07/20/2019 23H,18990
07/20/2019 22H,21148
07/20/2019 21H,22397
07/20/2019 20H,23557
07/20/2019 19H,24210
07/20/2019 18H,24305
07/20/2019 17H,23907
07/20/2019 16H,22425
07/20/2019 15H,18619
07/20/2019 14H,10234
07/20/2019 13H,3270
07/20/2019 12H,1312
07/20/2019 11H,351
07/20/2019 10H,46
07/20/2019 09H,45
07/20/2019 08H,44
07/20/2019 07H,35
07/20/2019 06H,60
07/20/2019 05H,147
07/20/2019 04H,216
07/20/2019 03H,688
07/20/2019 02H,5080
07/20/2019 01H,12129
07/20/2019 00H,16246
07/19/2019 23H,18710
07/19/2019 22H,20672
07/19/2019 21H,22039
07/19/2019 20H,22940
07/19/2019 19H,22876
07/19/2019 18H,22222
07/19/2019 17H,22461
07/19/2019 16H,21180
07/19/2019 15H,17543
07/19/2019 14H,9623
07/19/2019 13H,2854
07/19/2019 12H,1007
07/19/2019 11H,141
07/19/2019 10H,34
07/19/2019 09H,29
07/19/2019 08H,125
07/19/2019 07H,229
07/19/2019 06H,239
07/19/2019 05H,308
07/19/2019 04H,311
07/19/2019 03H,770
07/19/2019 02H,4967
07/19/2019 01H,11787
07/19/2019 00H,16046
07/18/2019 23H,18448
07/18/2019 22H,20704
07/18/2019 21H,22497
07/18/2019 20H,23513
07/18/2019 19H,24322
07/18/2019 18H,24254
07/18/2019 17H,23604
07/18/2019 16H,22045
07/18/2019 15H,18257
07/18/2019 14H,10083
07/18/2019 13H,3018
07/18/2019 12H,1053
07/18/2019 11H,245
07/18/2019 10H,80
07/18/2019 09H,76
07/18/2019 08H,77
07/18/2019 07H,74
07/18/2019 06H,68
07/18/2019 05H,62
07/18/2019 04H,68
07/18/2019 03H,397
07/18/2019 02H,4052
07/18/2019 01H,10422
07/18/2019 00H,14720
07/17/2019 23H,17532
07/17/2019 22H,20561
07/17/2019 21H,22801
07/17/2019 20H,23817
07/17/2019 19H,24249
07/17/2019 18H,24399
07/17/2019 17H,23820
07/17/2019 16H,22352
07/17/2019 15H,18552
07/17/2019 14H,10471
07/17/2019 13H,3548
07/17/2019 12H,1390
07/17/2019 11H,303
07/17/2019 10H,64
07/17/2019 09H,40
07/17/2019 08H,21
07/17/2019 07H,39
07/17/2019 06H,54
07/17/2019 05H,57
07/17/2019 04H,65
07/17/2019 03H,459
07/17/2019 02H,4619
07/17/2019 01H,11035
07/17/2019 00H,14894
07/16/2019 23H,17844
07/16/2019 22H,20352
07/16/2019 21H,22263
07/16/2019 20H,23675
07/16/2019 19H,24363
07/16/2019 18H,24471
07/16/2019 17H,23977
07/16/2019 16H,22537
07/16/2019 15H,18772
07/16/2019 14H,10520
07/16/2019 13H,3535
07/16/2019 12H,1282
07/16/2019 11H,267
07/16/2019 10H,2
07/16/2019 09H,-2
07/16/2019 08H,129
07/16/2019 07H,217
07/16/2019 06H,227
07/16/2019 05H,233
07/16/2019 04H,245
07/16/2019 03H,596
07/16/2019 02H,4988
07/16/2019 01H,11727
07/16/2019 00H,15870
07/15/2019 23H,18570
07/15/2019 22H,21408
07/15/2019 21H,22972
