Net generation from wind for United States Lower 48 (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390105&sdid=EBA.US48-ALL.NG.WND.H
17:18:27 GMT+0200 (czas środkowoeuropejski letni)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.US48-ALL.NG.WND.H megawatthours
12/17/2019 00H,40412
12/16/2019 23H,39860
12/16/2019 22H,39081
12/16/2019 21H,37199
12/16/2019 20H,35252
12/16/2019 19H,32867
12/16/2019 18H,31146
12/16/2019 17H,30008
12/16/2019 16H,29347
12/16/2019 15H,28986
12/16/2019 14H,30419
12/16/2019 13H,31086
12/16/2019 12H,31785
12/16/2019 11H,31782
12/16/2019 10H,31987
12/16/2019 09H,32646
12/16/2019 08H,33288
12/16/2019 07H,33711
12/16/2019 06H,25413
12/16/2019 05H,30825
12/16/2019 04H,28631
12/16/2019 03H,29604
12/16/2019 02H,30448
12/16/2019 01H,30679
12/16/2019 00H,29844
12/15/2019 23H,29529
12/15/2019 22H,29157
12/15/2019 21H,29020
12/15/2019 20H,29535
12/15/2019 19H,29916
12/15/2019 18H,28431
12/15/2019 17H,27068
12/15/2019 16H,27449
12/15/2019 15H,29731
12/15/2019 14H,30759
12/15/2019 13H,30940
12/15/2019 12H,32229
12/15/2019 11H,31937
12/15/2019 10H,32554
12/15/2019 09H,33676
12/15/2019 08H,34484
12/15/2019 07H,35994
12/15/2019 06H,40577
12/15/2019 05H,37965
12/15/2019 04H,42432
12/15/2019 03H,42260
12/15/2019 02H,39477
12/15/2019 01H,36219
12/15/2019 00H,32297
12/14/2019 23H,31185
12/14/2019 22H,31880
12/14/2019 21H,32548
12/14/2019 20H,31946
12/14/2019 19H,30471
12/14/2019 18H,28401
12/14/2019 17H,27400
12/14/2019 16H,26902
12/14/2019 15H,28384
12/14/2019 14H,28824
12/14/2019 13H,27716
12/14/2019 12H,27883
12/14/2019 11H,28312
12/14/2019 10H,29810
12/14/2019 09H,31154
12/14/2019 08H,31444
12/14/2019 07H,32170
12/14/2019 06H,25554
12/14/2019 05H,30579
12/14/2019 04H,24511
12/14/2019 03H,22981
12/14/2019 02H,22452
12/14/2019 01H,22027
12/14/2019 00H,22554
12/13/2019 23H,25083
12/13/2019 22H,27058
12/13/2019 21H,26341
12/13/2019 20H,25787
12/13/2019 19H,24867
12/13/2019 18H,23978
12/13/2019 17H,23354
12/13/2019 16H,25015
12/13/2019 15H,27698
12/13/2019 14H,28514
12/13/2019 13H,29049
12/13/2019 12H,29082
12/13/2019 11H,30282
12/13/2019 10H,31654
12/13/2019 09H,31973
12/13/2019 08H,33081
12/13/2019 07H,33478
12/13/2019 06H,33533
12/13/2019 05H,30948
12/13/2019 04H,33453
12/13/2019 03H,33867
12/13/2019 02H,33777
12/13/2019 01H,32488
12/13/2019 00H,30742
12/12/2019 23H,30071
12/12/2019 22H,29263
12/12/2019 21H,30031
12/12/2019 20H,30809
12/12/2019 19H,31670
12/12/2019 18H,32796
12/12/2019 17H,33404
12/12/2019 16H,34540
12/12/2019 15H,37880
12/12/2019 14H,40572
12/12/2019 13H,41254
12/12/2019 12H,42357
12/12/2019 11H,43070
12/12/2019 10H,42759
12/12/2019 09H,43114
12/12/2019 08H,43460
12/12/2019 07H,43460
12/12/2019 06H,56137
12/12/2019 05H,54710
12/12/2019 04H,55943
12/12/2019 03H,53691
12/12/2019 02H,49227
12/12/2019 01H,43940
12/12/2019 00H,40437
12/11/2019 23H,38156
12/11/2019 22H,36345
12/11/2019 21H,33923
12/11/2019 20H,30865
12/11/2019 19H,27104
12/11/2019 18H,24772
12/11/2019 17H,24466
12/11/2019 16H,26550
12/11/2019 15H,29948
12/11/2019 14H,31954
12/11/2019 13H,33526
12/11/2019 12H,36259
12/11/2019 11H,37362
12/11/2019 10H,37234
12/11/2019 09H,37116
12/11/2019 08H,37228
12/11/2019 07H,36902
12/11/2019 06H,36153
12/11/2019 05H,41791
12/11/2019 04H,37390
12/11/2019 03H,37020
12/11/2019 02H,36318
12/11/2019 01H,35688
12/11/2019 00H,33679
12/10/2019 23H,33524
12/10/2019 22H,34195
12/10/2019 21H,35575
12/10/2019 20H,36119
12/10/2019 19H,36636
12/10/2019 18H,35960
12/10/2019 17H,35767
12/10/2019 16H,35877
12/10/2019 15H,37361
12/10/2019 14H,37736
12/10/2019 13H,37848
12/10/2019 12H,38491
12/10/2019 11H,39053
12/10/2019 10H,39961
12/10/2019 09H,42104
12/10/2019 08H,44154
12/10/2019 07H,45667
12/10/2019 06H,47001
12/10/2019 05H,46488
12/10/2019 04H,50572
12/10/2019 03H,50790
12/10/2019 02H,50387
12/10/2019 01H,51973
12/10/2019 00H,53299
12/9/2019 23H,52391
12/9/2019 22H,52119
12/9/2019 21H,51400
12/9/2019 20H,50526
12/9/2019 19H,50885
12/9/2019 18H,49814
12/9/2019 17H,49060
12/9/2019 16H,48615
12/9/2019 15H,49792
12/9/2019 14H,48871
12/9/2019 13H,47516
12/9/2019 12H,45792
12/9/2019 11H,44841
12/9/2019 10H,43635
12/9/2019 09H,43343
12/9/2019 08H,42895
12/9/2019 07H,44235
12/9/2019 06H,39376
12/9/2019 05H,40941
12/9/2019 04H,40643
12/9/2019 03H,41405
12/9/2019 02H,40017
12/9/2019 01H,36303
12/9/2019 00H,33843
12/8/2019 23H,34268
12/8/2019 22H,36216
12/8/2019 21H,36657
12/8/2019 20H,35604
12/8/2019 19H,34223
12/8/2019 18H,34511
12/8/2019 17H,35821
12/8/2019 16H,39275
12/8/2019 15H,44329
12/8/2019 14H,46867
12/8/2019 13H,47940
12/8/2019 12H,48913
12/8/2019 11H,51146
12/8/2019 10H,52913
12/8/2019 09H,53645
12/8/2019 08H,54270
12/8/2019 07H,55299
12/8/2019 06H,55747
12/8/2019 05H,51780
12/8/2019 04H,57478
12/8/2019 03H,56800
12/8/2019 02H,54407
12/8/2019 01H,50205
12/8/2019 00H,46113
12/7/2019 23H,42681
12/7/2019 22H,41286
12/7/2019 21H,40005
12/7/2019 20H,38641
12/7/2019 19H,37705
12/7/2019 18H,36906
12/7/2019 17H,36035
12/7/2019 16H,36527
12/7/2019 15H,36769
12/7/2019 14H,36930
12/7/2019 13H,36901
12/7/2019 12H,35725
12/7/2019 11H,35373
12/7/2019 10H,35427
12/7/2019 09H,34961
12/7/2019 08H,34718
12/7/2019 07H,34518
12/7/2019 06H,24826
12/7/2019 05H,29988
12/7/2019 04H,24077
12/7/2019 03H,22743
12/7/2019 02H,21167
12/7/2019 01H,19337
12/7/2019 00H,17426
12/6/2019 23H,16299
12/6/2019 22H,16434
12/6/2019 21H,17789
12/6/2019 20H,18757
12/6/2019 19H,19981
12/6/2019 18H,22538
12/6/2019 17H,25342
12/6/2019 16H,28809
12/6/2019 15H,31862
12/6/2019 14H,34789
12/6/2019 13H,36859
12/6/2019 12H,37575
12/6/2019 11H,37990
12/6/2019 10H,38448
12/6/2019 09H,38830
12/6/2019 08H,39631
12/6/2019 07H,40590
12/6/2019 06H,51621
12/6/2019 05H,49742
12/6/2019 04H,51191
12/6/2019 03H,49525
12/6/2019 02H,47733
12/6/2019 01H,44630
12/6/2019 00H,42364
12/5/2019 23H,40845
12/5/2019 22H,38925
12/5/2019 21H,37819
12/5/2019 20H,37148
12/5/2019 19H,36377
12/5/2019 18H,35497
12/5/2019 17H,35499
12/5/2019 16H,36918
12/5/2019 15H,38790
12/5/2019 14H,38554
12/5/2019 13H,37885
12/5/2019 12H,37071
12/5/2019 11H,36746
12/5/2019 10H,36230
12/5/2019 09H,37168
12/5/2019 08H,38577
12/5/2019 07H,38630
12/5/2019 06H,35022
12/5/2019 05H,37674
12/5/2019 04H,36490
12/5/2019 03H,35877
12/5/2019 02H,33360
12/5/2019 01H,29982
12/5/2019 00H,25403
12/4/2019 23H,23559
12/4/2019 22H,23962
12/4/2019 21H,25335
12/4/2019 20H,25510
12/4/2019 19H,24503
12/4/2019 18H,24355
12/4/2019 17H,25557
12/4/2019 16H,29210
12/4/2019 15H,34446
12/4/2019 14H,36412
12/4/2019 13H,36075
12/4/2019 12H,36588
12/4/2019 11H,36213
12/4/2019 10H,36212
12/4/2019 09H,36645
12/4/2019 08H,37133
12/4/2019 07H,36882
12/4/2019 06H,42049
12/4/2019 05H,38518
12/4/2019 04H,42787
12/4/2019 03H,43755
12/4/2019 02H,43801
12/4/2019 01H,42799
12/4/2019 00H,40735
12/3/2019 23H,39079
12/3/2019 22H,39065
12/3/2019 21H,40214
12/3/2019 20H,40658
12/3/2019 19H,39600
12/3/2019 18H,39251
12/3/2019 17H,39521
12/3/2019 16H,41007
12/3/2019 15H,44512
12/3/2019 14H,44756
12/3/2019 13H,44530
12/3/2019 12H,44280
12/3/2019 11H,44819
12/3/2019 10H,44492
12/3/2019 09H,44407
12/3/2019 08H,45260
12/3/2019 07H,46090
12/3/2019 06H,45970
12/3/2019 05H,49783
12/3/2019 04H,46219
12/3/2019 03H,44521
12/3/2019 02H,41270
12/3/2019 01H,36507
12/3/2019 00H,31578
12/2/2019 23H,28945
12/2/2019 22H,27763
12/2/2019 21H,26994
12/2/2019 20H,25585
12/2/2019 19H,23421
12/2/2019 18H,21405
12/2/2019 17H,20562
12/2/2019 16H,20973
12/2/2019 15H,22801
12/2/2019 14H,24339
12/2/2019 13H,24785
12/2/2019 12H,26389
12/2/2019 11H,27858
12/2/2019 10H,28710
12/2/2019 09H,30576
12/2/2019 08H,32035
12/2/2019 07H,33857
12/2/2019 06H,35921
12/2/2019 05H,35685
12/2/2019 04H,37467
12/2/2019 03H,37862
12/2/2019 02H,37559
12/2/2019 01H,37049
12/2/2019 00H,36451
12/1/2019 23H,37341
12/1/2019 22H,38645
12/1/2019 21H,40411
12/1/2019 20H,41135
12/1/2019 19H,42508
12/1/2019 18H,44619
12/1/2019 17H,47571
12/1/2019 16H,46367
12/1/2019 15H,45541
12/1/2019 14H,46566
12/1/2019 13H,48568
12/1/2019 12H,50045
12/1/2019 11H,51030
12/1/2019 10H,51341
12/1/2019 09H,51540
12/1/2019 08H,51492
12/1/2019 07H,51033
12/1/2019 06H,50724
12/1/2019 05H,50786
12/1/2019 04H,52900
12/1/2019 03H,55532
12/1/2019 02H,56851
12/1/2019 01H,55838
12/1/2019 00H,55089
11/30/2019 23H,54171
11/30/2019 22H,54259
11/30/2019 21H,54143
11/30/2019 20H,53272
11/30/2019 19H,52046
11/30/2019 18H,52533
11/30/2019 17H,51722
11/30/2019 16H,49541
11/30/2019 15H,49020
11/30/2019 14H,48129
11/30/2019 13H,47604
11/30/2019 12H,46505
11/30/2019 11H,45429
11/30/2019 10H,45055
11/30/2019 09H,43414
11/30/2019 08H,43574
11/30/2019 07H,44734
11/30/2019 06H,45766
11/30/2019 05H,44086
11/30/2019 04H,43733
11/30/2019 03H,42417
11/30/2019 02H,40710
11/30/2019 01H,40535
11/30/2019 00H,39422
11/29/2019 23H,37429
11/29/2019 22H,34324
11/29/2019 21H,32039
11/29/2019 20H,30737
11/29/2019 19H,28904
11/29/2019 18H,25746
11/29/2019 17H,23383
11/29/2019 16H,20338
11/29/2019 15H,18157
11/29/2019 14H,16507
11/29/2019 13H,15206
11/29/2019 12H,14890
11/29/2019 11H,15398
11/29/2019 10H,15801
11/29/2019 09H,15295
11/29/2019 08H,15941
11/29/2019 07H,15748
11/29/2019 06H,24839
11/29/2019 05H,30333
11/29/2019 04H,25574
11/29/2019 03H,27456
11/29/2019 02H,28416
11/29/2019 01H,27423
11/29/2019 00H,25769
11/28/2019 23H,25435
11/28/2019 22H,25954
11/28/2019 21H,26760
11/28/2019 20H,27726
11/28/2019 19H,28604
11/28/2019 18H,29473
11/28/2019 17H,30541
11/28/2019 16H,31558
11/28/2019 15H,32674
11/28/2019 14H,33445
11/28/2019 13H,33585
11/28/2019 12H,33540
11/28/2019 11H,34462
11/28/2019 10H,35714
11/28/2019 09H,37079
11/28/2019 08H,39530
11/28/2019 07H,42653
11/28/2019 06H,44247
11/28/2019 05H,45135
11/28/2019 04H,47439
11/28/2019 03H,49247
11/28/2019 02H,50498
11/28/2019 01H,51566
11/28/2019 00H,52820
11/27/2019 23H,52529
11/27/2019 22H,53575
11/27/2019 21H,55459
11/27/2019 20H,54843
11/27/2019 19H,54092
11/27/2019 18H,53148
11/27/2019 17H,53125
11/27/2019 16H,51422
11/27/2019 15H,49360
11/27/2019 14H,50603
11/27/2019 13H,50212
11/27/2019 12H,50816
11/27/2019 11H,50708
11/27/2019 10H,51042
11/27/2019 09H,53205
11/27/2019 08H,54173
11/27/2019 07H,54300
11/27/2019 06H,57030
11/27/2019 05H,55313
11/27/2019 04H,59003
11/27/2019 03H,59753
11/27/2019 02H,60237
11/27/2019 01H,60097
11/27/2019 00H,57806
11/26/2019 23H,54676
11/26/2019 22H,52373
11/26/2019 21H,49421
11/26/2019 20H,46408
11/26/2019 19H,45135
11/26/2019 18H,45113
11/26/2019 17H,45554
11/26/2019 16H,47019
11/26/2019 15H,50245
11/26/2019 14H,51732
11/26/2019 13H,50673
11/26/2019 12H,49242
11/26/2019 11H,49235
11/26/2019 10H,50140
11/26/2019 09H,50965
11/26/2019 08H,52166
11/26/2019 07H,52971
11/26/2019 06H,53520
11/26/2019 05H,55171
11/26/2019 04H,52398
11/26/2019 03H,50140
11/26/2019 02H,48043
11/26/2019 01H,46115
11/26/2019 00H,44996
11/25/2019 23H,45634
11/25/2019 22H,46179
11/25/2019 21H,44737
11/25/2019 20H,44879
11/25/2019 19H,45607
11/25/2019 18H,46347
11/25/2019 17H,45224
11/25/2019 16H,47535
11/25/2019 15H,52153
11/25/2019 14H,54582
11/25/2019 13H,54537
11/25/2019 12H,52958
11/25/2019 11H,52786
11/25/2019 10H,52956
11/25/2019 09H,53639
11/25/2019 08H,56094
11/25/2019 07H,55953
11/25/2019 06H,53359
11/25/2019 05H,53810
11/25/2019 04H,55672
11/25/2019 03H,55284
11/25/2019 02H,51315
11/25/2019 01H,45190
11/25/2019 00H,38649
11/24/2019 23H,35179
11/24/2019 22H,33813
11/24/2019 21H,33186
11/24/2019 20H,31585
11/24/2019 19H,29207
11/24/2019 18H,25503
11/24/2019 17H,23891
11/24/2019 16H,26866
11/24/2019 15H,31304
11/24/2019 14H,33414
11/24/2019 13H,34495
11/24/2019 12H,35127
11/24/2019 11H,36155
11/24/2019 10H,36860
11/24/2019 09H,38253
11/24/2019 08H,38721
11/24/2019 07H,37277
11/24/2019 06H,39846
11/24/2019 05H,36486
11/24/2019 04H,40537
11/24/2019 03H,40145
11/24/2019 02H,38797
11/24/2019 01H,37177
11/24/2019 00H,35057
11/23/2019 23H,33990
11/23/2019 22H,34702
11/23/2019 21H,35328
11/23/2019 20H,35028
11/23/2019 19H,34604
11/23/2019 18H,34114
11/23/2019 17H,33473
11/23/2019 16H,34998
11/23/2019 15H,38466
11/23/2019 14H,39755
11/23/2019 13H,39236
11/23/2019 12H,38423
11/23/2019 11H,37418
11/23/2019 10H,36239
11/23/2019 09H,35799
11/23/2019 08H,35846
11/23/2019 07H,35019
11/23/2019 06H,34002
11/23/2019 05H,39118
11/23/2019 04H,33353
11/23/2019 03H,31879
11/23/2019 02H,30448
11/23/2019 01H,28405
11/23/2019 00H,26662
11/22/2019 23H,26058
11/22/2019 22H,26156
11/22/2019 21H,26415
11/22/2019 20H,27135
11/22/2019 19H,26864
11/22/2019 18H,26984
11/22/2019 17H,27331
11/22/2019 16H,28947
11/22/2019 15H,30169
11/22/2019 14H,31750
11/22/2019 13H,32696
11/22/2019 12H,33738
11/22/2019 11H,35366
11/22/2019 10H,37759
11/22/2019 09H,40034
11/22/2019 08H,43170
11/22/2019 07H,43903
11/22/2019 06H,38301
11/22/2019 05H,38402
11/22/2019 04H,40456
11/22/2019 03H,43336
11/22/2019 02H,45119
11/22/2019 01H,45971
11/22/2019 00H,46616
11/21/2019 23H,47413
11/21/2019 22H,47341
11/21/2019 21H,46362
11/21/2019 20H,45231
11/21/2019 19H,44753
11/21/2019 18H,45816
11/21/2019 17H,47781
11/21/2019 16H,48866
11/21/2019 15H,49333
11/21/2019 14H,49950
11/21/2019 13H,48945
11/21/2019 12H,46703
11/21/2019 11H,46841
11/21/2019 10H,47203
11/21/2019 09H,47928
11/21/2019 08H,48413
11/21/2019 07H,51069
11/21/2019 06H,53337
11/21/2019 05H,48976
11/21/2019 04H,54912
11/21/2019 03H,57385
11/21/2019 02H,57374
11/21/2019 01H,57074
11/21/2019 00H,56041
11/20/2019 23H,54195
11/20/2019 22H,53978
11/20/2019 21H,54698
11/20/2019 20H,55736
11/20/2019 19H,55777
11/20/2019 18H,55397
11/20/2019 17H,54266
11/20/2019 16H,53097
11/20/2019 15H,52619
11/20/2019 14H,51643
11/20/2019 13H,48901
11/20/2019 12H,47316
11/20/2019 11H,44921
11/20/2019 10H,43160
11/20/2019 09H,41630
11/20/2019 08H,42096
11/20/2019 07H,42621
11/20/2019 06H,43078
11/20/2019 05H,43547
11/20/2019 04H,42340
11/20/2019 03H,41557
11/20/2019 02H,40620
11/20/2019 01H,38848
11/20/2019 00H,32692
11/19/2019 23H,30269
11/19/2019 22H,31711
11/19/2019 21H,32047
11/19/2019 20H,31662
11/19/2019 19H,27604
11/19/2019 18H,23649
11/19/2019 17H,21344
11/19/2019 16H,21700
11/19/2019 15H,26089
11/19/2019 14H,26120
11/19/2019 13H,26022
11/19/2019 12H,26791
11/19/2019 11H,27365
11/19/2019 10H,28206
11/19/2019 09H,27723
11/19/2019 08H,27151
11/19/2019 07H,26807
11/19/2019 06H,26012
11/19/2019 05H,24941
11/19/2019 04H,23839
11/19/2019 03H,22787
11/19/2019 02H,20628
11/19/2019 01H,18269
11/19/2019 00H,16560
11/18/2019 23H,17445
11/18/2019 22H,20247
11/18/2019 21H,20487
11/18/2019 20H,19672
11/18/2019 19H,19271
11/18/2019 18H,20162
11/18/2019 17H,21035
11/18/2019 16H,23054
11/18/2019 15H,30230
11/18/2019 14H,32256
11/18/2019 13H,32251
11/18/2019 12H,31967
11/18/2019 11H,30790
11/18/2019 10H,29393
11/18/2019 09H,28727
11/18/2019 08H,27978
11/18/2019 07H,25885
11/18/2019 06H,23608
11/18/2019 05H,24317
11/18/2019 04H,19000
11/18/2019 03H,17115
11/18/2019 02H,16670
11/18/2019 01H,16911
11/18/2019 00H,17465
11/17/2019 23H,20628
11/17/2019 22H,23853
11/17/2019 21H,26385
11/17/2019 20H,28062
11/17/2019 19H,29645
11/17/2019 18H,31965
11/17/2019 17H,33846
11/17/2019 16H,34856
11/17/2019 15H,35070
11/17/2019 14H,36117
11/17/2019 13H,35619
11/17/2019 12H,36452
11/17/2019 11H,38656
11/17/2019 10H,40236
11/17/2019 09H,42329
11/17/2019 08H,44371
11/17/2019 07H,46695
11/17/2019 06H,47955
11/17/2019 05H,47898
11/17/2019 04H,50477
11/17/2019 03H,52094
11/17/2019 02H,51079
11/17/2019 01H,47931
11/17/2019 00H,44176
11/16/2019 23H,41718
11/16/2019 22H,41158
11/16/2019 21H,41040
11/16/2019 20H,40419
11/16/2019 19H,40063
11/16/2019 18H,40550
11/16/2019 17H,41005
11/16/2019 16H,42969
11/16/2019 15H,46978
11/16/2019 14H,49832
11/16/2019 13H,49878
11/16/2019 12H,49509
11/16/2019 11H,49672
11/16/2019 10H,50179
11/16/2019 09H,50438
11/16/2019 08H,51048
11/16/2019 07H,51146
11/16/2019 06H,51416
11/16/2019 05H,51303
11/16/2019 04H,51114
11/16/2019 03H,49291
11/16/2019 02H,47054
11/16/2019 01H,41858
11/16/2019 00H,36192
11/15/2019 23H,32126
11/15/2019 22H,29325
11/15/2019 21H,27724
11/15/2019 20H,26254
11/15/2019 19H,24692
11/15/2019 18H,22727
11/15/2019 17H,20559
11/15/2019 16H,19981
11/15/2019 15H,22823
11/15/2019 14H,24675
11/15/2019 13H,26547
11/15/2019 12H,28091
11/15/2019 11H,30029
11/15/2019 10H,31313
11/15/2019 09H,31596
11/15/2019 08H,31114
11/15/2019 07H,30519
11/15/2019 06H,30162
11/15/2019 05H,28588
11/15/2019 04H,26525
11/15/2019 03H,25016
11/15/2019 02H,23487
11/15/2019 01H,21457
11/15/2019 00H,18798
11/14/2019 23H,18729
11/14/2019 22H,20053
11/14/2019 21H,21501
11/14/2019 20H,22226
11/14/2019 19H,22100
11/14/2019 18H,22610
11/14/2019 17H,22131
11/14/2019 16H,20487
11/14/2019 15H,22672
11/14/2019 14H,25809
11/14/2019 13H,26054
11/14/2019 12H,25488
11/14/2019 11H,24841
11/14/2019 10H,24063
11/14/2019 09H,22524
11/14/2019 08H,20936
11/14/2019 07H,19735
11/14/2019 06H,19404
11/14/2019 05H,20629
11/14/2019 04H,21159
11/14/2019 03H,23914
11/14/2019 02H,25288
11/14/2019 01H,26037
11/14/2019 00H,26239
11/13/2019 23H,29098
11/13/2019 22H,33368
11/13/2019 21H,35363
11/13/2019 20H,35360
11/13/2019 19H,36749
11/13/2019 18H,37461
11/13/2019 17H,39520
11/13/2019 16H,39920
11/13/2019 15H,43184
11/13/2019 14H,44275
11/13/2019 13H,44961
11/13/2019 12H,45204
11/13/2019 11H,44838
11/13/2019 10H,44998
11/13/2019 09H,44040
11/13/2019 08H,42143
11/13/2019 07H,41792
11/13/2019 06H,41865
11/13/2019 05H,44264
11/13/2019 04H,42376
11/13/2019 03H,41899
11/13/2019 02H,41657
11/13/2019 01H,40126
11/13/2019 00H,37905
11/12/2019 23H,36669
11/12/2019 22H,34791
11/12/2019 21H,32646
11/12/2019 20H,30635
11/12/2019 19H,27838
11/12/2019 18H,26715
11/12/2019 17H,25820
11/12/2019 16H,25007
11/12/2019 15H,26206
11/12/2019 14H,27633
11/12/2019 13H,29284
11/12/2019 12H,30797
11/12/2019 11H,31933
11/12/2019 10H,32983
11/12/2019 09H,34455
11/12/2019 08H,35922
11/12/2019 07H,38146
11/12/2019 06H,40630
11/12/2019 05H,40645
11/12/2019 04H,46428
11/12/2019 03H,46851
11/12/2019 02H,47478
11/12/2019 01H,48271
11/12/2019 00H,49502
11/11/2019 23H,50925
11/11/2019 22H,50834
11/11/2019 21H,50348
11/11/2019 20H,50004
11/11/2019 19H,49782
11/11/2019 18H,48448
11/11/2019 17H,47987
11/11/2019 16H,47946
11/11/2019 15H,46213
11/11/2019 14H,45827
11/11/2019 13H,42456
11/11/2019 12H,43465
11/11/2019 11H,45043
11/11/2019 10H,44240
11/11/2019 09H,44314
11/11/2019 08H,44074
11/11/2019 07H,45109
11/11/2019 06H,46297
11/11/2019 05H,48887
11/11/2019 04H,46756
11/11/2019 03H,46243
11/11/2019 02H,44132
11/11/2019 01H,39970
11/11/2019 00H,36945
11/10/2019 23H,35556
11/10/2019 22H,34146
11/10/2019 21H,30273
11/10/2019 20H,25678
11/10/2019 19H,22661
11/10/2019 18H,22407
11/10/2019 17H,23867
11/10/2019 16H,26187
11/10/2019 15H,32079
11/10/2019 14H,36545
11/10/2019 13H,37773
11/10/2019 12H,37650
11/10/2019 11H,38596
11/10/2019 10H,39851
11/10/2019 09H,41496
11/10/2019 08H,42416
11/10/2019 07H,43597
11/10/2019 06H,44339
11/10/2019 05H,41803
11/10/2019 04H,42008
11/10/2019 03H,39886
11/10/2019 02H,35460
11/10/2019 01H,29549
11/10/2019 00H,22661
11/9/2019 23H,18354
11/9/2019 22H,17674
11/9/2019 21H,17958
11/9/2019 20H,16933
11/9/2019 19H,14555
11/9/2019 18H,13409
11/9/2019 17H,14050
11/9/2019 16H,17395
11/9/2019 15H,22756
11/9/2019 14H,28057
11/9/2019 13H,30359
11/9/2019 12H,33874
11/9/2019 11H,34958
11/9/2019 10H,35929
11/9/2019 09H,36101
11/9/2019 08H,36527
11/9/2019 07H,37657
11/9/2019 06H,37250
11/9/2019 05H,38859
11/9/2019 04H,37853
11/9/2019 03H,36292
11/9/2019 02H,33389
11/9/2019 01H,30309
11/9/2019 00H,26763
11/8/2019 23H,25897
11/8/2019 22H,26756
11/8/2019 21H,27350
11/8/2019 20H,27209
11/8/2019 19H,27022
11/8/2019 18H,26482
11/8/2019 17H,24906
11/8/2019 16H,25076
11/8/2019 15H,24241
11/8/2019 14H,25313
11/8/2019 13H,26527
11/8/2019 12H,26461
11/8/2019 11H,25714
11/8/2019 10H,25047
11/8/2019 09H,24566
11/8/2019 08H,24473
11/8/2019 07H,24841
11/8/2019 06H,24209
11/8/2019 05H,25470
11/8/2019 04H,23691
11/8/2019 03H,22936
11/8/2019 02H,22294
11/8/2019 01H,21366
11/8/2019 00H,21275
11/7/2019 23H,22060
11/7/2019 22H,23708
11/7/2019 21H,26159
11/7/2019 20H,27621
11/7/2019 19H,28286
11/7/2019 18H,28624
11/7/2019 17H,29569
11/7/2019 16H,31521
11/7/2019 15H,33790
11/7/2019 14H,35413
11/7/2019 13H,36269
11/7/2019 12H,36675
11/7/2019 11H,35198
11/7/2019 10H,35543
11/7/2019 09H,36028
11/7/2019 08H,36040
11/7/2019 07H,36835
11/7/2019 06H,37311
11/7/2019 05H,34125
11/7/2019 04H,36411
11/7/2019 03H,34215
11/7/2019 02H,32820
11/7/2019 01H,32871
11/7/2019 00H,32077
11/6/2019 23H,31928
11/6/2019 22H,32503
11/6/2019 21H,32562
11/6/2019 20H,32699
11/6/2019 19H,33055
11/6/2019 18H,32652
11/6/2019 17H,30774
11/6/2019 16H,27692
11/6/2019 15H,25950
11/6/2019 14H,27769
11/6/2019 13H,28404
11/6/2019 12H,30074
11/6/2019 11H,30475
11/6/2019 10H,30622
11/6/2019 09H,30216
11/6/2019 08H,29095
11/6/2019 07H,27891
11/6/2019 06H,26713
11/6/2019 05H,26439
11/6/2019 04H,22665
11/6/2019 03H,21810
11/6/2019 02H,20688
11/6/2019 01H,18252
11/6/2019 00H,14649
11/5/2019 23H,13477
11/5/2019 22H,13398
11/5/2019 21H,13896
11/5/2019 20H,14053
11/5/2019 19H,14312
11/5/2019 18H,14082
11/5/2019 17H,14178
11/5/2019 16H,13279
11/5/2019 15H,13657
11/5/2019 14H,16927
11/5/2019 13H,19973
11/5/2019 12H,22014
11/5/2019 11H,24309
11/5/2019 10H,26332
11/5/2019 09H,26764
11/5/2019 08H,28863
11/5/2019 07H,31839
11/5/2019 06H,34252
11/5/2019 05H,37982
11/5/2019 04H,36861
11/5/2019 03H,37044
11/5/2019 02H,35460
11/5/2019 01H,30689
11/5/2019 00H,25165
11/4/2019 23H,24213
11/4/2019 22H,24711
11/4/2019 21H,25849
11/4/2019 20H,26755
11/4/2019 19H,26231
11/4/2019 18H,25761
11/4/2019 17H,24695
11/4/2019 16H,23986
11/4/2019 15H,27404
11/4/2019 14H,33181
11/4/2019 13H,36918
11/4/2019 12H,38861
11/4/2019 11H,39418
11/4/2019 10H,39655
11/4/2019 09H,38497
11/4/2019 08H,38583
11/4/2019 07H,38945
11/4/2019 06H,38896
11/4/2019 05H,36694
11/4/2019 04H,36380
11/4/2019 03H,37406
11/4/2019 02H,34254
11/4/2019 01H,30294
11/4/2019 00H,26460
11/3/2019 23H,28169
11/3/2019 22H,30027
11/3/2019 21H,31511
11/3/2019 20H,33447
11/3/2019 19H,34651
11/3/2019 18H,34570
11/3/2019 17H,34530
11/3/2019 16H,33446
11/3/2019 15H,35220
11/3/2019 14H,38802
11/3/2019 13H,39681
11/3/2019 12H,39756
11/3/2019 11H,40055
11/3/2019 10H,40141
11/3/2019 09H,40333
11/3/2019 08H,39462
11/3/2019 07H,38327
11/3/2019 06H,36447
11/3/2019 05H,32610
11/3/2019 04H,29203
11/3/2019 03H,25862
11/3/2019 02H,23015
11/3/2019 01H,19615
11/3/2019 00H,17183
11/2/2019 23H,19077
11/2/2019 22H,23242
11/2/2019 21H,25751
11/2/2019 20H,25870
11/2/2019 19H,25360
11/2/2019 18H,23415
11/2/2019 17H,22507
11/2/2019 16H,20526
