Net generation from other for United States Lower 48 (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390105&sdid=EBA.US48-ALL.NG.OTH.H
17:14:21 GMT+0200 (czas środkowoeuropejski letni)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.US48-ALL.NG.OTH.H megawatthours
09/10/2020 02H,8119
09/10/2020 01H,9074
09/10/2020 00H,9038
09/9/2020 23H,9104
09/9/2020 22H,9162
09/9/2020 21H,9237
09/9/2020 20H,9274
09/9/2020 19H,9244
09/9/2020 18H,9190
09/9/2020 17H,9244
09/9/2020 16H,9156
09/9/2020 15H,9202
09/9/2020 14H,9120
09/9/2020 13H,8248
09/9/2020 12H,8097
09/9/2020 11H,8080
09/9/2020 10H,8042
09/9/2020 09H,7713
09/9/2020 08H,7735
09/9/2020 07H,7915
09/9/2020 06H,7944
09/9/2020 05H,8016
09/9/2020 04H,8035
09/9/2020 03H,8407
09/9/2020 02H,8505
09/9/2020 01H,9441
09/9/2020 00H,9350
09/8/2020 23H,9347
09/8/2020 22H,9371
09/8/2020 21H,9419
09/8/2020 20H,9338
09/8/2020 19H,9355
09/8/2020 18H,9317
09/8/2020 17H,9330
09/8/2020 16H,9431
09/8/2020 15H,9382
09/8/2020 14H,8830
09/8/2020 13H,7968
09/8/2020 12H,7783
09/8/2020 11H,7693
09/8/2020 10H,7211
09/8/2020 09H,6641
09/8/2020 08H,6681
09/8/2020 07H,7018
09/8/2020 06H,7492
09/8/2020 05H,7611
09/8/2020 04H,7627
09/8/2020 03H,8005
09/8/2020 02H,8118
09/8/2020 01H,9025
09/8/2020 00H,9098
09/7/2020 23H,9088
09/7/2020 22H,9057
09/7/2020 21H,9183
09/7/2020 20H,9088
09/7/2020 19H,8926
09/7/2020 18H,8891
09/7/2020 17H,8786
09/7/2020 16H,8806
09/7/2020 15H,8771
09/7/2020 14H,8531
09/7/2020 13H,7539
09/7/2020 12H,7303
09/7/2020 11H,7255
09/7/2020 10H,7011
09/7/2020 09H,6791
09/7/2020 08H,6876
09/7/2020 07H,6860
09/7/2020 06H,7322
09/7/2020 05H,7587
09/7/2020 04H,7711
09/7/2020 03H,7958
09/7/2020 02H,8413
09/7/2020 01H,8744
09/7/2020 00H,8767
09/6/2020 23H,8751
09/6/2020 22H,8924
09/6/2020 21H,9163
09/6/2020 20H,9057
09/6/2020 19H,8815
09/6/2020 18H,8688
09/6/2020 17H,8691
09/6/2020 16H,8468
09/6/2020 15H,8228
09/6/2020 14H,8003
09/6/2020 13H,7240
09/6/2020 12H,6597
09/6/2020 11H,6447
09/6/2020 10H,6251
09/6/2020 09H,6359
09/6/2020 08H,6746
09/6/2020 07H,7089
09/6/2020 06H,7180
09/6/2020 05H,7332
09/6/2020 04H,7935
09/6/2020 03H,8079
09/6/2020 02H,8330
09/6/2020 01H,8863
09/6/2020 00H,8755
09/5/2020 23H,8746
09/5/2020 22H,8717
09/5/2020 21H,8973
09/5/2020 20H,8901
09/5/2020 19H,8904
09/5/2020 18H,8760
09/5/2020 17H,8745
09/5/2020 16H,8522
09/5/2020 15H,8434
09/5/2020 14H,8239
09/5/2020 13H,7822
09/5/2020 12H,7360
09/5/2020 11H,7178
09/5/2020 10H,7322
09/5/2020 09H,7327
09/5/2020 08H,7355
09/5/2020 07H,7490
09/5/2020 06H,7607
09/5/2020 05H,7902
09/5/2020 04H,8216
09/5/2020 03H,8707
09/5/2020 02H,9026
09/5/2020 01H,9843
09/5/2020 00H,9638
09/4/2020 23H,9832
09/4/2020 22H,9909
09/4/2020 21H,9914
09/4/2020 20H,9833
09/4/2020 19H,9812
09/4/2020 18H,9816
09/4/2020 17H,9593
09/4/2020 16H,9575
09/4/2020 15H,9301
09/4/2020 14H,8850
09/4/2020 13H,8151
09/4/2020 12H,8033
09/4/2020 11H,8027
09/4/2020 10H,7787
09/4/2020 09H,7374
09/4/2020 08H,7622
09/4/2020 07H,7936
09/4/2020 06H,7991
09/4/2020 05H,8001
09/4/2020 04H,8445
09/4/2020 03H,8775
09/4/2020 02H,8861
09/4/2020 01H,9838
09/4/2020 00H,9896
09/3/2020 23H,9829
09/3/2020 22H,9804
09/3/2020 21H,9946
09/3/2020 20H,9772
09/3/2020 19H,9747
09/3/2020 18H,9607
09/3/2020 17H,9631
09/3/2020 16H,9539
09/3/2020 15H,9573
09/3/2020 14H,9296
09/3/2020 13H,8348
09/3/2020 12H,8188
09/3/2020 11H,8169
09/3/2020 10H,8084
09/3/2020 09H,7958
09/3/2020 08H,8001
09/3/2020 07H,8121
09/3/2020 06H,8198
09/3/2020 05H,8313
09/3/2020 04H,8383
09/3/2020 03H,8745
09/3/2020 02H,8809
09/3/2020 01H,9583
09/3/2020 00H,9620
09/2/2020 23H,9693
09/2/2020 22H,9753
09/2/2020 21H,9810
09/2/2020 20H,9800
09/2/2020 19H,9733
09/2/2020 18H,9736
09/2/2020 17H,9797
09/2/2020 16H,9744
09/2/2020 15H,9622
09/2/2020 14H,9219
09/2/2020 13H,8547
09/2/2020 12H,8326
09/2/2020 11H,8258
09/2/2020 10H,8090
09/2/2020 09H,7991
09/2/2020 08H,7987
09/2/2020 07H,8074
09/2/2020 06H,8116
09/2/2020 05H,8259
09/2/2020 04H,8154
09/2/2020 03H,8610
09/2/2020 02H,8853
09/2/2020 01H,9713
09/2/2020 00H,9460
09/1/2020 23H,9618
09/1/2020 22H,9663
09/1/2020 21H,9675
09/1/2020 20H,9447
09/1/2020 19H,9436
09/1/2020 18H,9316
09/1/2020 17H,9505
09/1/2020 16H,9391
09/1/2020 15H,9266
09/1/2020 14H,9030
09/1/2020 13H,8117
09/1/2020 12H,8127
09/1/2020 11H,7858
09/1/2020 10H,7348
09/1/2020 09H,6802
09/1/2020 08H,6773
09/1/2020 07H,7014
09/1/2020 06H,7376
09/1/2020 05H,7759
09/1/2020 04H,8224
09/1/2020 03H,8450
09/1/2020 02H,8644
09/1/2020 01H,9616
09/1/2020 00H,9483
08/31/2020 23H,9519
08/31/2020 22H,9533
08/31/2020 21H,9511
08/31/2020 20H,9566
08/31/2020 19H,9522
08/31/2020 18H,9355
08/31/2020 17H,9298
08/31/2020 16H,9185
08/31/2020 15H,9133
08/31/2020 14H,9036
08/31/2020 13H,8162
08/31/2020 12H,7935
08/31/2020 11H,7997
08/31/2020 10H,7967
08/31/2020 09H,7395
08/31/2020 08H,7257
08/31/2020 07H,6931
08/31/2020 06H,7784
08/31/2020 05H,8356
08/31/2020 04H,8182
08/31/2020 03H,8331
08/31/2020 02H,8826
08/31/2020 01H,9329
08/31/2020 00H,9298
08/30/2020 23H,8822
08/30/2020 22H,8885
08/30/2020 21H,9073
08/30/2020 20H,9193
08/30/2020 19H,9145
08/30/2020 18H,9045
08/30/2020 17H,8983
08/30/2020 16H,8852
08/30/2020 15H,8748
08/30/2020 14H,8621
08/30/2020 13H,8075
08/30/2020 12H,7746
08/30/2020 11H,7464
08/30/2020 10H,7561
08/30/2020 09H,7709
08/30/2020 08H,7770
08/30/2020 07H,7762
08/30/2020 06H,8603
08/30/2020 05H,8489
08/30/2020 04H,8122
08/30/2020 03H,8195
08/30/2020 02H,8737
08/30/2020 01H,9658
08/30/2020 00H,9679
08/29/2020 23H,9706
08/29/2020 22H,9643
08/29/2020 21H,9606
08/29/2020 20H,9613
08/29/2020 19H,9497
08/29/2020 18H,9373
08/29/2020 17H,9364
08/29/2020 16H,9355
08/29/2020 15H,9245
08/29/2020 14H,9089
08/29/2020 13H,8385
08/29/2020 12H,8248
08/29/2020 11H,8143
08/29/2020 10H,8240
08/29/2020 09H,8433
08/29/2020 08H,8763
08/29/2020 07H,8868
08/29/2020 06H,8366
08/29/2020 05H,9095
08/29/2020 04H,9053
08/29/2020 03H,9097
08/29/2020 02H,9357
08/29/2020 01H,10225
08/29/2020 00H,10304
08/28/2020 23H,10353
08/28/2020 22H,10363
08/28/2020 21H,10311
08/28/2020 20H,10278
08/28/2020 19H,10188
08/28/2020 18H,10120
08/28/2020 17H,9964
08/28/2020 16H,9783
08/28/2020 15H,9678
08/28/2020 14H,9441
08/28/2020 13H,8550
08/28/2020 12H,8553
08/28/2020 11H,8512
08/28/2020 10H,8308
08/28/2020 09H,8210
08/28/2020 08H,8272
08/28/2020 07H,8548
08/28/2020 06H,8630
08/28/2020 05H,8753
08/28/2020 04H,8873
08/28/2020 03H,9109
08/28/2020 02H,9452
08/28/2020 01H,10443
08/28/2020 00H,10557
08/27/2020 23H,10615
08/27/2020 22H,10755
08/27/2020 21H,10790
08/27/2020 20H,10820
08/27/2020 19H,10710
08/27/2020 18H,10566
08/27/2020 17H,10276
08/27/2020 16H,10151
08/27/2020 15H,9557
08/27/2020 14H,9450
08/27/2020 13H,8674
08/27/2020 12H,8554
08/27/2020 11H,8590
08/27/2020 10H,8782
08/27/2020 09H,8292
08/27/2020 08H,8451
08/27/2020 07H,8537
08/27/2020 06H,8676
08/27/2020 05H,8895
08/27/2020 04H,9466
08/27/2020 03H,9776
08/27/2020 02H,10049
08/27/2020 01H,11029
08/27/2020 00H,11092
08/26/2020 23H,11037
08/26/2020 22H,11273
08/26/2020 21H,11303
08/26/2020 20H,11195
08/26/2020 19H,11170
08/26/2020 18H,10993
08/26/2020 17H,10816
08/26/2020 16H,10502
08/26/2020 15H,10323
08/26/2020 14H,10048
08/26/2020 13H,9211
08/26/2020 12H,9080
08/26/2020 11H,9030
08/26/2020 10H,9382
08/26/2020 09H,8842
08/26/2020 08H,8763
08/26/2020 07H,8870
08/26/2020 06H,9115
08/26/2020 05H,9294
08/26/2020 04H,9147
08/26/2020 03H,9924
08/26/2020 02H,10205
08/26/2020 01H,11192
08/26/2020 00H,11178
08/25/2020 23H,11233
08/25/2020 22H,11285
08/25/2020 21H,11359
08/25/2020 20H,11279
08/25/2020 19H,11268
08/25/2020 18H,11306
08/25/2020 17H,11293
08/25/2020 16H,11106
08/25/2020 15H,10970
08/25/2020 14H,10726
08/25/2020 13H,9784
08/25/2020 12H,9533
08/25/2020 11H,9323
08/25/2020 10H,9006
08/25/2020 09H,8862
08/25/2020 08H,9539
08/25/2020 07H,8899
08/25/2020 06H,9165
08/25/2020 05H,9193
08/25/2020 04H,9537
08/25/2020 03H,9643
08/25/2020 02H,9987
08/25/2020 01H,11015
08/25/2020 00H,11075
08/24/2020 23H,11129
08/24/2020 22H,11170
08/24/2020 21H,11136
08/24/2020 20H,11102
08/24/2020 19H,11128
08/24/2020 18H,10964
08/24/2020 17H,10702
08/24/2020 16H,10606
08/24/2020 15H,10317
08/24/2020 14H,10000
08/24/2020 13H,9241
08/24/2020 12H,9035
08/24/2020 11H,8848
08/24/2020 10H,8804
08/24/2020 09H,8780
08/24/2020 08H,8826
08/24/2020 07H,8873
08/24/2020 06H,9021
08/24/2020 05H,9836
08/24/2020 04H,9056
08/24/2020 03H,9671
08/24/2020 02H,9962
08/24/2020 01H,10928
08/24/2020 00H,11761
08/23/2020 23H,11870
08/23/2020 22H,12038
08/23/2020 21H,11708
08/23/2020 20H,11479
08/23/2020 19H,11258
08/23/2020 18H,11185
08/23/2020 17H,10991
08/23/2020 16H,10729
08/23/2020 15H,10243
08/23/2020 14H,9474
08/23/2020 13H,8751
08/23/2020 12H,8508
08/23/2020 11H,8484
08/23/2020 10H,8428
08/23/2020 09H,8429
08/23/2020 08H,8487
08/23/2020 07H,8521
08/23/2020 06H,8619
08/23/2020 05H,8782
08/23/2020 04H,8978
08/23/2020 03H,9337
08/23/2020 02H,10123
08/23/2020 01H,11301
08/23/2020 00H,11600
08/22/2020 23H,11751
08/22/2020 22H,11800
08/22/2020 21H,11734
08/22/2020 20H,11725
08/22/2020 19H,11719
08/22/2020 18H,11330
08/22/2020 17H,10758
08/22/2020 16H,10405
08/22/2020 15H,9952
08/22/2020 14H,9361
08/22/2020 13H,8618
08/22/2020 12H,8445
08/22/2020 11H,8442
08/22/2020 10H,8391
08/22/2020 09H,8411
08/22/2020 08H,8492
08/22/2020 07H,8482
08/22/2020 06H,8609
08/22/2020 05H,8677
08/22/2020 04H,9163
08/22/2020 03H,9675
08/22/2020 02H,10163
08/22/2020 01H,11421
08/22/2020 00H,11481
08/21/2020 23H,11322
08/21/2020 22H,11374
08/21/2020 21H,11802
08/21/2020 20H,11614
08/21/2020 19H,11348
08/21/2020 18H,11174
08/21/2020 17H,10740
08/21/2020 16H,10543
08/21/2020 15H,10183
08/21/2020 14H,10178
08/21/2020 13H,9133
08/21/2020 12H,8969
08/21/2020 11H,8916
08/21/2020 10H,8716
08/21/2020 09H,8569
08/21/2020 08H,8548
08/21/2020 07H,8605
08/21/2020 06H,8729
08/21/2020 05H,8684
08/21/2020 04H,8818
08/21/2020 03H,9335
08/21/2020 02H,10278
08/21/2020 01H,10569
08/21/2020 00H,10824
08/20/2020 23H,11132
08/20/2020 22H,11440
08/20/2020 21H,11311
08/20/2020 20H,11353
08/20/2020 19H,11289
08/20/2020 18H,11174
08/20/2020 17H,11058
08/20/2020 16H,11016
08/20/2020 15H,10892
08/20/2020 14H,10722
08/20/2020 13H,9837
08/20/2020 12H,9677
08/20/2020 11H,9484
08/20/2020 10H,8758
08/20/2020 09H,8160
08/20/2020 08H,8030
08/20/2020 07H,8029
08/20/2020 06H,8303
08/20/2020 05H,8585
08/20/2020 04H,8757
08/20/2020 03H,9531
08/20/2020 02H,9806
08/20/2020 01H,10800
08/20/2020 00H,10959
08/19/2020 23H,11147
08/19/2020 22H,11200
08/19/2020 21H,11113
08/19/2020 20H,10946
08/19/2020 19H,10965
08/19/2020 18H,10984
08/19/2020 17H,10888
08/19/2020 16H,10771
08/19/2020 15H,10638
08/19/2020 14H,10361
08/19/2020 13H,9518
08/19/2020 12H,9335
08/19/2020 11H,8933
08/19/2020 10H,8253
08/19/2020 09H,7857
08/19/2020 08H,7943
08/19/2020 07H,7945
08/19/2020 06H,8103
08/19/2020 05H,8239
08/19/2020 04H,8782
08/19/2020 03H,9468
08/19/2020 02H,10024
08/19/2020 01H,10745
08/19/2020 00H,10854
08/18/2020 23H,11002
08/18/2020 22H,10951
08/18/2020 21H,10720
08/18/2020 20H,10628
08/18/2020 19H,10441
08/18/2020 18H,10495
08/18/2020 17H,10493
08/18/2020 16H,10415
08/18/2020 15H,10353
08/18/2020 14H,9973
08/18/2020 13H,8862
08/18/2020 12H,8713
08/18/2020 11H,8467
08/18/2020 10H,7835
08/18/2020 09H,7632
08/18/2020 08H,7725
08/18/2020 07H,8040
08/18/2020 06H,8350
08/18/2020 05H,8699
08/18/2020 04H,9005
08/18/2020 03H,9241
08/18/2020 02H,9672
08/18/2020 01H,10578
08/18/2020 00H,10696
08/17/2020 23H,10803
08/17/2020 22H,10871
08/17/2020 21H,10851
08/17/2020 20H,10887
08/17/2020 19H,10808
08/17/2020 18H,10779
08/17/2020 17H,10755
08/17/2020 16H,10640
08/17/2020 15H,10381
08/17/2020 14H,10146
08/17/2020 13H,9009
08/17/2020 12H,8745
08/17/2020 11H,8604
08/17/2020 10H,8297
08/17/2020 09H,8075
08/17/2020 08H,8046
08/17/2020 07H,8266
08/17/2020 06H,8379
08/17/2020 05H,8695
08/17/2020 04H,9006
08/17/2020 03H,9060
08/17/2020 02H,9518
08/17/2020 01H,10255
08/17/2020 00H,10345
08/16/2020 23H,10429
08/16/2020 22H,10321
08/16/2020 21H,10285
08/16/2020 20H,10237
08/16/2020 19H,10164
08/16/2020 18H,10072
08/16/2020 17H,9993
08/16/2020 16H,10050
08/16/2020 15H,9948
08/16/2020 14H,9693
08/16/2020 13H,8727
08/16/2020 12H,8124
08/16/2020 11H,8009
08/16/2020 10H,7845
08/16/2020 09H,7928
08/16/2020 08H,8157
08/16/2020 07H,8369
08/16/2020 06H,8503
08/16/2020 05H,8632
08/16/2020 04H,8902
08/16/2020 03H,9112
08/16/2020 02H,9500
08/16/2020 01H,10415
08/16/2020 00H,10714
08/15/2020 23H,10702
08/15/2020 22H,10696
08/15/2020 21H,10669
08/15/2020 20H,10589
08/15/2020 19H,10469
08/15/2020 18H,10522
08/15/2020 17H,10353
08/15/2020 16H,10196
08/15/2020 15H,9982
08/15/2020 14H,9675
08/15/2020 13H,8844
08/15/2020 12H,8448
08/15/2020 11H,8479
08/15/2020 10H,8343
08/15/2020 09H,8359
08/15/2020 08H,8481
08/15/2020 07H,8563
08/15/2020 06H,8628
08/15/2020 05H,9369
08/15/2020 04H,9229
08/15/2020 03H,9508
08/15/2020 02H,9913
08/15/2020 01H,11231
08/15/2020 00H,11456
08/14/2020 23H,11593
08/14/2020 22H,11680
08/14/2020 21H,11580
08/14/2020 20H,11573
08/14/2020 19H,11555
08/14/2020 18H,11448
08/14/2020 17H,11353
08/14/2020 16H,10996
08/14/2020 15H,10780
08/14/2020 14H,10335
08/14/2020 13H,9213
08/14/2020 12H,8930
08/14/2020 11H,8821
08/14/2020 10H,8709
08/14/2020 09H,8690
08/14/2020 08H,8760
08/14/2020 07H,8876
08/14/2020 06H,8876
08/14/2020 05H,8969
08/14/2020 04H,9240
08/14/2020 03H,9418
08/14/2020 02H,9764
08/14/2020 01H,10017
08/14/2020 00H,10163
08/13/2020 23H,10226
08/13/2020 22H,10241
08/13/2020 21H,10282
08/13/2020 20H,10586
08/13/2020 19H,10590
08/13/2020 18H,10623
08/13/2020 17H,10923
08/13/2020 16H,11096
08/13/2020 15H,10896
08/13/2020 14H,10590
08/13/2020 13H,9575
08/13/2020 12H,9350
08/13/2020 11H,9250
08/13/2020 10H,8702
08/13/2020 09H,8280
08/13/2020 08H,8283
08/13/2020 07H,8397
08/13/2020 06H,8564
08/13/2020 05H,8758
08/13/2020 04H,9189
08/13/2020 03H,9639
08/13/2020 02H,9962
08/13/2020 01H,11091
08/13/2020 00H,11482
08/12/2020 23H,11781
08/12/2020 22H,12282
08/12/2020 21H,12046
08/12/2020 20H,12107
08/12/2020 19H,12183
08/12/2020 18H,12195
08/12/2020 17H,11888
08/12/2020 16H,11260
08/12/2020 15H,11088
08/12/2020 14H,10501
08/12/2020 13H,9385
08/12/2020 12H,9077
08/12/2020 11H,8970
08/12/2020 10H,8577
08/12/2020 09H,8305
08/12/2020 08H,8251
08/12/2020 07H,8442
08/12/2020 06H,8723
08/12/2020 05H,8859
08/12/2020 04H,9713
08/12/2020 03H,9543
08/12/2020 02H,10411
08/12/2020 01H,11875
08/12/2020 00H,12082
08/11/2020 23H,12061
08/11/2020 22H,12178
08/11/2020 21H,12145
08/11/2020 20H,12083
08/11/2020 19H,12083
08/11/2020 18H,12140
08/11/2020 17H,11612
08/11/2020 16H,11330
08/11/2020 15H,11029
08/11/2020 14H,10714
08/11/2020 13H,9636
08/11/2020 12H,9314
08/11/2020 11H,9225
08/11/2020 10H,9075
08/11/2020 09H,8895
08/11/2020 08H,8854
08/11/2020 07H,9087
08/11/2020 06H,9115
08/11/2020 05H,9447
08/11/2020 04H,9603
08/11/2020 03H,11064
08/11/2020 02H,11394
08/11/2020 01H,12220
08/11/2020 00H,12397
08/10/2020 23H,12456
08/10/2020 22H,12716
08/10/2020 21H,12985
08/10/2020 20H,12955
08/10/2020 19H,12869
08/10/2020 18H,12659
08/10/2020 17H,12667
08/10/2020 16H,12458
08/10/2020 15H,11712
08/10/2020 14H,11191
08/10/2020 13H,9971
08/10/2020 12H,9551
08/10/2020 11H,9314
08/10/2020 10H,9012
08/10/2020 09H,8884
08/10/2020 08H,8923
08/10/2020 07H,8994
08/10/2020 06H,9127
08/10/2020 05H,9276
08/10/2020 04H,9387
08/10/2020 03H,9675
08/10/2020 02H,9942
08/10/2020 01H,10857
08/10/2020 00H,10986
08/9/2020 23H,10939
08/9/2020 22H,10970
08/9/2020 21H,11001
08/9/2020 20H,10992
08/9/2020 19H,10974
08/9/2020 18H,10810
08/9/2020 17H,10772
08/9/2020 16H,10632
08/9/2020 15H,10366
08/9/2020 14H,10089
08/9/2020 13H,9229
08/9/2020 12H,8858
08/9/2020 11H,8736
08/9/2020 10H,8703
08/9/2020 09H,8709
08/9/2020 08H,8701
08/9/2020 07H,8698
08/9/2020 06H,8874
08/9/2020 05H,9025
08/9/2020 04H,9273
08/9/2020 03H,9852
08/9/2020 02H,10313
08/9/2020 01H,10900
08/9/2020 00H,10945
08/8/2020 23H,11007
08/8/2020 22H,11116
08/8/2020 21H,11008
08/8/2020 20H,10998
08/8/2020 19H,10741
08/8/2020 18H,10775
08/8/2020 17H,10694
08/8/2020 16H,10448
08/8/2020 15H,10281
08/8/2020 14H,10041
08/8/2020 13H,9217
08/8/2020 12H,8830
08/8/2020 11H,8655
08/8/2020 10H,8561
08/8/2020 09H,8658
08/8/2020 08H,8806
08/8/2020 07H,8886
08/8/2020 06H,9042
08/8/2020 05H,9104
08/8/2020 04H,9378
08/8/2020 03H,9677
08/8/2020 02H,9929
08/8/2020 01H,10218
08/8/2020 00H,10277
08/7/2020 23H,10353
08/7/2020 22H,10422
08/7/2020 21H,10461
08/7/2020 20H,10405
08/7/2020 19H,10392
08/7/2020 18H,10507
08/7/2020 17H,10526
08/7/2020 16H,10397
08/7/2020 15H,10133
08/7/2020 14H,10015
08/7/2020 13H,9641
08/7/2020 12H,9443
08/7/2020 11H,9041
08/7/2020 10H,8535
08/7/2020 09H,8359
08/7/2020 08H,8463
08/7/2020 07H,8830
08/7/2020 06H,9048
08/7/2020 05H,9079
08/7/2020 04H,9335
08/7/2020 03H,9704
08/7/2020 02H,9903
08/7/2020 01H,10167
08/7/2020 00H,10267
08/6/2020 23H,10205
08/6/2020 22H,10397
08/6/2020 21H,10417
08/6/2020 20H,10586
08/6/2020 19H,10534
08/6/2020 18H,10354
08/6/2020 17H,10312
08/6/2020 16H,10180
08/6/2020 15H,10121
08/6/2020 14H,10093
08/6/2020 13H,9582
08/6/2020 12H,8803
08/6/2020 11H,8618
08/6/2020 10H,8273
08/6/2020 09H,8024
08/6/2020 08H,8198
08/6/2020 07H,8427
08/6/2020 06H,8644
08/6/2020 05H,8895
08/6/2020 04H,9067
08/6/2020 03H,9486
08/6/2020 02H,9798
08/6/2020 01H,10101
08/6/2020 00H,10255
08/5/2020 23H,10136
08/5/2020 22H,10242
08/5/2020 21H,10272
08/5/2020 20H,10257
08/5/2020 19H,10248
08/5/2020 18H,10184
08/5/2020 17H,10099
08/5/2020 16H,9925
08/5/2020 15H,9755
08/5/2020 14H,9511
08/5/2020 13H,8993
08/5/2020 12H,8636
08/5/2020 11H,8553
08/5/2020 10H,8478
08/5/2020 09H,8475
08/5/2020 08H,8483
08/5/2020 07H,8505
08/5/2020 06H,8593
08/5/2020 05H,8642
08/5/2020 04H,9153
08/5/2020 03H,9307
08/5/2020 02H,9231
08/5/2020 01H,9322
08/5/2020 00H,9453
08/4/2020 23H,9430
08/4/2020 22H,9561
08/4/2020 21H,9568
08/4/2020 20H,9511
08/4/2020 19H,9519
08/4/2020 18H,9521
08/4/2020 17H,9413
08/4/2020 16H,9593
08/4/2020 15H,9613
08/4/2020 14H,9510
08/4/2020 13H,9330
08/4/2020 12H,9042
08/4/2020 11H,8828
08/4/2020 10H,8744
08/4/2020 09H,8601
08/4/2020 08H,9189
08/4/2020 07H,9388
08/4/2020 06H,9050
08/4/2020 05H,9001
08/4/2020 04H,8754
08/4/2020 03H,9505
08/4/2020 02H,9836
08/4/2020 01H,10638
08/4/2020 00H,10798
08/3/2020 23H,10918
08/3/2020 22H,10987
08/3/2020 21H,10973
08/3/2020 20H,10930
08/3/2020 19H,10809
08/3/2020 18H,10696
08/3/2020 17H,10425
08/3/2020 16H,10413
08/3/2020 15H,10319
08/3/2020 14H,10215
08/3/2020 13H,8927
08/3/2020 12H,8556
08/3/2020 11H,8438
08/3/2020 10H,8172
08/3/2020 09H,7951
08/3/2020 08H,7979
08/3/2020 07H,8289
08/3/2020 06H,8553
08/3/2020 05H,8676
08/3/2020 04H,8942
08/3/2020 03H,9578
08/3/2020 02H,9916
08/3/2020 01H,10741
08/3/2020 00H,10838
08/2/2020 23H,10875
08/2/2020 22H,10830
08/2/2020 21H,10767
08/2/2020 20H,10669
08/2/2020 19H,10583
08/2/2020 18H,10574
08/2/2020 17H,10234
08/2/2020 16H,10107
08/2/2020 15H,10170
08/2/2020 14H,9878
08/2/2020 13H,9011
08/2/2020 12H,8566
08/2/2020 11H,9022
08/2/2020 10H,8460
08/2/2020 09H,8544
08/2/2020 08H,8553
08/2/2020 07H,9157
08/2/2020 06H,8581
08/2/2020 05H,8773
08/2/2020 04H,9104
08/2/2020 03H,9502
08/2/2020 02H,9558
08/2/2020 01H,10444
08/2/2020 00H,10470
08/1/2020 23H,10458
08/1/2020 22H,10524
08/1/2020 21H,10554
08/1/2020 20H,10572
08/1/2020 19H,10536
08/1/2020 18H,10258
08/1/2020 17H,10277
08/1/2020 16H,10216
08/1/2020 15H,10059
08/1/2020 14H,9713
08/1/2020 13H,8818
08/1/2020 12H,8380
08/1/2020 11H,8133
08/1/2020 10H,8086
08/1/2020 09H,8210
08/1/2020 08H,8283
08/1/2020 07H,8522
08/1/2020 06H,8691
08/1/2020 05H,8954
08/1/2020 04H,9715
08/1/2020 03H,9849
08/1/2020 02H,9607
08/1/2020 01H,10512
08/1/2020 00H,10472
07/31/2020 23H,10499
07/31/2020 22H,10459
07/31/2020 21H,10479
07/31/2020 20H,10349
07/31/2020 19H,10266
07/31/2020 18H,10236
07/31/2020 17H,10216
07/31/2020 16H,10173
07/31/2020 15H,9914
07/31/2020 14H,9723
07/31/2020 13H,8818
07/31/2020 12H,8577
07/31/2020 11H,8447
07/31/2020 10H,8392
07/31/2020 09H,8495
07/31/2020 08H,8412
07/31/2020 07H,8504
07/31/2020 06H,8537
07/31/2020 05H,8625
07/31/2020 04H,8935
07/31/2020 03H,9166
07/31/2020 02H,9351
07/31/2020 01H,10181
07/31/2020 00H,10404
07/30/2020 23H,10490
07/30/2020 22H,10526
07/30/2020 21H,10504
07/30/2020 20H,10490
07/30/2020 19H,10459
07/30/2020 18H,10468
07/30/2020 17H,10445
07/30/2020 16H,10309
07/30/2020 15H,10413
07/30/2020 14H,10063
07/30/2020 13H,9614
07/30/2020 12H,9274
07/30/2020 11H,9211
07/30/2020 10H,9173
07/30/2020 09H,9137
07/30/2020 08H,9004
07/30/2020 07H,9082
07/30/2020 06H,9109
07/30/2020 05H,9121
07/30/2020 04H,9327
07/30/2020 03H,9673
07/30/2020 02H,10574
07/30/2020 01H,10861
07/30/2020 00H,11119
07/29/2020 23H,11153
07/29/2020 22H,11310
07/29/2020 21H,11481
07/29/2020 20H,11389
07/29/2020 19H,11427
07/29/2020 18H,11396
07/29/2020 17H,11193
07/29/2020 16H,10922
07/29/2020 15H,10646
07/29/2020 14H,10403
07/29/2020 13H,9485
07/29/2020 12H,9215
07/29/2020 11H,9142
07/29/2020 10H,8953
07/29/2020 09H,8936
07/29/2020 08H,8937
07/29/2020 07H,8940
07/29/2020 06H,8976
07/29/2020 05H,9054
07/29/2020 04H,9143
07/29/2020 03H,9391
07/29/2020 02H,9557
07/29/2020 01H,10411
07/29/2020 00H,10543
07/28/2020 23H,10708
07/28/2020 22H,10970
07/28/2020 21H,10978
07/28/2020 20H,10816
07/28/2020 19H,10800
07/28/2020 18H,10961
07/28/2020 17H,10858
07/28/2020 16H,10620
07/28/2020 15H,10306
07/28/2020 14H,10142
07/28/2020 13H,9394
07/28/2020 12H,9102
07/28/2020 11H,9063
07/28/2020 10H,8866
07/28/2020 09H,8743
07/28/2020 08H,8808
07/28/2020 07H,8958
07/28/2020 06H,9041
07/28/2020 05H,8994
07/28/2020 04H,9547
07/28/2020 03H,9447
07/28/2020 02H,9850
07/28/2020 01H,10852
07/28/2020 00H,11345
07/27/2020 23H,11786
07/27/2020 22H,11680
07/27/2020 21H,11632
07/27/2020 20H,11639
07/27/2020 19H,11488
07/27/2020 18H,11498
