Net generation from coal for United States Lower 48 (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390105&sdid=EBA.US48-ALL.NG.COL.H
16:49:57 GMT+0200 (czas środkowoeuropejski letni)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.US48-ALL.NG.COL.H megawatthours
01/17/2020 20H,84613
01/17/2020 19H,86991
01/17/2020 18H,88654
01/17/2020 17H,90557
01/17/2020 16H,91774
01/17/2020 15H,91436
01/17/2020 14H,90310
01/17/2020 13H,88365
01/17/2020 12H,82523
01/17/2020 11H,76626
01/17/2020 10H,73861
01/17/2020 09H,74162
01/17/2020 08H,74330
01/17/2020 07H,77288
01/17/2020 06H,80952
01/17/2020 05H,81297
01/17/2020 04H,89522
01/17/2020 03H,93444
01/17/2020 02H,94729
01/17/2020 01H,94730
01/17/2020 00H,92285
01/16/2020 23H,88348
01/16/2020 22H,85503
01/16/2020 21H,84619
01/16/2020 20H,85732
01/16/2020 19H,85696
01/16/2020 18H,84714
01/16/2020 17H,84507
01/16/2020 16H,84284
01/16/2020 15H,83376
01/16/2020 14H,81728
01/16/2020 13H,76195
01/16/2020 12H,69988
01/16/2020 11H,64884
01/16/2020 10H,62796
01/16/2020 09H,61962
01/16/2020 08H,62229
01/16/2020 07H,63936
01/16/2020 06H,65897
01/16/2020 05H,68792
01/16/2020 04H,71174
01/16/2020 03H,73820
01/16/2020 02H,76271
01/16/2020 01H,80065
01/16/2020 00H,79646
01/15/2020 23H,77086
01/15/2020 22H,74924
01/15/2020 21H,75515
01/15/2020 20H,75738
01/15/2020 19H,74039
01/15/2020 18H,75733
01/15/2020 17H,78066
01/15/2020 16H,78490
01/15/2020 15H,80557
01/15/2020 14H,80090
01/15/2020 13H,76374
01/15/2020 12H,70641
01/15/2020 11H,64639
01/15/2020 10H,62749
01/15/2020 09H,61520
01/15/2020 08H,62716
01/15/2020 07H,65182
01/15/2020 06H,68283
01/15/2020 05H,71279
01/15/2020 04H,74725
01/15/2020 03H,78216
01/15/2020 02H,81080
01/15/2020 01H,83348
01/15/2020 00H,82701
01/14/2020 23H,79931
01/14/2020 22H,79333
01/14/2020 21H,80415
01/14/2020 20H,81802
01/14/2020 19H,82432
01/14/2020 18H,84779
01/14/2020 17H,85197
01/14/2020 16H,84837
01/14/2020 15H,83467
01/14/2020 14H,84113
01/14/2020 13H,80086
01/14/2020 12H,73229
01/14/2020 11H,68770
01/14/2020 10H,66630
01/14/2020 09H,66646
01/14/2020 08H,67746
01/14/2020 07H,69121
01/14/2020 06H,72245
01/14/2020 05H,75141
01/14/2020 04H,79648
01/14/2020 03H,82887
01/14/2020 02H,84747
01/14/2020 01H,86091
01/14/2020 00H,82851
01/13/2020 23H,77592
01/13/2020 22H,75816
01/13/2020 21H,77034
01/13/2020 20H,79427
01/13/2020 19H,81731
01/13/2020 18H,83811
01/13/2020 17H,86315
01/13/2020 16H,86458
01/13/2020 15H,86332
01/13/2020 14H,85462
01/13/2020 13H,80685
01/13/2020 12H,73789
01/13/2020 11H,69392
01/13/2020 10H,66032
01/13/2020 09H,64043
01/13/2020 08H,65569
01/13/2020 07H,66980
01/13/2020 06H,69858
01/13/2020 05H,71914
01/13/2020 04H,77956
01/13/2020 03H,82605
01/13/2020 02H,85476
01/13/2020 01H,85767
01/13/2020 00H,82902
01/12/2020 23H,78557
01/12/2020 22H,73953
01/12/2020 21H,71860
01/12/2020 20H,71784
01/12/2020 19H,72931
01/12/2020 18H,73692
01/12/2020 17H,75796
01/12/2020 16H,77059
01/12/2020 15H,74616
01/12/2020 14H,71365
01/12/2020 13H,69022
01/12/2020 12H,65325
01/12/2020 11H,64828
01/12/2020 10H,64881
01/12/2020 09H,65064
01/12/2020 08H,66004
01/12/2020 07H,65687
01/12/2020 06H,67332
01/12/2020 05H,76127
01/12/2020 04H,74078
01/12/2020 03H,76718
01/12/2020 02H,78653
01/12/2020 01H,79568
01/12/2020 00H,76599
01/11/2020 23H,74627
01/11/2020 22H,73036
01/11/2020 21H,74621
01/11/2020 20H,74519
01/11/2020 19H,75775
01/11/2020 18H,75633
01/11/2020 17H,72043
01/11/2020 16H,66890
01/11/2020 15H,63684
01/11/2020 14H,59789
01/11/2020 13H,57883
01/11/2020 12H,56358
01/11/2020 11H,55391
01/11/2020 10H,55640
01/11/2020 09H,55976
01/11/2020 08H,56996
01/11/2020 07H,58391
01/11/2020 06H,60304
01/11/2020 05H,65859
01/11/2020 04H,67154
01/11/2020 03H,70977
01/11/2020 02H,72596
01/11/2020 01H,73761
01/11/2020 00H,73136
01/10/2020 23H,70557
01/10/2020 22H,69310
01/10/2020 21H,69849
01/10/2020 20H,71290
01/10/2020 19H,72406
01/10/2020 18H,74219
01/10/2020 17H,75202
01/10/2020 16H,78111
01/10/2020 15H,80021
01/10/2020 14H,79337
01/10/2020 13H,76204
01/10/2020 12H,69995
01/10/2020 11H,64468
01/10/2020 10H,63362
01/10/2020 09H,64260
01/10/2020 08H,64560
01/10/2020 07H,65304
01/10/2020 06H,68148
01/10/2020 05H,73341
01/10/2020 04H,74745
01/10/2020 03H,79075
01/10/2020 02H,82452
01/10/2020 01H,85632
01/10/2020 00H,84841
01/9/2020 23H,81030
01/9/2020 22H,77464
01/9/2020 21H,76747
01/9/2020 20H,76159
01/9/2020 19H,77088
01/9/2020 18H,79857
01/9/2020 17H,81156
01/9/2020 16H,83094
01/9/2020 15H,84332
01/9/2020 14H,86002
01/9/2020 13H,84093
01/9/2020 12H,79058
01/9/2020 11H,74493
01/9/2020 10H,69894
01/9/2020 09H,68262
01/9/2020 08H,67684
01/9/2020 07H,68298
01/9/2020 06H,68887
01/9/2020 05H,71848
01/9/2020 04H,77997
01/9/2020 03H,82641
01/9/2020 02H,84735
01/9/2020 01H,84926
01/9/2020 00H,81021
01/8/2020 23H,76904
01/8/2020 22H,74046
01/8/2020 21H,72910
01/8/2020 20H,74544
01/8/2020 19H,77093
01/8/2020 18H,79402
01/8/2020 17H,83250
01/8/2020 16H,87348
01/8/2020 15H,91862
01/8/2020 14H,94173
01/8/2020 13H,92665
01/8/2020 12H,85085
01/8/2020 11H,77419
01/8/2020 10H,74022
01/8/2020 09H,72078
01/8/2020 08H,72366
01/8/2020 07H,71868
01/8/2020 06H,73064
01/8/2020 05H,75926
01/8/2020 04H,80059
01/8/2020 03H,82510
01/8/2020 02H,86348
01/8/2020 01H,89430
01/8/2020 00H,86839
01/7/2020 23H,81543
01/7/2020 22H,76026
01/7/2020 21H,74431
01/7/2020 20H,77014
01/7/2020 19H,79760
01/7/2020 18H,83059
01/7/2020 17H,87650
01/7/2020 16H,89425
01/7/2020 15H,91274
01/7/2020 14H,91702
01/7/2020 13H,87485
01/7/2020 12H,80357
01/7/2020 11H,73068
01/7/2020 10H,68169
01/7/2020 09H,66485
01/7/2020 08H,66814
01/7/2020 07H,68337
01/7/2020 06H,72282
01/7/2020 05H,76074
01/7/2020 04H,82156
01/7/2020 03H,85250
01/7/2020 02H,87425
01/7/2020 01H,86232
01/7/2020 00H,80658
01/6/2020 23H,75323
01/6/2020 22H,71655
01/6/2020 21H,71501
01/6/2020 20H,73074
01/6/2020 19H,75197
01/6/2020 18H,79294
01/6/2020 17H,84320
01/6/2020 16H,89070
01/6/2020 15H,92730
01/6/2020 14H,94309
01/6/2020 13H,89801
01/6/2020 12H,79681
01/6/2020 11H,71921
01/6/2020 10H,66725
01/6/2020 09H,64960
01/6/2020 08H,64722
01/6/2020 07H,65636
01/6/2020 06H,67760
01/6/2020 05H,69229
01/6/2020 04H,73665
01/6/2020 03H,77586
01/6/2020 02H,80835
01/6/2020 01H,83014
01/6/2020 00H,77927
01/5/2020 23H,71377
01/5/2020 22H,65419
01/5/2020 21H,62734
01/5/2020 20H,61832
01/5/2020 19H,61905
01/5/2020 18H,62470
01/5/2020 17H,64168
01/5/2020 16H,67567
01/5/2020 15H,69711
01/5/2020 14H,70456
01/5/2020 13H,68274
01/5/2020 12H,65801
01/5/2020 11H,62643
01/5/2020 10H,60380
01/5/2020 09H,59799
01/5/2020 08H,60677
01/5/2020 07H,61486
01/5/2020 06H,63103
01/5/2020 05H,65228
01/5/2020 04H,67585
01/5/2020 03H,70113
01/5/2020 02H,71642
01/5/2020 01H,72826
01/5/2020 00H,72179
01/4/2020 23H,68412
01/4/2020 22H,66993
01/4/2020 21H,68048
01/4/2020 20H,71334
01/4/2020 19H,75134
01/4/2020 18H,78614
01/4/2020 17H,81386
01/4/2020 16H,82919
01/4/2020 15H,81333
01/4/2020 14H,76178
01/4/2020 13H,70468
01/4/2020 12H,64900
01/4/2020 11H,61466
01/4/2020 10H,60593
01/4/2020 09H,60814
01/4/2020 08H,62365
01/4/2020 07H,65042
01/4/2020 06H,67815
01/4/2020 05H,70461
01/4/2020 04H,75185
01/4/2020 03H,78561
01/4/2020 02H,81145
01/4/2020 01H,81871
01/4/2020 00H,79073
01/3/2020 23H,76260
01/3/2020 22H,74938
01/3/2020 21H,74313
01/3/2020 20H,75041
01/3/2020 19H,75836
01/3/2020 18H,76900
01/3/2020 17H,79037
01/3/2020 16H,79307
01/3/2020 15H,80467
01/3/2020 14H,78303
01/3/2020 13H,75047
01/3/2020 12H,69814
01/3/2020 11H,65452
01/3/2020 10H,64232
01/3/2020 09H,65257
01/3/2020 08H,67625
01/3/2020 07H,69789
01/3/2020 06H,73032
01/3/2020 05H,76245
01/3/2020 04H,79999
01/3/2020 03H,85496
01/3/2020 02H,86886
01/3/2020 01H,90349
01/3/2020 00H,90034
01/2/2020 23H,84908
01/2/2020 22H,81240
01/2/2020 21H,80011
01/2/2020 20H,80738
01/2/2020 19H,80774
01/2/2020 18H,80672
01/2/2020 17H,79896
01/2/2020 16H,79449
01/2/2020 15H,79403
01/2/2020 14H,78969
01/2/2020 13H,76241
01/2/2020 12H,70662
01/2/2020 11H,66197
01/2/2020 10H,63105
01/2/2020 09H,61835
01/2/2020 08H,61632
01/2/2020 07H,62422
01/2/2020 06H,64069
01/2/2020 05H,69177
01/2/2020 04H,71904
01/2/2020 03H,74647
01/2/2020 02H,76170
01/2/2020 01H,75292
01/2/2020 00H,72590
01/1/2020 23H,66715
01/1/2020 22H,62933
01/1/2020 21H,62567
01/1/2020 20H,63345
01/1/2020 19H,64427
01/1/2020 18H,65970
01/1/2020 17H,67484
01/1/2020 16H,67999
01/1/2020 15H,67770
01/1/2020 14H,68165
01/1/2020 13H,67562
01/1/2020 12H,65217
01/1/2020 11H,64218
01/1/2020 10H,64937
01/1/2020 09H,65723
01/1/2020 08H,66976
01/1/2020 07H,67810
01/1/2020 06H,67552
01/1/2020 05H,69324
01/1/2020 04H,70363
01/1/2020 03H,74247
01/1/2020 02H,77795
01/1/2020 01H,81497
01/1/2020 00H,81278
12/31/2019 23H,77934
12/31/2019 22H,74167
12/31/2019 21H,73023
12/31/2019 20H,74398
12/31/2019 19H,76780
12/31/2019 18H,81040
12/31/2019 17H,84160
12/31/2019 16H,84342
12/31/2019 15H,85152
12/31/2019 14H,82336
12/31/2019 13H,78781
12/31/2019 12H,73271
12/31/2019 11H,68092
12/31/2019 10H,65805
12/31/2019 09H,65245
12/31/2019 08H,65801
12/31/2019 07H,67013
12/31/2019 06H,72138
12/31/2019 05H,75483
12/31/2019 04H,79383
12/31/2019 03H,82725
12/31/2019 02H,83889
12/31/2019 01H,84055
12/31/2019 00H,81295
12/30/2019 23H,77911
12/30/2019 22H,74712
12/30/2019 21H,73776
12/30/2019 20H,73958
12/30/2019 19H,75921
12/30/2019 18H,76683
12/30/2019 17H,77192
12/30/2019 16H,78358
12/30/2019 15H,78023
12/30/2019 14H,75004
12/30/2019 13H,70773
12/30/2019 12H,65598
12/30/2019 11H,63228
12/30/2019 10H,62306
12/30/2019 09H,61702
12/30/2019 08H,62627
12/30/2019 07H,64124
12/30/2019 06H,67399
12/30/2019 05H,70738
12/30/2019 04H,73791
12/30/2019 03H,75923
12/30/2019 02H,77952
12/30/2019 01H,77781
12/30/2019 00H,74392
12/29/2019 23H,72120
12/29/2019 22H,69609
12/29/2019 21H,68019
12/29/2019 20H,68567
12/29/2019 19H,68366
12/29/2019 18H,68431
12/29/2019 17H,68212
12/29/2019 16H,68659
12/29/2019 15H,67003
12/29/2019 14H,65367
12/29/2019 13H,64051
12/29/2019 12H,63255
12/29/2019 11H,62630
12/29/2019 10H,62102
12/29/2019 09H,62000
12/29/2019 08H,62819
12/29/2019 07H,63839
12/29/2019 06H,64347
12/29/2019 05H,71884
12/29/2019 04H,70177
12/29/2019 03H,73154
12/29/2019 02H,76047
12/29/2019 01H,77547
12/29/2019 00H,77764
12/28/2019 23H,76407
12/28/2019 22H,75118
12/28/2019 21H,72760
12/28/2019 20H,73893
12/28/2019 19H,74713
12/28/2019 18H,75424
12/28/2019 17H,77155
12/28/2019 16H,76605
12/28/2019 15H,75261
12/28/2019 14H,72357
12/28/2019 13H,70971
12/28/2019 12H,67749
12/28/2019 11H,65198
12/28/2019 10H,64165
12/28/2019 09H,65133
12/28/2019 08H,66721
12/28/2019 07H,68637
12/28/2019 06H,72592
12/28/2019 05H,75776
12/28/2019 04H,79733
12/28/2019 03H,82530
12/28/2019 02H,85628
12/28/2019 01H,87699
12/28/2019 00H,86821
12/27/2019 23H,84497
12/27/2019 22H,82736
12/27/2019 21H,82816
12/27/2019 20H,83526
12/27/2019 19H,84818
12/27/2019 18H,85873
12/27/2019 17H,86691
12/27/2019 16H,86355
12/27/2019 15H,84713
12/27/2019 14H,82171
12/27/2019 13H,78630
12/27/2019 12H,74580
12/27/2019 11H,70260
12/27/2019 10H,68839
12/27/2019 09H,68267
12/27/2019 08H,68656
12/27/2019 07H,69956
12/27/2019 06H,72421
12/27/2019 05H,74333
12/27/2019 04H,77543
12/27/2019 03H,80499
12/27/2019 02H,85171
12/27/2019 01H,87906
12/27/2019 00H,87551
12/26/2019 23H,84999
12/26/2019 22H,83379
12/26/2019 21H,82928
12/26/2019 20H,83897
12/26/2019 19H,84718
12/26/2019 18H,85543
12/26/2019 17H,85889
12/26/2019 16H,85583
12/26/2019 15H,83982
12/26/2019 14H,81331
12/26/2019 13H,78818
12/26/2019 12H,73985
12/26/2019 11H,71378
12/26/2019 10H,69680
12/26/2019 09H,68876
12/26/2019 08H,68649
12/26/2019 07H,68979
12/26/2019 06H,69808
12/26/2019 05H,72408
12/26/2019 04H,73482
12/26/2019 03H,74554
12/26/2019 02H,76052
12/26/2019 01H,77646
12/26/2019 00H,77202
12/25/2019 23H,73900
12/25/2019 22H,71634
12/25/2019 21H,70572
12/25/2019 20H,71253
12/25/2019 19H,72012
12/25/2019 18H,74013
12/25/2019 17H,76389
12/25/2019 16H,76287
12/25/2019 15H,76361
12/25/2019 14H,75599
12/25/2019 13H,73644
12/25/2019 12H,71343
12/25/2019 11H,70210
12/25/2019 10H,68628
12/25/2019 09H,68625
12/25/2019 08H,69193
12/25/2019 07H,69748
12/25/2019 06H,70239
12/25/2019 05H,72159
12/25/2019 04H,72788
12/25/2019 03H,74331
12/25/2019 02H,76906
12/25/2019 01H,79154
12/25/2019 00H,79482
12/24/2019 23H,76665
12/24/2019 22H,74327
12/24/2019 21H,74450
12/24/2019 20H,76283
12/24/2019 19H,78362
12/24/2019 18H,80732
12/24/2019 17H,81257
12/24/2019 16H,81858
12/24/2019 15H,82608
12/24/2019 14H,82724
12/24/2019 13H,80844
12/24/2019 12H,77571
12/24/2019 11H,71558
12/24/2019 10H,68461
12/24/2019 09H,68152
12/24/2019 08H,68571
12/24/2019 07H,69314
12/24/2019 06H,71596
12/24/2019 05H,75963
12/24/2019 04H,78543
12/24/2019 03H,82365
12/24/2019 02H,87463
12/24/2019 01H,91393
12/24/2019 00H,93099
12/23/2019 23H,91094
12/23/2019 22H,86948
12/23/2019 21H,87255
12/23/2019 20H,89368
12/23/2019 19H,91790
12/23/2019 18H,95175
12/23/2019 17H,97432
12/23/2019 16H,98501
12/23/2019 15H,99292
12/23/2019 14H,97407
12/23/2019 13H,92343
12/23/2019 12H,85050
12/23/2019 11H,79342
12/23/2019 10H,75993
12/23/2019 09H,73297
12/23/2019 08H,73113
12/23/2019 07H,75429
12/23/2019 06H,83321
12/23/2019 05H,89386
12/23/2019 04H,91467
12/23/2019 03H,95388
12/23/2019 02H,97751
12/23/2019 01H,98668
12/23/2019 00H,97565
12/22/2019 23H,93010
12/22/2019 22H,89846
12/22/2019 21H,88117
12/22/2019 20H,89418
12/22/2019 19H,91306
12/22/2019 18H,93695
12/22/2019 17H,94822
12/22/2019 16H,96173
12/22/2019 15H,97838
12/22/2019 14H,98340
12/22/2019 13H,95057
12/22/2019 12H,90922
12/22/2019 11H,89070
12/22/2019 10H,86966
12/22/2019 09H,85444
12/22/2019 08H,85805
12/22/2019 07H,86134
12/22/2019 06H,83365
12/22/2019 05H,90565
12/22/2019 04H,90392
12/22/2019 03H,95212
12/22/2019 02H,98272
12/22/2019 01H,100058
12/22/2019 00H,98529
12/21/2019 23H,94515
12/21/2019 22H,90112
12/21/2019 21H,87907
12/21/2019 20H,87915
12/21/2019 19H,90628
12/21/2019 18H,94605
12/21/2019 17H,98088
12/21/2019 16H,101140
12/21/2019 15H,101653
12/21/2019 14H,99611
12/21/2019 13H,96014
12/21/2019 12H,91399
12/21/2019 11H,88188
12/21/2019 10H,87496
12/21/2019 09H,87592
12/21/2019 08H,89578
12/21/2019 07H,93072
12/21/2019 06H,97752
12/21/2019 05H,108429
12/21/2019 04H,107782
12/21/2019 03H,111076
12/21/2019 02H,112456
12/21/2019 01H,114019
12/21/2019 00H,113121
12/20/2019 23H,107371
12/20/2019 22H,104169
12/20/2019 21H,101312
12/20/2019 20H,101258
12/20/2019 19H,102778
12/20/2019 18H,106655
12/20/2019 17H,111006
12/20/2019 16H,115924
12/20/2019 15H,118321
12/20/2019 14H,119645
12/20/2019 13H,117041
12/20/2019 12H,111146
12/20/2019 11H,108407
12/20/2019 10H,105242
12/20/2019 09H,104581
12/20/2019 08H,105109
12/20/2019 07H,106280
12/20/2019 06H,107082
12/20/2019 05H,113337
12/20/2019 04H,113418
12/20/2019 03H,115636
12/20/2019 02H,115530
12/20/2019 01H,115967
12/20/2019 00H,114735
12/19/2019 23H,109230
12/19/2019 22H,107654
12/19/2019 21H,107799
12/19/2019 20H,108194
12/19/2019 19H,110918
12/19/2019 18H,114928
12/19/2019 17H,119560
12/19/2019 16H,123935
12/19/2019 15H,126108
12/19/2019 14H,128397
12/19/2019 13H,126532
12/19/2019 12H,120487
12/19/2019 11H,116487
12/19/2019 10H,112913
12/19/2019 09H,111315
12/19/2019 08H,110556
12/19/2019 07H,111285
12/19/2019 06H,114946
12/19/2019 05H,108849
12/19/2019 04H,124594
12/19/2019 03H,128625
12/19/2019 02H,130494
12/19/2019 01H,131116
12/19/2019 00H,129009
12/18/2019 23H,122017
12/18/2019 22H,115916
12/18/2019 21H,113326
12/18/2019 20H,114698
12/18/2019 19H,119225
12/18/2019 18H,125034
12/18/2019 17H,128612
12/18/2019 16H,131241
12/18/2019 15H,133171
12/18/2019 14H,133372
12/18/2019 13H,132945
12/18/2019 12H,126807
12/18/2019 11H,120131
12/18/2019 10H,112921
12/18/2019 09H,109876
12/18/2019 08H,108081
12/18/2019 07H,109017
12/18/2019 06H,103263
12/18/2019 05H,105628
12/18/2019 04H,110921
12/18/2019 03H,115133
12/18/2019 02H,118673
12/18/2019 01H,119088
12/18/2019 00H,116514
12/17/2019 23H,110666
12/17/2019 22H,107059
12/17/2019 21H,105072
12/17/2019 20H,106002
12/17/2019 19H,109034
12/17/2019 18H,112478
12/17/2019 17H,114920
12/17/2019 16H,116054
12/17/2019 15H,116499
12/17/2019 14H,117560
12/17/2019 13H,112610
12/17/2019 12H,103792
12/17/2019 11H,94845
12/17/2019 10H,89881
12/17/2019 09H,88417
12/17/2019 08H,87933
12/17/2019 07H,90156
12/17/2019 06H,94823
12/17/2019 05H,101001
12/17/2019 04H,107606
12/17/2019 03H,113182
12/17/2019 02H,116950
12/17/2019 01H,120094
12/17/2019 00H,117179
12/16/2019 23H,111670
12/16/2019 22H,108008
12/16/2019 21H,107745
12/16/2019 20H,108844
12/16/2019 19H,111742
12/16/2019 18H,113495
12/16/2019 17H,114260
12/16/2019 16H,115290
12/16/2019 15H,116028
12/16/2019 14H,114997
12/16/2019 13H,110405
12/16/2019 12H,103009
12/16/2019 11H,95987
12/16/2019 10H,90531
12/16/2019 09H,87713
12/16/2019 08H,89408
12/16/2019 07H,91638
12/16/2019 06H,99742
12/16/2019 05H,99704
12/16/2019 04H,108735
12/16/2019 03H,114108
12/16/2019 02H,116783
12/16/2019 01H,116828
12/16/2019 00H,113194
12/15/2019 23H,107721
12/15/2019 22H,103183
12/15/2019 21H,98823
12/15/2019 20H,95854
12/15/2019 19H,95715
12/15/2019 18H,97088
12/15/2019 17H,99563
12/15/2019 16H,100885
12/15/2019 15H,101371
12/15/2019 14H,100202
12/15/2019 13H,96416
12/15/2019 12H,91093
12/15/2019 11H,87751
12/15/2019 10H,86217
12/15/2019 09H,85872
12/15/2019 08H,86339
12/15/2019 07H,87124
12/15/2019 06H,90172
12/15/2019 05H,96653
12/15/2019 04H,96878
12/15/2019 03H,101098
12/15/2019 02H,104666
12/15/2019 01H,107421
12/15/2019 00H,108963
12/14/2019 23H,102933
12/14/2019 22H,97002
12/14/2019 21H,92859
12/14/2019 20H,93184
12/14/2019 19H,96681
12/14/2019 18H,101181
12/14/2019 17H,105840
12/14/2019 16H,107699
12/14/2019 15H,106588
12/14/2019 14H,103594
12/14/2019 13H,97293
12/14/2019 12H,91423
12/14/2019 11H,87526
12/14/2019 10H,84943
12/14/2019 09H,84012
12/14/2019 08H,84711
12/14/2019 07H,88004
12/14/2019 06H,94311
12/14/2019 05H,99417
12/14/2019 04H,104778
12/14/2019 03H,112668
12/14/2019 02H,115268
12/14/2019 01H,118294
12/14/2019 00H,115932
12/13/2019 23H,111744
12/13/2019 22H,108818
12/13/2019 21H,107751
12/13/2019 20H,109027
12/13/2019 19H,110290
12/13/2019 18H,112681
12/13/2019 17H,115915
12/13/2019 16H,118578
12/13/2019 15H,118705
12/13/2019 14H,118728
12/13/2019 13H,114264
12/13/2019 12H,107418
12/13/2019 11H,99437
12/13/2019 10H,95168
12/13/2019 09H,93751
12/13/2019 08H,93959
12/13/2019 07H,96308
12/13/2019 06H,101386
12/13/2019 05H,111397
12/13/2019 04H,111099
12/13/2019 03H,115727
12/13/2019 02H,119159
12/13/2019 01H,118840
12/13/2019 00H,117999
12/12/2019 23H,113380
12/12/2019 22H,109136
12/12/2019 21H,105775
12/12/2019 20H,103487
12/12/2019 19H,104694
12/12/2019 18H,107868
12/12/2019 17H,111916
12/12/2019 16H,117151
12/12/2019 15H,118556
12/12/2019 14H,120131
12/12/2019 13H,117360
12/12/2019 12H,110738
12/12/2019 11H,104868
12/12/2019 10H,102177
12/12/2019 09H,100487
12/12/2019 08H,100773
12/12/2019 07H,102098
12/12/2019 06H,100150
12/12/2019 05H,100951
12/12/2019 04H,108841
12/12/2019 03H,110876
12/12/2019 02H,111879
12/12/2019 01H,114008
12/12/2019 00H,113488
12/11/2019 23H,108770
12/11/2019 22H,104224
12/11/2019 21H,103725
12/11/2019 20H,106873
12/11/2019 19H,109409
12/11/2019 18H,111648
12/11/2019 17H,114344
12/11/2019 16H,116252
12/11/2019 15H,117928
12/11/2019 14H,118080
12/11/2019 13H,114111
12/11/2019 12H,106580
12/11/2019 11H,98623
12/11/2019 10H,92713
12/11/2019 09H,90030
12/11/2019 08H,90080
12/11/2019 07H,91977
12/11/2019 06H,92641
12/11/2019 05H,94040
12/11/2019 04H,104910
12/11/2019 03H,109440
12/11/2019 02H,111761
12/11/2019 01H,112838
12/11/2019 00H,111708
12/10/2019 23H,107441
12/10/2019 22H,103121
12/10/2019 21H,100834
12/10/2019 20H,100834
12/10/2019 19H,101040
12/10/2019 18H,102627
12/10/2019 17H,104121
12/10/2019 16H,104242
12/10/2019 15H,104448
12/10/2019 14H,102398
12/10/2019 13H,98896
12/10/2019 12H,90200
12/10/2019 11H,80455
12/10/2019 10H,76238
12/10/2019 09H,75085
12/10/2019 08H,75472
12/10/2019 07H,76877
12/10/2019 06H,81407
12/10/2019 05H,87360
12/10/2019 04H,91350
12/10/2019 03H,97215
12/10/2019 02H,101139
12/10/2019 01H,102937
12/10/2019 00H,101383
12/9/2019 23H,98722
12/9/2019 22H,95737
12/9/2019 21H,94353
12/9/2019 20H,93131
12/9/2019 19H,93768
12/9/2019 18H,95783
12/9/2019 17H,97230
12/9/2019 16H,97575
12/9/2019 15H,96421
12/9/2019 14H,95914
12/9/2019 13H,93134
12/9/2019 12H,88544
12/9/2019 11H,80946
12/9/2019 10H,75845
12/9/2019 09H,75140
12/9/2019 08H,75523
12/9/2019 07H,77893
12/9/2019 06H,84111
12/9/2019 05H,93348
12/9/2019 04H,94383
12/9/2019 03H,100068
12/9/2019 02H,104113
12/9/2019 01H,106741
12/9/2019 00H,105343
12/8/2019 23H,101629
12/8/2019 22H,95987
12/8/2019 21H,91062
12/8/2019 20H,89744
12/8/2019 19H,89670
12/8/2019 18H,89163
12/8/2019 17H,89095
12/8/2019 16H,90142
12/8/2019 15H,89777
12/8/2019 14H,89176
12/8/2019 13H,87616
12/8/2019 12H,84264
12/8/2019 11H,80255
12/8/2019 10H,79114
12/8/2019 09H,78556
12/8/2019 08H,79351
12/8/2019 07H,80332
12/8/2019 06H,83447
12/8/2019 05H,85721
12/8/2019 04H,89330
12/8/2019 03H,92320
12/8/2019 02H,94309
12/8/2019 01H,95875
12/8/2019 00H,95506
12/7/2019 23H,90951
12/7/2019 22H,86291
12/7/2019 21H,82164
12/7/2019 20H,82437
12/7/2019 19H,84008
12/7/2019 18H,86844
12/7/2019 17H,91396
12/7/2019 16H,94707
12/7/2019 15H,95957
12/7/2019 14H,96332
12/7/2019 13H,92551
12/7/2019 12H,89421
12/7/2019 11H,85574
12/7/2019 10H,82281
12/7/2019 09H,81947
12/7/2019 08H,83331
12/7/2019 07H,86101
12/7/2019 06H,94522
12/7/2019 05H,95270
12/7/2019 04H,100806
12/7/2019 03H,105251
12/7/2019 02H,109268
12/7/2019 01H,112053
12/7/2019 00H,113679
12/6/2019 23H,110437
12/6/2019 22H,106659
12/6/2019 21H,104651
12/6/2019 20H,103295
12/6/2019 19H,102989
12/6/2019 18H,103710
12/6/2019 17H,104663
12/6/2019 16H,104564
12/6/2019 15H,105678
12/6/2019 14H,103912
12/6/2019 13H,100534
12/6/2019 12H,95071
12/6/2019 11H,90327
12/6/2019 10H,86344
12/6/2019 09H,85691
12/6/2019 08H,85849
12/6/2019 07H,87763
12/6/2019 06H,85780
12/6/2019 05H,88241
12/6/2019 04H,92938
12/6/2019 03H,98228
12/6/2019 02H,102252
12/6/2019 01H,105214
12/6/2019 00H,104177
12/5/2019 23H,98907
12/5/2019 22H,94896
12/5/2019 21H,92113
12/5/2019 20H,92721
12/5/2019 19H,94222
12/5/2019 18H,96514
12/5/2019 17H,99788
12/5/2019 16H,103017
12/5/2019 15H,106183
12/5/2019 14H,109338
12/5/2019 13H,108608
12/5/2019 12H,101848
12/5/2019 11H,93018
12/5/2019 10H,89763
12/5/2019 09H,86937
12/5/2019 08H,85654
12/5/2019 07H,86647
12/5/2019 06H,93152
12/5/2019 05H,99152
12/5/2019 04H,103916
12/5/2019 03H,108989
12/5/2019 02H,112243
12/5/2019 01H,114617
12/5/2019 00H,114610
12/4/2019 23H,110182
12/4/2019 22H,103590
12/4/2019 21H,99498
12/4/2019 20H,98711
12/4/2019 19H,99691
12/4/2019 18H,102523
12/4/2019 17H,105582
12/4/2019 16H,106754
12/4/2019 15H,108015
12/4/2019 14H,110972
12/4/2019 13H,108187
12/4/2019 12H,101152
